Address,Title_link,Sale price,list-card-type,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"3400 SW 27th Ave APT 501, Miami, FL 33133",https://www.zillow.com/homedetails/3400-SW-27th-Ave-APT-501-Miami-FL-33133/60793068_zpid/,"$875,000",Condo for sale,"1,530 sqft","$830,621",Condo,2001,Forced air,Central,Attached Garage,"$1,877/month",$572,Great solar potentialSun Number™: 92.62,"$6,420","$3,420/mo",$0/mo,$817/mo,$306/mo,"$1,877/mo",Not included
"68 SE 6th St APT 2005, Miami, FL 33131",https://www.zillow.com/homedetails/68-SE-6th-St-APT-2005-Miami-FL-33131/247650112_zpid/,"$538,000",Condo for sale,965 sqft,"$510,170",Condo,2014,Forced air,Central,1 space,$750/month,$558,Great solar potentialSun Number™: 89.5,"$3,452","$2,012/mo",$0/mo,$502/mo,$188/mo,$750/mo,Not included
"460 NE 28th St APT 2604, Miami, FL 33137",https://www.zillow.com/homedetails/460-NE-28th-St-APT-2604-Miami-FL-33137/121349716_zpid/,"$575,000",Condo for sale,"1,104 sqft","$543,854",Condo,2015,Forced air,Central,1 space,$800/month,$521,Great solar potentialSun Number™: 93.4,"$3,638","$2,100/mo",$0/mo,$537/mo,$201/mo,$800/mo,Not included
"888 Biscayne Blvd APT 4910, Miami, FL 33132",https://www.zillow.com/homedetails/888-Biscayne-Blvd-APT-4910-Miami-FL-33132/87937237_zpid/,"$585,000",Condo for sale,"1,255 sqft","$552,890",Condo,2008,Forced air,Central,1 space,$864/month,$466,Great solar potentialSun Number™: 94.3,"$3,751","$2,137/mo",$0/mo,$546/mo,$205/mo,$864/mo,Not included
"2127 Brickell Ave APT 3402, Miami, FL 33129",https://www.zillow.com/homedetails/2127-Brickell-Ave-APT-3402-Miami-FL-33129/43870681_zpid/,"$2,195,000",Condo for sale,"2,825 sqft","$2,031,502",Condo,1993,Forced air,Central,3 spaces,"$2,200/month",$777,Great solar potentialSun Number™: 94.3,"$13,596","$8,579/mo",$0/mo,"$2,049/mo",$768/mo,"$2,200/mo",Not included
"518 NE 74th St, Miami, FL 33138",https://www.zillow.com/homedetails/518-NE-74th-St-Miami-FL-33138/43827890_zpid/,"$590,000",House for sale,"1,975 sqft","$571,285",Single Family,1939,Forced air,Central,1 space,"7,248 sqft",$299,Great solar potentialSun Number™: 94.2,"$2,912","$2,155/mo",$0/mo,$551/mo,$207/mo,$0/mo,Not included
"1810 NW 47th St, Miami, FL 33142",https://www.zillow.com/homedetails/1810-NW-47th-St-Miami-FL-33142/43810501_zpid/,"$215,000",House for sale,846 sqft,"$203,818",Single Family,1947,Forced air,Central,No Data,"4,795 sqft",$254,Great solar potentialSun Number™: 94.1,"$1,786",$818/mo,$0/mo,$201/mo,$75/mo,$692/mo,Not included
"3301 NE 1st Ave APT M0307, Miami, FL 33137",https://www.zillow.com/homedetails/3301-NE-1st-Ave-APT-M0307-Miami-FL-33137/92443636_zpid/,"$425,000",Condo for sale,"1,328 sqft","$403,607",Condo,2008,Other,Central,Detached Garage,$872/month,$320,Great solar potentialSun Number™: 94.2,"$3,007","$1,589/mo",$0/mo,$397/mo,$149/mo,$872/mo,Not included
"90 SW 3rd St PH 17, Miami, FL 33130",https://www.zillow.com/homedetails/90-SW-3rd-St-PH-17-Miami-FL-33130/2082268687_zpid/,"$1,399,000",Condo for sale,"2,456 sqft","$1,296,895",Condo,2008,Electric,Other,4 spaces,No Data,$570,Great solar potentialSun Number™: 93.5,"$7,263","$5,468/mo",$0/mo,"$1,306/mo",$490/mo,$0/mo,Not included
"3049 Orange St, Miami, FL 33133",https://www.zillow.com/homedetails/3049-Orange-St-Miami-FL-33133/2145248789_zpid/,"$665,000",House for sale,"1,580 sqft","$633,413",Single Family,1997,Forced air,Central,Attached Garage,No Data,$421,,"$3,673","$2,599/mo",$0/mo,$621/mo,$233/mo,$220/mo,Not included
"950 Brickell Bay Dr APT 1102, Miami, FL 33131",https://www.zillow.com/homedetails/950-Brickell-Bay-Dr-APT-1102-Miami-FL-33131/92449754_zpid/,"$255,000",Condo for sale,688 sqft,"$243,105",Condo,2008,Forced air,Central,1 space,$390/month,$371,Great solar potentialSun Number™: 94.3,"$1,671",$953/mo,$0/mo,$238/mo,$89/mo,$390/mo,Not included
"840 NE 75th St, Miami, FL 33138",https://www.zillow.com/homedetails/840-NE-75th-St-Miami-FL-33138/43827512_zpid/,"$650,000",House for sale,"1,688 sqft","$628,053",Single Family,1941,Forced air,Central,Attached Garage,"7,078 sqft",$385,Great solar potentialSun Number™: 94.2,"$3,375","$2,540/mo",$0/mo,$607/mo,$228/mo,$0/mo,Not included
"121 NE 34th St UNIT 2801, Miami, FL 33137",https://www.zillow.com/homedetails/121-NE-34th-St-UNIT-2801-Miami-FL-33137/247275680_zpid/,"$515,000",Condo for sale,835 sqft,,Condo,2018,No Data,Central,No Data,No Data,$617,Great solar potentialSun Number™: 93.4,"$2,587","$1,926/mo",$0/mo,$481/mo,$180/mo,$0/mo,Not included
"555 NE 15th St # TH10, Miami, FL 33132",https://www.zillow.com/homedetails/555-NE-15th-St-TH10-Miami-FL-33132/2082270889_zpid/,"$299,000",Condo for sale,940 sqft,"$283,643",Condo,1980,Electric,Central,No Data,$912/month,$318,,"$2,414","$1,118/mo",$0/mo,$279/mo,$105/mo,$912/mo,Not included
"850 N Miami Ave # W-1210, Miami, FL 33136",https://www.zillow.com/homedetails/850-N-Miami-Ave-W-1210-Miami-FL-33136/2082271113_zpid/,"$238,000",Condo for sale,848 sqft,"$224,902",Condo,1989,Other,Other,1 space,$550/month,$281,,"$1,761",$906/mo,$0/mo,$222/mo,$83/mo,$550/mo,Not included
"770 Claughton Island Dr PH 9, Miami, FL 33131",https://www.zillow.com/homedetails/770-Claughton-Island-Dr-PH-9-Miami-FL-33131/2082271114_zpid/,"$229,000",Condo for sale,735 sqft,"$216,133",Condo,1990,Other,Other,1 space,No Data,$312,Great solar potentialSun Number™: 92.7,"$1,165",$872/mo,$0/mo,$214/mo,$80/mo,$0/mo,Not included
"1428 SW 14th Ter, Miami, FL 33145",https://www.zillow.com/homedetails/1428-SW-14th-Ter-Miami-FL-33145/43852956_zpid/,"$729,000",Apartment for sale,"2,433 sqft","$698,365",Multi Family,1926,Forced air,Central,No Data,$300,,Great solar potentialSun Number™: 87.83,"$3,785","$2,849/mo",$0/mo,$680/mo,$255/mo,$0/mo,Not included
"540 Brickell Key Dr APT 621, Miami, FL 33131",https://www.zillow.com/homedetails/540-Brickell-Key-Dr-APT-621-Miami-FL-33131/43872904_zpid/,"$385,000",Condo for sale,"1,030 sqft","$363,071",Condo,1991,Forced air,Central,1 space,$29/month,$374,Great solar potentialSun Number™: 94.3,"$1,963","$1,440/mo",$0/mo,$359/mo,$135/mo,$29/mo,Not included
"1600 S Bayshore Ln APT 7A, Miami, FL 33133",https://www.zillow.com/homedetails/1600-S-Bayshore-Ln-APT-7A-Miami-FL-33133/43854054_zpid/,"$725,000",Condo for sale,"1,310 sqft","$686,250",Condo,1970,No Data,Central,Off street,$832/month,$553,Great solar potentialSun Number™: 91.03,"$4,596","$2,834/mo",$0/mo,$677/mo,$254/mo,$832/mo,Not included
"1861 NW South River Dr # TH405, Miami, FL 33125",https://www.zillow.com/homedetails/1861-NW-South-River-Dr-TH405-Miami-FL-33125/2082273421_zpid/,"$350,000",Townhouse for sale,"1,381 sqft","$336,387",Townhouse,2010,Forced air,Central,No Data,No Data,$253,,"$2,602","$1,309/mo",$0/mo,$327/mo,$123/mo,$844/mo,Not included
