Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"655 W Irving Park Rd APT 5407, Chicago, IL 60613","$199,000 ",1 bd,1 ba,#NAME?,"$192,606 ",Condo,1973,Forced air,Central,Attached Garage,,,1823,$756 ,$355 ,$70 ,$642 
"3645 N Damen Ave # 3, Chicago, IL 60618","$700,000 ",3 bds,2 ba,"1,500 sqft","$683,144 ",Condo,2017,Gas,Central,Detached Garage,,,4245,"$2,594 ","$1,248 ",$245 ,$158 
"Unit 404 - Hampden 73 Plan, Hampden 73","$1,200,000 ",4 bds,3 ba,"2,032 sqft","$1,159,937 ",Condo,2019,Forced air,Central,Attached Garage,,,0,,,,
"1445 W Warner Ave APT 2E, Chicago, IL 60613","$359,000 ",2 bds,1 ba,#NAME?,"$353,476 ",Condo,1919,Forced air,Central,1 space,,,2397,"$1,315 ",$640 ,$126 ,$316 
"860 W Blackhawk St UNIT 1702, Chicago, IL 60642","$669,000 ",2 bds,2 ba,"1,416 sqft","$652,474 ",Condo,2009,Gas,Central,Attached Garage,,,4726,"$2,476 ","$1,193 ",$234 ,$823 
"4231 N Lawndale Ave, Chicago, IL 60618",$--,#NAME?,2 ba,"2,306 sqft",,Apartment,1901,,,,,,0,$0 ,$0 ,$0 ,$0 
"2040 N Spaulding Ave UNIT G, Chicago, IL 60647","$163,705 ",2 bds,1 ba,"1,000 sqft",,Condo,1924,,,,,,972,$623 ,$292 ,$57 ,$0 
"1513 E 74th Pl, Chicago, IL 60619","$199,900 ",7 bds,2 ba,"1,000 sqft","$195,111 ",Multi Family,1918,Gas,,None,,,1186,$760 ,$356 ,$70 ,$0 
"360 W Wellington Ave APT 3D, Chicago, IL 60657","$185,000 ",1 bd,1 ba,890 sqft,"$179,126 ",Condo,1959,Baseboard,,Attached Garage,,,1543,$704 ,$330 ,$65 ,$444 
"1055 N Hermitage Ave, Chicago, IL 60622","$575,000 ",2 bds,2 ba,"1,300 sqft","$560,655 ",Condo,2006,Forced air,Central,Detached Garage,,,3490,"$2,077 ","$1,025 ",$201 ,$187 
"1157 W Erie St # 3E, Chicago, IL","$979,000 ",3 bds,3 ba,"2,100 sqft","$951,164 ",Condo,2019,Forced air,Central,Attached Garage,,,6012,"$3,623 ","$1,746 ",$343 ,$300 
"401 N Wabash Ave UNIT 58D, Chicago, IL 60611","$1,295,000 ",2 bds,3 ba,"2,022 sqft","$1,219,142 ",Condo,2007,Baseboard,Central,Attached Garage,,,9054,"$4,793 ","$2,309 ",$453 ,"$1,499 "
"6530 S Woodlawn Ave # 1, Chicago, IL 60637","$299,900 ",4 bds,3 ba,"2,600 sqft","$295,082 ",Condo,2007,Forced air,Central,1 space,,,1938,"$1,098 ",$535 ,$105 ,$200 
"1049 W Wellington Ave APT 2B, Chicago, IL 60657","$349,900 ",2 bds,2 ba,950 sqft,"$342,530 ",Condo,1910,Forced air,Central,None,,,2180,"$1,281 ",$624 ,$122 ,$153 
"1049 W Wellington Ave APT 2B, Chicago, IL 60657","$349,900 ",2 bds,2 ba,950 sqft,"$342,530 ",Condo,1910,Forced air,Central,None,,,2180,"$1,281 ",$624 ,$122 ,$153 
"700 N Larrabee St APT 1212, Chicago, IL 60654","$475,000 ",2 bds,2 ba,"1,200 sqft","$459,166 ",Condo,2006,Forced air,Central,1 space,,,3421,"$1,740 ",$847 ,$166 ,$668 
"1224 W Van Buren St APT 805, Chicago, IL 60607","$328,000 ",2 bds,1 ba,"1,043 sqft","$323,030 ",Condo,2007,Forced air,Central,Attached Garage,,,2463,"$1,201 ",$585 ,$115 ,$562 
"6033 N Sheridan Rd APT 45K, Chicago, IL 60660","$315,000 ",2 bds,2 ba,"1,100 sqft","$306,108 ",Condo,1972,Electric,Central,Attached Garage,,,2418,"$1,154 ",$562 ,$110 ,$592 
"150 W Superior St APT 705, Chicago, IL 60654","$699,000 ",2 bds,2 ba,"1,563 sqft","$680,030 ",Condo,2006,Forced air,Central,Attached Garage,,,5060,"$2,587 ","$1,247 ",$245 ,$981 
"3950 N Lake Shore Dr #907B, Chicago, IL 60613","$184,900 ",2 bds,1 ba,900 sqft,"$179,617 ",Condo,1955,Forced air,Other,Attached Garage,,,1716,$703 ,$330 ,$65 ,$618 
"3307 W Crystal St, Chicago, IL 60651","$649,900 ",8 bds,4 ba,#NAME?,"$632,022 ",Multi Family,1909,Forced air,,2 spaces,,,3791,"$2,405 ","$1,159 ",$227 ,$0 
"832 N Washtenaw Ave # 2, Chicago, IL 60622","$324,900 ",2 bds,2 ba,"1,000 sqft","$319,150 ",Condo,2005,Gas,Central,Detached Garage,,,2113,"$1,190 ",$579 ,$114 ,$230 
"2422 N Orchard St, Chicago, IL 60614","$2,999,999 ",16 bds,#NAME?,#NAME?,,Multi Family,1916,Gas,,3 spaces,,,17503,"$11,103 ","$5,350 ","$1,050 ",$0 
"5114 S Ada St, Chicago, IL 60609","$33,000 ",#NAME?,#NAME?,#NAME?,,Multi Family,1905,,,,,,206,$135 ,$59 ,$12 ,$0 
"2122 W Crystal St # 3W, Chicago, IL 60622","$779,000 ",3 bds,2 ba,#NAME?,"$757,531 ",Condo,2019,Forced air,Central,Detached Garage,,,4745,"$2,883 ","$1,389 ",$273 ,$200 
"2122 W Crystal St # 1W, Chicago, IL","$899,000 ",3 bds,3 ba,#NAME?,"$875,318 ",Condo,2019,Forced air,Central,Detached Garage,,,5511,"$3,327 ","$1,603 ",$315 ,$266 
"5201 S Cornell Ave APT 19A, Chicago, IL 60615","$156,500 ",2 bds,2 ba,"1,200 sqft","$153,477 ",Condo,1970,Gas,Central,Attached Garage,,,2237,$595 ,$279 ,$55 ,"$1,308 "
"5520 S Cornell Ave APT 1S, Chicago, IL 60637","$239,000 ",2 bds,1 ba,"1,230 sqft",,Condo,1915,,,1 space,,,1985,$909 ,$426 ,$84 ,$566 
"1718 W Diversey Pkwy # 1, Chicago, IL 60614","$569,000 ",4 bds,3 ba,"2,200 sqft","$557,586 ",Condo,2002,Forced air,Central,2 spaces,,,3549,"$2,056 ","$1,015 ",$199 ,$279 
"04 Plan, Triangle Square Condos","$905,000 ",3 bds,3 ba,"2,114 sqft","$873,208 ",Condo,2019,,,1 space,,,0,,,,
"235 W Van Buren St UNIT 3205, Chicago, IL 60607","$335,000 ",2 bds,2 ba,"1,039 sqft","$328,014 ",Condo,2009,Forced air,Central,Attached Garage,,,2331,"$1,227 ",$597 ,$117 ,$390 
"3 Bedroom Plan, Vista Tower","$2,620,512 ",3 bds,3 ba,"1,944 sqft","$2,484,430 ",Condo,2019,,,1 space,,,0,,,,
"5003 S Prairie Ave # 503A, Chicago, IL 60615","$74,900 ",2 bds,1 ba,"1,000 sqft","$70,271 ",Condo,1909,Gas,Central,1 space,,,716,$307 ,$134 ,$26 ,$249 
"Residence C Plan, Renelle on the River","$1,670,900 ",3 bds,3 ba,"2,249 sqft","$1,585,525 ",Condo,2019,Forced air,Central,Attached Garage,,,0,,,,
"2214 N Campbell Ave APT 1B, Chicago, IL 60647","$435,000 ",3 bds,3 ba,"1,600 sqft","$425,010 ",Condo,1920,Gas,Central,1 space,,,2806,"$1,593 ",$776 ,$152 ,$285 
"216 E 68th St, Chicago, IL 60637","$164,500 ",5 bds,2 ba,#NAME?,"$160,953 ",Multi Family,1910,"Electric, Gas",,Detached Garage,,,977,$626 ,$293 ,$58 ,$0 
"1643 W Lunt Ave APT 2S, Chicago, IL 60626","$145,900 ",2 bds,2 ba,#NAME?,"$172,970 ",Condo,1925,Forced air,,None,,,1216,$555 ,$260 ,$51 ,$350 
"1233 S Spaulding Ave, Chicago, IL 60623","$199,000 ",8 bds,3 ba,#NAME?,"$194,894 ",Multi Family,2008,Forced air,,Detached Garage,,,1182,$757 ,$355 ,$70 ,$0 
"4518 W Montana St, Chicago, IL 60639","$500,000 ",6 bds,4 ba,#NAME?,"$490,167 ",Multi Family,1920,,,Detached Garage,,,2898,"$1,831 ",$892 ,$175 ,$0 
"2300 N Commonwealth Ave APT 5B, Chicago, IL 60614","$300,000 ",2 bds,1 ba,"1,100 sqft","$294,312 ",Condo,1959,,,None,,,2136,"$1,099 ",$535 ,$105 ,$397 
"4835 S Justine St, Chicago, IL 60609","$149,999 ",6 bds,4 ba,#NAME?,"$145,944 ",Multi Family,1880,Forced air,,Detached Garage,,,889,$570 ,$267 ,$52 ,$0 
"727 W Aldine Ave APT 3B, Chicago, IL 60657","$199,000 ",1 bd,1 ba,#NAME?,"$193,522 ",Condo,1918,Other,,None,,,1308,$757 ,$355 ,$70 ,$126 
"1345 S Wabash Ave UNIT 1601, Chicago, IL 60605","$365,000 ",2 bds,2 ba,939 sqft,"$355,859 ",Condo,2015,Forced air,Central,Attached Garage,,,2437,"$1,337 ",$651 ,$128 ,$321 
"6101 N Sheridan Rd APT 8H, Chicago, IL 60660","$139,900 ",1 bd,1 ba,650 sqft,"$131,752 ",Condo,,,,,,,830,$532 ,$249 ,$49 ,$0 
"1412 E 76th St, Chicago, IL 60619","$119,000 ",6 bds,3 ba,#NAME?,"$114,209 ",Multi Family,1883,Forced air,,Detached Garage,,,742,$488 ,$212 ,$42 ,$0 
"600 N Fairbanks Ct UNIT 2405, Chicago, IL 60611","$650,000 ",2 bds,2 ba,"1,253 sqft","$635,866 ",Condo,2007,Forced air,Central,1 space,,,4597,"$2,406 ","$1,159 ",$228 ,$804 
"7562 S Coles Ave, Chicago, IL 60649","$220,000 ",7 bds,3 ba,"2,604 sqft","$213,944 ",Multi Family,1890,Gas,,Detached Garage,,,1306,$837 ,$392 ,$77 ,$0 
"444 W Fullerton Pkwy APT 806, Chicago, IL 60614","$236,500 ",1 bd,1 ba,#NAME?,"$230,241 ",Condo,1972,Forced air,Central,1 space,,,1840,$899 ,$422 ,$83 ,$436 
"2315 E 68th St # 2E, Chicago, IL 60649","$148,800 ",3 bds,2 ba,#NAME?,"$144,548 ",Condo,1926,Radiant,Wall,Detached Garage,,,1304,$566 ,$265 ,$52 ,$421 
"5455 N Sheridan Rd APT 1504, Chicago, IL 60640","$179,500 ",1 bd,1 ba,850 sqft,"$173,186 ",Condo,1969,Forced air,Central,Attached Garage,,,1705,$683 ,$320 ,$63 ,$639 
"Residence C Plan, Three Sixty West","$1,323,900 ",3 bds,3 ba,"1,909 sqft","$1,255,150 ",Condo,2019,,,1 space,,,0,,,,
"1613 W Beach Ave # 1E, Chicago, IL","$699,000 ",3 bds,3 ba,#NAME?,"$677,430 ",Condo,2019,Forced air,Central,Detached Garage,,,4279,"$2,587 ","$1,247 ",$245 ,$200 
"3100 W Leland Ave APT 201, Chicago, IL 60625","$319,900 ",3 bds,2 ba,#NAME?,"$314,822 ",Condo,1913,Forced air,Central,None,,,2218,"$1,172 ",$570 ,$112 ,$364 
"1111 S Wabash Ave APT 901, Chicago, IL 60605","$437,500 ",2 bds,2 ba,"1,357 sqft","$428,191 ",Condo,2005,Forced air,Central,1 space,,,3222,"$1,602 ",$780 ,$153 ,$687 
"1613 W Beach Ave # 2W, Chicago, IL","$849,000 ",3 bds,4 ba,#NAME?,"$825,714 ",Condo,2019,Forced air,Central,Detached Garage,,,5153,"$3,142 ","$1,514 ",$297 ,$200 
"2711 W Belden Ave # 1, Chicago, IL 60647","$225,000 ",1 bd,2 ba,"1,000 sqft","$219,185 ",Condo,1929,Forced air,Central,None,,,1610,$856 ,$401 ,$79 ,$274 
"3430 N Lake Shore Dr APT 12M, Chicago, IL 60657","$198,000 ",1 bd,1 ba,#NAME?,"$193,304 ",Condo,1959,Forced air,Central,1 space,,,1812,$753 ,$353 ,$69 ,$637 
"4960 N Marine Dr APT 211, Chicago, IL 60640","$135,000 ",1 bd,1 ba,720 sqft,"$128,744 ",Condo,1954,Baseboard,Refrigeration,1 space,,,1261,$513 ,$241 ,$47 ,$460 
"1936 W Albion Ave # 2, Chicago, IL 60626","$145,000 ",2 bds,1 ba,800 sqft,"$138,174 ",Condo,1974,Forced air,Central,1 space,,,1170,$551 ,$259 ,$51 ,$309 
"8118 S Manistee Ave, Chicago, IL 60617","$84,900 ",4 bds,2 ba,#NAME?,"$80,531 ",Multi Family,1920,Gas,,Detached Garage,,,529,$348 ,$151 ,$30 ,$0 
"1645 W School St APT 417, Chicago, IL 60657","$344,888 ",2 bds,2 ba,#NAME?,"$338,717 ",Condo,1999,Gas,Central,Attached Garage,,,2333,"$1,263 ",$615 ,$121 ,$334 
"2500 E 109th St, Chicago, IL 60617",$--,6 bds,2 ba,"1,940 sqft",,Apartment,1903,,,,,,0,$0 ,$0 ,$0 ,$0 
"3017 W Fullerton Ave, Chicago, IL 60647",$--,#NAME?,3 ba,"3,446 sqft",,Apartment,1903,,,,,,0,$0 ,$0 ,$0 ,$0 
"3017 W Fullerton Ave, Chicago, IL 60647",$--,#NAME?,3 ba,"3,446 sqft",,Apartment,1903,,,,,,0,$0 ,$0 ,$0 ,$0 
"4008 S California Ave, Chicago, IL 60632","$256,683 ",8 bds,4 ba,"3,186 sqft",,Multi Family,1926,,,,,,1488,$940 ,$458 ,$90 ,$0 
"4922 S Vincennes Ave UNIT 3N, Chicago, IL 60615","$153,782 ",3 bds,2 ba,"1,300 sqft",,Condo,1892,,,,,,913,$585 ,$274 ,$54 ,$0 
"3721 W 57th St, Chicago, IL 60629","$142,282 ",3 bds,3 ba,660 sqft,,Multi Family,1905,,,None,,,845,$541 ,$254 ,$50 ,$0 
"550 W Wellington Ave APT 8W, Chicago, IL 60657","$919,500 ",2 bds,2 ba,"2,000 sqft","$892,654 ",Condo,2005,Forced air,Central,1 space,,,6020,"$3,403 ","$1,640 ",$322 ,$655 
"1212 N La Salle Dr APT 1210, Chicago, IL 60610","$200,000 ",1 bd,1 ba,750 sqft,"$193,898 ",Condo,1986,Forced air,Central,Detached Garage,,,1821,$761 ,$357 ,$70 ,$633 
"3740 N Lake Shore Dr APT 16B, Chicago, IL 60613","$485,000 ",2 bds,3 ba,"2,100 sqft","$473,061 ",Condo,1924,Radiant,Central,2 spaces,,,4369,"$1,776 ",$865 ,$170 ,"$1,558 "
"3536 N Pine Grove Ave, Chicago, IL 60657","$560,000 ",3 bds,2 ba,"2,100 sqft","$547,469 ",Condo,1957,Gas,Central,1 space,,,3586,"$2,051 ",$999 ,$196 ,$340 
"310 S Michigan Ave UNIT 1010, Chicago, IL 60604","$314,500 ",1 bd,1 ba,#NAME?,"$305,933 ",Condo,1924,Forced air,Central,Attached Garage,,,2167,"$1,152 ",$561 ,$110 ,$344 
"999 N Lake Shore Dr # 3A, Chicago, IL 60611","$1,575,000 ",4 bds,4 ba,"4,000 sqft","$1,521,514 ",Condo,1912,,,Detached Garage,,,12629,"$5,829 ","$2,809 ",$551 ,"$3,440 "
"611 S Wells St APT 1401, Chicago, IL 60607","$229,500 ",1 bd,1 ba,#NAME?,"$226,105 ",Condo,2008,Forced air,Central,None,,,1695,$873 ,$409 ,$80 ,$333 
"3950 N Lake Shore Dr APT 1019, Chicago, IL 60613","$175,900 ",2 bds,1 ba,#NAME?,"$171,192 ",Condo,1953,,,None,,,1733,$669 ,$314 ,$62 ,$688 
"4247 N Ashland Ave APT 2, Chicago, IL 60613","$370,000 ",3 bds,2 ba,#NAME?,"$361,906 ",Condo,1916,Forced air,Central,1 space,,,2477,"$1,355 ",$660 ,$130 ,$332 
"2650 N Lakeview Ave APT 3105, Chicago, IL 60614","$264,000 ",1 bd,1 ba,765 sqft,"$256,085 ",Condo,1973,Gas,Central,Attached Garage,,,2043,$967 ,$471 ,$92 ,$513 
"4320 W Haddon Ave, Chicago, IL 60651","$280,900 ",7 bds,#NAME?,#NAME?,"$276,104 ",Multi Family,1918,Gas,,None,,,1628,"$1,029 ",$501 ,$98 ,$0 
"1717 S Prairie Ave APT 704, Chicago, IL 60616","$315,000 ",1 bd,2 ba,"1,052 sqft","$306,981 ",Condo,2003,Forced air,Central,Attached Garage,,,2469,"$1,154 ",$562 ,$110 ,$643 
"7401 N Hoyne Ave APT A, Chicago, IL 60645","$139,900 ",2 bds,2 ba,819 sqft,"$132,468 ",Condo,1927,Forced air,Central,1 space,,,1063,$532 ,$249 ,$49 ,$233 
"30 E Elm St # 14B, Chicago, IL 60611","$248,000 ",1 bd,1 ba,#NAME?,"$240,126 ",Condo,1962,Baseboard,,Attached Garage,,,1986,$943 ,$442 ,$87 ,$514 
"4610 S Rockwell St, Chicago, IL 60632","$359,900 ",7 bds,3 ba,"2,136 sqft","$354,019 ",Multi Family,1920,Gas,Central,Detached Garage,,,2086,"$1,318 ",$642 ,$126 ,$0 
"10433 S Hale Ave APT 1A, Chicago, IL 60643","$84,999 ",1 bd,1 ba,"9,993 sqft","$116,298 ",Condo,1927,Gas,Central,None,,,695,$348 ,$152 ,$30 ,$165 
"1560 N Sandburg Ter APT 709J, Chicago, IL 60610","$259,000 ",1 bd,1 ba,#NAME?,"$252,731 ",Condo,1969,Forced air,Central,Attached Garage,,,1963,$949 ,$462 ,$91 ,$461 
"2230 S Ridgeway Ave, Chicago, IL 60623","$127,500 ",5 bds,2 ba,#NAME?,"$122,134 ",Multi Family,1885,,,Detached Garage,,,757,$485 ,$227 ,$45 ,$0 
"909 W Washington Blvd APT 501, Chicago, IL 60607","$319,000 ",1 bd,1 ba,#NAME?,"$312,242 ",Condo,2004,Forced air,Central,Attached Garage,,,2181,"$1,168 ",$569 ,$112 ,$332 
"2234 S Ridgeway Ave, Chicago, IL 60623","$127,500 ",5 bds,2 ba,#NAME?,"$121,643 ",Multi Family,1905,Forced air,,Detached Garage,,,757,$485 ,$227 ,$45 ,$0 
"1211 N La Salle Dr APT 1403, Chicago, IL 60610","$325,000 ",2 bds,2 ba,"1,100 sqft","$318,914 ",Condo,1929,Baseboard,,1 space,,,2360,"$1,190 ",$580 ,$114 ,$476 
"07 Plan, Triangle Square Condos","$865,000 ",3 bds,3 ba,"2,055 sqft","$834,760 ",Condo,2019,,,1 space,,,0,,,,
"5446 N Elston Ave # 1W, Chicago, IL 60630","$189,900 ",2 bds,1 ba,800 sqft,"$182,697 ",Condo,,Gas,Central,Detached Garage,,,1327,$722 ,$339 ,$66 ,$200 
"1 Bedroom Plan, Vista Tower","$994,375 ",1 bd,1.5 ba,"1,075 sqft","$953,727 ",Condo,2019,Forced air,Central,1 space,,,0,,,,
"5310 N Chester Ave APT 124, Chicago, IL 60656","$118,900 ",1 bd,1 ba,700 sqft,"$112,322 ",Condo,,Baseboard,,106 spaces,,,954,$487 ,$212 ,$42 ,$213 
"4531 S Ellis Ave # 2, Chicago, IL 60653","$293,174 ",#NAME?,#NAME?,#NAME?,"$336,982 ",Condo,2005,,,,,,1700,"$1,074 ",$523 ,$103 ,$0 
"511 W Division St APT 304, Chicago, IL 60610","$300,861 ",2 bds,2 ba,"1,196 sqft","$345,818 ",Condo,2008,,,,,,2487,"$1,102 ",$537 ,$105 ,$743 
"2656 S Sawyer Ave, Chicago, IL 60623","$139,900 ",7 bds,4 ba,#NAME?,"$134,496 ",Multi Family,,,,None,,,830,$532 ,$249 ,$49 ,$0 
"7929 S Harvard Ave, Chicago, IL 60620","$180,000 ",6 bds,3 ba,#NAME?,"$176,115 ",Multi Family,1907,Gas,,Detached Garage,,,1069,$685 ,$321 ,$63 ,$0 
"1235 S Prairie Ave APT 1709, Chicago, IL 60605","$595,000 ",2 bds,2 ba,"1,516 sqft","$579,232 ",Condo,2006,Forced air,Central,1 space,,,4124,"$2,149 ","$1,061 ",$208 ,$706 
"1960 N Lincoln Park W APT 1703, Chicago, IL 60614","$315,000 ",2 bds,2 ba,#NAME?,"$304,988 ",Condo,1967,,,Attached Garage,,,2808,"$1,154 ",$562 ,$110 ,$982 
"36 W 103rd Pl, Chicago, IL 60628","$80,000 ",4 bds,2 ba,#NAME?,"$75,962 ",Multi Family,1895,Forced air,,2 spaces,,,499,$328 ,$143 ,$28 ,$0 
"933 W Van Buren St APT 509, Chicago, IL 60607","$440,000 ",2 bds,2 ba,"1,224 sqft","$432,157 ",Condo,2002,Forced air,Central,1 space,,,3043,"$1,611 ",$785 ,$154 ,$493 
"5155 W Cullom Ave, Chicago, IL 60641","$599,000 ",6 bds,4 ba,"3,000 sqft","$587,480 ",Multi Family,1911,,,2 spaces,,,3442,"$2,164 ","$1,068 ",$210 ,$0 
"7625 N Eastlake Ter APT 306, Chicago, IL 60626","$234,900 ",2 bds,2 ba,#NAME?,"$227,630 ",Condo,1997,Forced air,Central,Attached Garage,,,1774,$893 ,$419 ,$82 ,$380 
"1632 N Campbell Ave, Chicago, IL 60647","$597,000 ",6 bds,3 ba,#NAME?,"$582,785 ",Multi Family,1885,Gas,,Detached Garage,,,3431,"$2,157 ","$1,065 ",$209 ,$0 
"4322 S Honore St, Chicago, IL 60609","$239,900 ",9 bds,4 ba,#NAME?,"$234,936 ",Multi Family,1908,Forced air,,Detached Garage,,,1424,$912 ,$428 ,$84 ,$0 
"5124 S Prairie Ave, Chicago, IL 60615","$519,000 ",11 bds,#NAME?,#NAME?,"$507,435 ",Multi Family,1897,Forced air,,3 spaces,,,3009,"$1,901 ",$926 ,$182 ,$0 
"9349 S Burnside Ave, Chicago, IL 60619","$119,900 ",5 bds,2 ba,#NAME?,"$114,904 ",Multi Family,1890,Forced air,,None,,,747,$491 ,$214 ,$42 ,$0 
"910 S Michigan Ave APT 815, Chicago, IL 60605","$350,000 ",2 bds,2 ba,"1,300 sqft","$341,463 ",Condo,2013,Forced air,Central,1 space,,,2583,"$1,282 ",$624 ,$123 ,$554 
"N Milwaukee Ave, Chicago, IL 60641","$625,000 ",6 bds,3 ba,900 sqft,"$612,259 ",Multi Family,,Gas,Central,Detached Garage,,,3647,"$2,313 ","$1,115 ",$219 ,$0 
"1031 E 93rd St, Chicago, IL 60619","$169,900 ",6 bds,4 ba,"2,480 sqft","$165,998 ",Multi Family,1960,Forced air,None,6 spaces,,,1008,$646 ,$303 ,$59 ,$0 
"4035 N Elston Ave # 1, Chicago, IL","$509,900 ",4 bds,3 ba,"3,300 sqft","$495,514 ",Condo,,Gas,Central,Attached Garage,,,3184,"$1,867 ",$909 ,$178 ,$230 
"4035 N Elston Ave # 2, Chicago, IL","$399,900 ",3 bds,2 ba,"1,850 sqft","$388,617 ",Condo,,Gas,Central,Detached Garage,,,2508,"$1,465 ",$713 ,$140 ,$190 
"1901 S Calumet Ave UNIT 712, Chicago, IL 60616","$365,000 ",2 bds,2 ba,"1,070 sqft","$357,234 ",Condo,2007,Forced air,Central,Attached Garage,,,2606,"$1,337 ",$651 ,$128 ,$490 
"1040 Biscayne Blvd APT 4602, Miami, FL 33132","$5,150,000 ",5 bds,6 ba,"5,241 sqft","$4,486,718 ",Condo,2007,Forced air,Central,Attached Garage,"$4,194/month",Great solar potentialSun Numberâ„¢:Â 94.3,"$30,903 ","$20,099/mo","$4,807/mo","$1,803/mo","$4,194/mo"
"1000 Biscayne Blvd PH 5901, Miami, FL 33132","$25,000,000 ",5 bds,7 ba,"10,306 sqft","$22,001,517 ",Condo,2019,,Central,,,,"$129,653 ","$97,570/mo","$23,333/mo","$8,750/mo",$0/mo
"350 S Miami Ave APT 1706, Miami, FL 33130","$325,000 ",2 bds,2 ba,"1,048 sqft","$307,026 ",Condo,2008,Forced air,Central,Attached Garage,$785/month,Great solar potentialSun Numberâ„¢:Â 71.9,"$2,399 ","$1,197/mo",$303/mo,$114/mo,$785/mo
"32 NW 32nd Pl, Miami, FL 33125","$211,000 ",4 bds,3 ba,"1,701 sqft","$387,405 ",Multi Family,1949,,Other,1 space,$124 ,Great solar potentialSun Numberâ„¢:Â 94.23,"$1,072 ",$802/mo,$197/mo,$74/mo,$0/mo
"275 NE 18th St APT 1205, Miami, FL 33132","$310,000 ",2 bds,2 ba,"1,057 sqft","$294,718 ",Condo,2005,Forced air,Central,1 space,$708/month,Great solar potentialSun Numberâ„¢:Â 92.7,"$2,248 ","$1,142/mo",$289/mo,$109/mo,$708/mo
"133 NE 2nd Ave APT 1419, Miami, FL 33132","$260,000 ",2 bds,2 ba,"1,036 sqft","$252,872 ",Condo,2007,Forced air,Other,1 space,$700/month,Candidate for a community solar programSun Numberâ„¢:Â 22.3,"$1,991 ",$958/mo,$243/mo,$91/mo,$700/mo
"2669 S Bayshore Dr # LPH-N, Miami, FL","$24,000,000 ",6 bds,8 ba,"10,664 sqft",,Condo,2017,Forced air,Central,Attached Garage,,,"$124,467 ","$93,667/mo","$22,400/mo","$8,400/mo",$0/mo
"1100 S Miami Ave APT 2707, Miami, FL 33130","$375,000 ",2 bds,2 ba,910 sqft,"$353,996 ",Condo,2015,Forced air,Central,Attached Garage,$580/month,Great solar potentialSun Numberâ„¢:Â 91.1,"$2,442 ","$1,381/mo",$350/mo,$131/mo,$580/mo
"1450 Brickell Bay Dr PH 2, Miami, FL 33131","$875,000 ",3 bds,3 ba,"2,080 sqft","$827,168 ",Condo,1977,Forced air,Central,,,Great solar potentialSun Numberâ„¢:Â 84.7,"$4,538 ","$3,415/mo",$817/mo,$306/mo,$0/mo
"3301 NE 5th Ave APT 310, Miami, FL 33137","$255,000 ",2 bds,2 ba,"1,240 sqft","$242,673 ",Condo,1961,,Central,Off street,"$1,004/month",Great solar potentialSun Numberâ„¢:Â 94.2,"$2,270 ",$939/mo,$238/mo,$89/mo,"$1,004/mo"
"1451 Brickell Ave PH 5501, Miami, FL 33131","$18,743,000 ",4 bds,5 ba,"5,050 sqft",,Condo,,,,,,,"$97,204 ","$73,150/mo","$17,493/mo","$6,560/mo",$0/mo
"999 Brickell Bay Dr APT 510, Miami, FL 33131","$219,900 ",2 bds,2 ba,990 sqft,,Condo,1968,Forced air,Central,Attached Garage,$739/month,Great solar potentialSun Numberâ„¢:Â 94.3,"$1,857 ",$835/mo,$205/mo,$77/mo,$739/mo
"5099 NW 7th St APT 1008, Miami, FL 33126","$220,000 ",2 bds,2 ba,878 sqft,"$209,647 ",Condo,2003,Forced air,Central,1 space,$462/month,Great solar potentialSun Numberâ„¢:Â 93.42,"$1,580 ",$836/mo,$205/mo,$77/mo,$462/mo
"218 SE 14th St APT 2204, Miami, FL 33131","$259,000 ",1 bd,1 ba,820 sqft,"$248,639 ",Condo,2006,Forced air,Central,1 space,$700/month,Great solar potentialSun Numberâ„¢:Â 91.9,"$1,986 ",$954/mo,$242/mo,$91/mo,$700/mo
"2530 SW 3rd Ave APT 102, Miami, FL 33129","$239,000 ",2 bds,2 ba,875 sqft,"$219,140 ",Condo,1973,Forced air,Central,1 space,$363/month,Great solar potentialSun Numberâ„¢:Â 73.43,"$1,578 ",$908/mo,$223/mo,$84/mo,$363/mo
"60 SW 13th St APT 5218, Miami, FL 33130","$575,000 ",3 bds,3 ba,"1,568 sqft","$537,908 ",Condo,2008,Forced air,Central,1 space,"$1,137/month",Great solar potentialSun Numberâ„¢:Â 93.5,"$3,962 ","$2,087/mo",$537/mo,$201/mo,"$1,137/mo"
"2536 NW 24th St APT 2H, Miami, FL 33142","$135,000 ",1 bd,1 ba,571 sqft,"$130,279 ",Condo,2006,Forced air,Central,Attached Garage,$275/month,Great solar potentialSun Numberâ„¢:Â 88.62,$961 ,$513/mo,$126/mo,$47/mo,$275/mo
"102 SW 6th Ave APT 707, Miami, FL 33130","$249,000 ",3 bds,2 ba,"1,032 sqft","$235,640 ",Condo,2005,Forced air,Central,2 spaces,$441/month,Great solar potentialSun Numberâ„¢:Â 91.02,"$1,706 ",$946/mo,$232/mo,$87/mo,$441/mo
"(undisclosed Address), Miami, FL 33132","$20,950,000 ",1 bds,#NAME?,"10,335 sqft",,Condo,2018,,,,,,"$108,728 ","$81,842/mo","$19,553/mo","$7,333/mo",$0/mo
