Address,Bedrooms,Bathrooms,Area,Zestimate,Year Built,Parking,HL,Monthcost,PI,PT,HI,HF,geo,label_0,label_1,label_2,label_3,label_4,Type_Apartment,Type_Condo,Type_Cooperative,Type_Miscellaneous,Type_Multi Family,Heating_Baseboard,"Heating_Baseboard, Forced air","Heating_Baseboard, Forced air, Other, Radiant","Heating_Baseboard, Heat pump","Heating_Baseboard, Other",Heating_Electric,"Heating_Electric, Gas",Heating_Forced air,"Heating_Forced air, Heat pump","Heating_Forced air, Heat pump, Wall","Heating_Forced air, Wall",Heating_Gas,Heating_Heat pump,"Heating_Heat pump, Other",Heating_No Data,Heating_Oil,Heating_Other,"Heating_Other, Radiant",Heating_Radiant,Heating_Wall,Cooling_Central,"Cooling_Central, Other","Cooling_Central, Wall",Cooling_No Data,Cooling_None,Cooling_Other,"Cooling_Other, Refrigeration","Cooling_Other, Wall",Cooling_Wall,"Cooling_Wall, Refrigeration"
10305.0,0.5258482583334146,-0.6310746393895946,-0.13887259083525338,0.2921925929217845,0.11007163855178476,0.0,-0.11724575645045637,0.04286026330005326,0.34021159596015016,0.4072858903306742,0.32841373930971474,-0.18249167664059435,"(40.596691, -74.074866)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2122.0,-0.21187090020229832,0.24785408797778624,-0.16700978101060485,-0.23348868097110068,-0.8979992796479452,0.0,-0.2839639933242614,-0.19811275191233743,-0.2791978157162193,-0.23562717041713632,-0.22207872624282976,-0.1161146276249955,"(42.291413, -71.042158)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11230.0,0.5258482583334146,0.24785408797778624,-0.15705944739404873,1.3626677679126165,1.4765677721114188,0.0,0.4108818127068321,0.7322781824320881,1.385512595738722,0.5757734510783763,1.300376998800926,0.08998610956843897,"(40.622164, -73.96510500000001)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30324.0,1.2635674168691275,2.005711542712548,-0.13252893341390143,-0.492656422953297,1.4989693480714126,0.0,-0.20004541771664144,-0.26276404867663733,-0.5108096990490807,-0.06713960966943425,-0.45431773514780943,-0.09122323424414593,"(33.818405, -84.358175)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11235.0,-0.9495900587380113,-0.6310746393895946,-0.1739673407630554,-1.1397775332487183,-0.15874727296814323,0.0,0.36276849602513,-0.39735629375868,-0.9763191093003252,-1.3086268993893442,-1.056418869345905,0.07571504403008522,"(40.583949, -73.949096)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2130.0,-0.21187090020229832,-0.6310746393895946,-0.17000255487471042,-0.423231759845564,-0.8979992796479452,-0.3138033304503464,-0.1720725591807681,-0.2942080884665469,-0.5313804913187756,-0.5193956937816872,-0.48872351424484345,-0.08292610311719606,"(42.309174, -71.113835)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2127.0,-0.21187090020229832,0.24785408797778624,-0.16698420174680906,0.8113198580267318,0.0,0.0,0.10318036881222548,0.4116665243873097,0.7782932831851347,0.7752981940690761,0.7584859780226401,-0.0012823328280094626,"(42.334992, -71.03909300000001)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30331.0,-0.21187090020229832,1.126782815345167,-0.16255898911014016,-1.7535242605298225,1.3197567403914607,-0.2473427997654477,-0.4876064034654193,-0.903987364766194,-1.599537926952564,-1.6500359040623194,-1.6585200035440004,-0.17651774222919045,"(33.707454999999996, -84.544149)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2128.0,-0.21187090020229832,0.24785408797778624,-0.1740440785544427,-0.1545917300145284,-1.0100071594479152,0.0,-0.31193685186013476,-0.16431775587645336,-0.19462900305191796,-0.14694950686571417,-0.12746283372598616,-0.12441175875194535,"(42.361129, -71.006975)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30326.0,-0.21187090020229832,0.24785408797778624,-0.16220087941699932,-0.6426617838511899,1.3421583163514548,-0.11442173839565033,0.09646688276361588,-0.2583560057154351,-0.6532814825465975,-0.27109823583770515,-0.6091437410844626,-0.0032736442984774286,"(33.849517999999996, -84.36397099999999)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
