Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"480 Beacon St # 1, Boston, MA 02115","$4,350,000 ",4 bds,4 ba,"3,480 sqft",,Condo,1900,Forced air,Central,2 spaces,$970/month,Great solar potentialSun Number™: 89.58,"$22,503 ","$16,965/mo","$3,045/mo","$1,523/mo",$970/mo
"45 Lewis St # 512, Boston, MA","$1,196,000 ",2 bds,2 ba,"1,040 sqft","$1,163,646 ",Condo,No Data,Forced air,Central,No Data,$949/month,,"$6,869 ","$4,664/mo",$837/mo,$419/mo,$949/mo
"238 Maple St, Boston, MA 02132","$789,900 ",5 bds,2 ba,"2,450 sqft","$775,545 ",Multi Family,1935,"Baseboard, Forced air, Other, Radiant",Central,3 spaces,$322 ,Great solar potentialSun Number™: 73.34,"$3,748 ","$2,919/mo",$553/mo,$276/mo,$0/mo
"776 Boylston St UNIT E9A, Boston, MA 02199","$12,500,000 ",3 bds,4 ba,"3,519 sqft","$11,719,728 ",Condo,2008,Other,Central,2 spaces,"$6,904/month",Great solar potentialSun Number™: 94.38,"$68,779 ","$48,750/mo","$8,750/mo","$4,375/mo","$6,904/mo"
"60 Bryon Rd APT 1, Chestnut Hill, MA 02467","$336,000 ",2 bds,1 ba,786 sqft,"$336,112 ",Condo,1950,Baseboard,None,No Data,$298/month,,"$1,894 ","$1,243/mo",$235/mo,$118/mo,$298/mo
"666 E 8th St, South Boston, MA 02127","$1,679,000 ",7 bds,3 ba,"3,250 sqft","$1,631,893 ",Multi Family,1905,No Data,No Data,No Data,$517 ,Great solar potentialSun Number™: 94.86,"$8,311 ","$6,548/mo","$1,175/mo",$588/mo,$0/mo
"48 Glendower Rd # 2, Boston, MA 02131","$489,500 ",3 bds,2 ba,"1,530 sqft","$501,866 ",Condo,1905,Gas,None,No Data,$235/month,,"$2,560 ","$1,811/mo",$343/mo,$171/mo,$235/mo
"41 Woodville St # 2, Boston, MA 02119","$450,000 ",2 bds,1 ba,940 sqft,"$440,823 ",Condo,2019,Forced air,Central,No Data,$200/month,,"$2,338 ","$1,665/mo",$315/mo,$158/mo,$200/mo
"315 Forest Hills St # 1, Boston, MA 02130","$430,000 ",2 bds,1 ba,"1,030 sqft","$448,454 ",Condo,1928,Other,None,No Data,$126/month,Great solar potentialSun Number™: 91.98,"$2,169 ","$1,591/mo",$301/mo,$151/mo,$126/mo
"43 Colborne Rd APT B2, Boston, MA 02135","$399,500 ",2 bds,1 ba,760 sqft,"$399,501 ",Condo,1963,Baseboard,None,1 space,$381/month,Great solar potentialSun Number™: 93.85,"$2,279 ","$1,478/mo",$280/mo,$140/mo,$381/mo
"3 Avery St UNIT 904, Boston, MA 02111","$799,000 ",2 bds,3 ba,"1,751 sqft","$793,390 ",Condo,2004,"Forced air, Heat pump",Central,No Data,"$2,981/month",Great solar potentialSun Number™: 94.38,"$6,773 ","$2,953/mo",$559/mo,$280/mo,"$2,981/mo"
"441 Hyde Park Ave APT 9, Boston, MA 02131","$308,241 ",2 bds,1 ba,900 sqft,"$317,638 ",Condo,2006,Forced air,Other,1 space,$275/month,Good solar potentialSun Number™: 66.58,"$1,739 ","$1,141/mo",$216/mo,$108/mo,$275/mo
"106 13th St APT 313, Boston, MA 02129","$479,900 ",1 bd,1 ba,805 sqft,"$469,995 ",Condo,1920,Forced air,Central,1 space,$829/month,Great solar potentialSun Number™: 93.2,"$3,109 ","$1,776/mo",$336/mo,$168/mo,$829/mo
"12 Stoneholm St APT 605, Boston, MA 02115","$699,000 ",2 bds,2 ba,634 sqft,"$690,139 ",Condo,2007,Baseboard,"Central, Wall",Attached Garage,$665/month,Great solar potentialSun Number™: 94.38,"$3,982 ","$2,583/mo",$489/mo,$245/mo,$665/mo
"45 1st Ave APT 207, Boston, MA 02129","$449,000 ",1 bd,1 ba,500 sqft,"$439,999 ",Condo,2015,Forced air,Central,None,$391/month,Great solar potentialSun Number™: 91.6,"$2,524 ","$1,661/mo",$314/mo,$157/mo,$391/mo
"346 Congress St UNIT 613, Boston, MA 02210","$1,395,000 ",2 bds,2 ba,"1,159 sqft","$1,366,603 ",Condo,1899,Forced air,Central,No Data,"$1,218/month",Great solar potentialSun Number™: 94.38,"$8,123 ","$5,441/mo",$977/mo,$488/mo,"$1,218/mo"
"50 Liberty Dr UNIT 8F, Boston, MA 02210","$2,999,000 ",2 bds,3 ba,"1,546 sqft","$2,831,056 ",Condo,2018,Forced air,Central,No Data,"$1,930/month",,"$16,775 ","$11,696/mo","$2,099/mo","$1,050/mo","$1,930/mo"
"229 Kelton St APT 6, Boston, MA 02134","$459,900 ",2 bds,1 ba,754 sqft,"$448,402 ",Condo,1890,Other,Other,Off street,$431/month,Great solar potentialSun Number™: 86.65,"$2,616 ","$1,702/mo",$322/mo,$161/mo,$431/mo
"77 Salem St APT 6B, Boston, MA 02113","$850,000 ",2 bds,2 ba,993 sqft,"$829,988 ",Condo,1984,Baseboard,Central,1 space,$500/month,Great solar potentialSun Number™: 94.38,"$4,534 ","$3,141/mo",$595/mo,$298/mo,$500/mo
"82 Chandler St # 2, Boston, MA 02116","$3,149,000 ",3 bds,4 ba,"2,294 sqft","$3,037,254 ",Condo,1899,Forced air,Central,No Data,$420/month,,"$16,008 ","$12,281/mo","$2,204/mo","$1,102/mo",$420/mo
"348 Beacon St, Boston, MA 02116","$10,999,999 ",4 bds,3.5 ba,"3,620 sqft","$10,327,903 ",Condo,2005,Forced air,Central,No Data,"$1,535/month",Great solar potentialSun Number™: 92.78,"$55,985 ","$42,900/mo","$7,700/mo","$3,850/mo","$1,535/mo"
"700 Harrison Ave UNIT 315, Boston, MA 02118","$1,179,000 ",2 bds,2 ba,"1,251 sqft","$1,156,754 ",Condo,2006,Forced air,Central,1 space,$590/month,Great solar potentialSun Number™: 92.78,"$6,426 ","$4,598/mo",$825/mo,$413/mo,$590/mo
"345 Commonwealth Ave APT 8, Boston, MA 02115","$1,050,000 ",2 bds,1 ba,"1,125 sqft","$1,021,968 ",Condo,1900,Other,No Data,1 space,$612/month,Great solar potentialSun Number™: 89.58,"$5,810 ","$4,095/mo",$735/mo,$368/mo,$612/mo
"568 E 5th St, South Boston, MA 02127","$2,800,000 ",5 bds,8 ba,"7,300 sqft","$2,659,863 ",Multi Family,2007,"Forced air, Radiant",Central,4 spaces,$384 ,Great solar potentialSun Number™: 94.86,"$13,860 ","$10,920/mo","$1,960/mo",$980/mo,$0/mo
"132 Holton St # 1, Boston, MA 02135","$769,000 ",4 bds,3 ba,"1,669 sqft","$769,005 ",Condo,2019,Forced air,Central,No Data,$292/month,,"$3,941 ","$2,842/mo",$538/mo,$269/mo,$292/mo
"1154 Washington St # 3/1A, Boston, MA 02118","$2,999,000 ",3 bds,4 ba,"2,661 sqft","$2,904,294 ",Condo,1899,Forced air,Central,No Data,$930/month,,"$15,775 ","$11,696/mo","$2,099/mo","$1,050/mo",$930/mo
"346 Beacon St APT 10, Boston, MA 02116","$739,000 ",1 bd,1 ba,557 sqft,"$723,496 ",Condo,1882,Baseboard,Wall,1 space,$288/month,Great solar potentialSun Number™: 94.38,"$3,795 ","$2,731/mo",$517/mo,$259/mo,$288/mo
"86 Berkeley #3, Boston, MA 02116","$1,329,000 ",2 bds,2 ba,"1,100 sqft","$1,298,935 ",Condo,1900,Forced air,Central,No Data,$306/month,,"$6,885 ","$5,183/mo",$930/mo,$465/mo,$306/mo
"86 Washington St, Charlestown, MA 02129","$1,300,000 ",4 bds,2 ba,"2,846 sqft","$1,281,636 ",Multi Family,1860,No Data,None,No Data,$457 ,Great solar potentialSun Number™: 92.4,"$6,435 ","$5,070/mo",$910/mo,$455/mo,$0/mo
"213 W 5th St # 2, Boston, MA 02127","$789,000 ",2 bds,2 ba,"1,100 sqft","$768,878 ",Condo,2019,Forced air,Central,No Data,$200/month,,"$3,944 ","$2,916/mo",$552/mo,$276/mo,$200/mo
"391 Hyde Park Ave APT 208, Boston, MA 02131","$409,000 ",2 bds,2 ba,"1,166 sqft",,Condo,1989,Forced air,Central,1 space,$391/month,Great solar potentialSun Number™: 90.58,"$2,334 ","$1,513/mo",$286/mo,$143/mo,$391/mo
"82 Jersey St APT B-4, Boston, MA 02215","$394,500 ",1 bd,1 ba,440 sqft,"$386,398 ",Condo,1920,Baseboard,No Data,No Data,$391/month,Great solar potentialSun Number™: 87.18,"$2,265 ","$1,460/mo",$276/mo,$138/mo,$391/mo
"944 Dorchester Ave APT 50, Boston, MA 02125","$625,000 ",1 bd,1 ba,"1,110 sqft","$608,495 ",Condo,1910,Forced air,Central,1 space,$517/month,Great solar potentialSun Number™: 94.38,"$3,483 ","$2,310/mo",$438/mo,$219/mo,$517/mo
"48 Hano St # 1, Boston, MA 02134","$679,000 ",2 bds,3 ba,"1,548 sqft","$675,709 ",Condo,1890,Baseboard,Central,No Data,No Data,,"$3,222 ","$2,509/mo",$475/mo,$238/mo,$0/mo
"25 Piedmont St # 1, Boston, MA 02116","$1,400,000 ",2 bds,2 ba,"1,163 sqft","$1,349,820 ",Condo,2015,Forced air,Central,No Data,$419/month,Great solar potentialSun Number™: 91.98,"$7,349 ","$5,460/mo",$980/mo,$490/mo,$419/mo
"8 Edson Ter, Boston, MA 02136","$529,000 ",6 bds,4 ba,"2,000 sqft","$529,001 ",Multi Family,1960,Other,No Data,2 spaces,$264 ,Candidate for a community solar programSun Number™: 23.02,"$2,513 ","$1,958/mo",$370/mo,$185/mo,$0/mo
"346 Congress St PH 2, Boston, MA 02210","$8,250,000 ",3 bds,5 ba,"4,211 sqft",,Condo,1899,Forced air,Central,No Data,"$4,581/month",,"$45,419 ","$32,175/mo","$5,775/mo","$2,888/mo","$4,581/mo"
"40 Beacon St # 4, Boston, MA 02108","$10,750,000 ",4 bds,4 ba,"4,352 sqft","$10,053,550 ",Condo,1899,Forced air,Central,2 spaces,"$2,921/month",Great solar potentialSun Number™: 93.58,"$56,134 ","$41,925/mo","$7,525/mo","$3,763/mo","$2,921/mo"
"26 Ogden St # 3, Boston, MA 02124","$299,999 ",1 bd,1 ba,536 sqft,"$293,594 ",Condo,1935,Electric,No Data,No Data,$250/month,,"$1,675 ","$1,110/mo",$210/mo,$105/mo,$250/mo
"1313 Washington St APT 606, Boston, MA 02118","$1,750,000 ",2 bds,2 ba,"1,819 sqft","$1,685,185 ",Condo,2002,Forced air,Central,2 spaces,"$1,265/month",Great solar potentialSun Number™: 94.38,"$9,928 ","$6,825/mo","$1,225/mo",$613/mo,"$1,265/mo"
"70 Lincoln St UNIT L413, Boston, MA 02111","$899,900 ",2 bds,2 ba,"1,055 sqft","$875,578 ",Condo,1900,"Forced air, Heat pump",Central,No Data,$708/month,Great solar potentialSun Number™: 94.38,"$5,163 ","$3,510/mo",$630/mo,$315/mo,$708/mo
"388 Marlborough St APT 8, Boston, MA 02115","$699,900 ",1 bd,1 ba,538 sqft,"$691,716 ",Condo,1880,"Baseboard, Forced air",Wall,On street,$412/month,Great solar potentialSun Number™: 92.78,"$3,733 ","$2,586/mo",$490/mo,$245/mo,$412/mo
"90 Easton St, Boston, MA 02134","$629,900 ",2 bds,2 ba,"1,030 sqft","$1,056,072 ",Condo,1920,Other,None,1 space,$200/month,Great solar potentialSun Number™: 83.18,"$3,189 ","$2,328/mo",$441/mo,$220/mo,$200/mo
"59-69 Msgr Patrick J Lydon Way # 203, Boston, MA 02124","$305,000 ",2 bds,2 ba,894 sqft,"$305,000 ",Condo,1986,Heat pump,Wall,1 space,$277/month,,"$1,726 ","$1,129/mo",$214/mo,$107/mo,$277/mo
"75 Beacon St # 1, Boston, MA 02108","$9,300,000 ",3 bds,4 ba,"3,384 sqft","$8,611,110 ",Condo,1899,Forced air,Central,No Data,No Data,,"$46,035 ","$36,270/mo","$6,510/mo","$3,255/mo",$0/mo
"0 Bolton Street Parking # 0, Boston, MA 02127","$85,000 ",Studio,#NAME?,#NAME?,,Condo,No Data,Other,Other,1 space,No Data,,$437 ,$348/mo,$60/mo,$30/mo,$0/mo
"180 Heath St, Boston, MA 02130","$985,000 ",6 bds,3 ba,"2,450 sqft","$989,849 ",Multi Family,1900,Baseboard,No Data,4 spaces,$402 ,Great solar potentialSun Number™: 83.98,"$4,876 ","$3,842/mo",$690/mo,$345/mo,$0/mo
"8 Cherokee St, Boston, MA 02120","$1,689,000 ",9 bds,5 ba,"3,600 sqft","$1,690,207 ",Multi Family,1910,Forced air,Other,No Data,$469 ,Great solar potentialSun Number™: 91.18,"$8,361 ","$6,587/mo","$1,182/mo",$591/mo,$0/mo
"25 S Munroe Ter APT 3, Boston, MA 02122","$675,000 ",3 bds,3 ba,"1,260 sqft","$656,740 ",Condo,1929,Forced air,Central,No Data,$239/month,,"$3,442 ","$2,494/mo",$473/mo,$236/mo,$239/mo
"35 Elmdale St, Boston, MA 02122","$899,000 ",7 bds,3 ba,"2,917 sqft","$885,169 ",Multi Family,1920,Other,No Data,No Data,$308 ,Great solar potentialSun Number™: 93.58,"$4,450 ","$3,506/mo",$629/mo,$315/mo,$0/mo
"2 Marine Rd # 1, South Boston, MA 02127","$839,000 ",3 bds,2 ba,"1,205 sqft","$824,687 ",Condo,1900,Forced air,Central,No Data,$250/month,Great solar potentialSun Number™: 93.26,"$4,231 ","$3,100/mo",$587/mo,$294/mo,$250/mo
"27 Bowdoin St APT 3CD, Boston, MA 02114","$879,000 ",2 bds,2 ba,977 sqft,"$866,657 ",Condo,1890,Wall,Central,No Data,$934/month,,"$5,285 ","$3,428/mo",$615/mo,$308/mo,$934/mo
"282 Dudley St # 14, Boston, MA 02119","Est. $211,572",2 bds,1 ba,"1,043 sqft","$285,909 ",Condo,1988,Other,No Data,1 space,No Data,Great solar potentialSun Number™: 93.62,"$1,005 ",$783/mo,$148/mo,$74/mo,$0/mo
"187 London St APT 3, Boston, MA 02128","$599,500 ",2 bds,2 ba,815 sqft,"$583,119 ",Condo,1899,Forced air,Central,No Data,$250/month,,"$3,095 ","$2,215/mo",$420/mo,$210/mo,$250/mo
"170 W Broadway UNIT 308, Boston, MA 02127","$889,900 ",2 bds,2 ba,"1,045 sqft","$877,404 ",Condo,2018,Forced air,Central,1 space,$320/month,,"$4,725 ","$3,471/mo",$623/mo,$311/mo,$320/mo
"549 E 4th St # 2, Boston, MA 02127","$390,000 ",Studio,1 ba,410 sqft,"$381,981 ",Condo,1900,Electric,Central,No Data,$181/month,,"$2,034 ","$1,443/mo",$273/mo,$137/mo,$181/mo
"142 Beacon St, Boston, MA","$11,500,000 ",4 bds,6 ba,"3,908 sqft","$10,646,168 ",Condo,1860,Forced air,Central,On street,"$1,917/month",Great solar potentialSun Number™: 92.78,"$58,842 ","$44,850/mo","$8,050/mo","$4,025/mo","$1,917/mo"
"160 Cottage St # 001, Boston, MA 02128","$385,000 ",2 bds,1 ba,624 sqft,"$375,095 ",Condo,1905,Baseboard,No Data,No Data,$207/month,Great solar potentialSun Number™: 93.8,"$2,036 ","$1,425/mo",$270/mo,$135/mo,$207/mo
"416 Belgrade Ave APT 6, Boston, MA 02132","$299,999 ",2 bds,1 ba,720 sqft,"$300,203 ",Condo,1966,Baseboard,None,1 space,$350/month,Great solar potentialSun Number™: 93.34,"$1,775 ","$1,110/mo",$210/mo,$105/mo,$350/mo
"436 E 5th St # 3, South Boston, MA 02127","$829,000 ",2 bds,2 ba,"1,140 sqft","$816,660 ",Condo,1890,Forced air,Central,On street,$199/month,Great solar potentialSun Number™: 94.86,"$4,133 ","$3,063/mo",$580/mo,$290/mo,$199/mo
"33 Sleeper St APT 409, Boston, MA 02210","$850,000 ",1 bd,1 ba,"1,140 sqft","$825,115 ",Condo,1911,Heat pump,Central,On street,$655/month,Great solar potentialSun Number™: 94.38,"$4,689 ","$3,141/mo",$595/mo,$298/mo,$655/mo
"776 E 6th St, South Boston, MA","$899,900 ",4 bds,5 ba,"2,412 sqft","$875,067 ",Multi Family,1890,Forced air,No Data,No Data,$373 ,Great solar potentialSun Number™: 94.86,"$4,455 ","$3,510/mo",$630/mo,$315/mo,$0/mo
"356 Seaver St # 3, Boston, MA 02121","$255,000 ",2 bds,1 ba,"1,035 sqft","$253,743 ",Condo,1905,Other,None,1 space,$160/month,Great solar potentialSun Number™: 94.38,"$1,371 ",$944/mo,$179/mo,$89/mo,$160/mo
"1 Davis Ct, East Boston, MA 02128","$525,000 ",4 bds,3 ba,"1,200 sqft","$509,334 ",Multi Family,1960,Other,No Data,No Data,$438 ,Great solar potentialSun Number™: 83.4,"$2,494 ","$1,943/mo",$368/mo,$184/mo,$0/mo
"10 Coffey St APT 2, Boston, MA 02122","$319,800 ",2 bds,1 ba,777 sqft,"$314,750 ",Condo,1965,Baseboard,No Data,1 space,$304/month,Great solar potentialSun Number™: 94.38,"$1,825 ","$1,185/mo",$224/mo,$112/mo,$304/mo
"20 Gloucester St APT 2, Boston, MA 02115","$2,575,000 ",3 bds,2 ba,"2,074 sqft","$2,648,859 ",Condo,1886,"Baseboard, Forced air",Central,1 space,"$1,285/month",Great solar potentialSun Number™: 92.78,"$14,037 ","$10,049/mo","$1,803/mo",$901/mo,"$1,285/mo"
"53 Forest St, Boston, MA 02119","$789,000 ",7 bds,3 ba,"2,942 sqft","$775,798 ",Multi Family,1844,Other,No Data,1 space,$268 ,Great solar potentialSun Number™: 76.82,"$3,741 ","$2,912/mo",$552/mo,$276/mo,$0/mo
"42 8th St APT 3106, Boston, MA 02129","$399,000 ",Studio,1 ba,455 sqft,"$391,549 ",Condo,1899,Heat pump,Central,1 space,No Data,Great solar potentialSun Number™: 90.8,"$1,898 ","$1,479/mo",$279/mo,$140/mo,$0/mo
"288 C St # 9, South Boston, MA 02127","$989,000 ",2 bds,2 ba,"1,061 sqft","$962,597 ",Condo,2012,Forced air,Central,2 spaces,$386/month,Great solar potentialSun Number™: 94.86,"$5,284 ","$3,859/mo",$692/mo,$346/mo,$386/mo
"91 Burrell St APT 2, Boston, MA 02119","$314,900 ",2 bds,1 ba,710 sqft,"$315,561 ",Condo,1900,Baseboard,None,No Data,$200/month,,"$1,698 ","$1,167/mo",$220/mo,$110/mo,$200/mo
"21 Beacon St APT 9I, Boston, MA 02108","$1,025,000 ",2 bds,2 ba,897 sqft,"$997,143 ",Condo,1899,Other,Other,On street,$81/month,Great solar potentialSun Number™: 94.38,"$5,157 ","$4,000/mo",$718/mo,$359/mo,$81/mo
"365 Faneuil St APT 8, Boston, MA 02135","$349,000 ",2 bds,1 ba,755 sqft,"$347,936 ",Condo,1973,Other,No Data,No Data,$283/month,Great solar potentialSun Number™: 89.85,"$1,943 ","$1,294/mo",$244/mo,$122/mo,$283/mo
"184 Marlborough St APT 7, Boston, MA 02116","$3,199,000 ",3 bds,3 ba,"1,912 sqft","$3,014,766 ",Condo,1900,"Forced air, Heat pump",Central,1 space,$970/month,Great solar potentialSun Number™: 93.58,"$16,813 ","$12,484/mo","$2,239/mo","$1,120/mo",$970/mo
"283 Webster St APT 2, Boston, MA 02128","$750,000 ",2 bds,2 ba,907 sqft,,Condo,1910,Forced air,Central,No Data,$194/month,,"$3,750 ","$2,768/mo",$525/mo,$263/mo,$194/mo
"870 Huntington Ave # 2, Boston, MA 02115","$739,900 ",4 bds,1 ba,"1,295 sqft","$739,901 ",Condo,1910,Forced air,Central,1 space,No Data,Great solar potentialSun Number™: 93.58,"$3,508 ","$2,731/mo",$518/mo,$259/mo,$0/mo
"35 Chestnut St APT 106, Boston, MA 02129","$899,000 ",2 bds,2 ba,"1,057 sqft","$895,311 ",Condo,1989,Forced air,Central,No Data,$530/month,,"$4,982 ","$3,508/mo",$629/mo,$315/mo,$530/mo
"200 Northampton St APT 4, Boston, MA 02118","$474,900 ",1 bd,1 ba,505 sqft,"$472,421 ",Condo,1910,Baseboard,None,1 space,$167/month,Great solar potentialSun Number™: 90.38,"$2,426 ","$1,760/mo",$332/mo,$166/mo,$167/mo
"49 Beacon St UNIT 1, Boston, MA 02108","$849,000 ",1 bd,1 ba,782 sqft,"$845,323 ",Condo,1850,Baseboard,No Data,No Data,$460/month,Great solar potentialSun Number™: 94.38,"$4,485 ","$3,134/mo",$594/mo,$297/mo,$460/mo
"27 Greenwich Park # 1, Boston, MA 02118","$1,099,000 ",2 bds,2 ba,"1,365 sqft","$1,084,195 ",Condo,1890,Forced air,Central,1 space,$220/month,Great solar potentialSun Number™: 80.78,"$5,663 ","$4,289/mo",$769/mo,$385/mo,$220/mo
"35 Queensberry St APT 17, Boston, MA 02215","$529,000 ",1 bd,1 ba,555 sqft,"$519,112 ",Condo,1899,Other,No Data,On street,$400/month,Great solar potentialSun Number™: 86.38,"$2,916 ","$1,961/mo",$370/mo,$185/mo,$400/mo
"21 Everett Ave # 1, Boston, MA 02125","$1,150,000 ",3 bds,3 ba,"2,561 sqft","$1,122,641 ",Condo,2019,Forced air,Central,No Data,$350/month,,"$6,045 ","$4,488/mo",$805/mo,$403/mo,$350/mo
"34 Hancock St APT 4A, Boston, MA 02114","$1,250,000 ",2 bds,2 ba,"1,100 sqft","$1,249,725 ",Condo,1970,Baseboard,Wall,No Data,$395/month,Great solar potentialSun Number™: 93.81,"$6,585 ","$4,878/mo",$875/mo,$438/mo,$395/mo
"545 E 3rd St # 17, Boston, MA 02127","$1,199,900 ",2 bds,2 ba,"1,330 sqft","$1,165,579 ",Condo,2019,Forced air,Central,No Data,$513/month,,"$6,455 ","$4,682/mo",$840/mo,$420/mo,$513/mo
"5 Cedar St # 3, Boston, MA 02129","$649,000 ",1 bd,1 ba,755 sqft,"$631,529 ",Condo,1890,Baseboard,Wall,No Data,$144/month,Great solar potentialSun Number™: 92.4,"$3,221 ","$2,395/mo",$454/mo,$227/mo,$144/mo
"331 E St UNIT 2, South Boston, MA 02127","$585,000 ",3 bds,1 ba,751 sqft,"$567,228 ",Condo,1905,Forced air,None,None,$150/month,Great solar potentialSun Number™: 86.86,"$2,923 ","$2,159/mo",$410/mo,$205/mo,$150/mo
"183 W 8th St # 1, South Boston, MA 02127","$469,000 ",1 bd,1 ba,508 sqft,"$460,233 ",Condo,1900,Baseboard,No Data,No Data,$150/month,Great solar potentialSun Number™: 90.06,"$2,381 ","$1,738/mo",$328/mo,$164/mo,$150/mo
"66 Saint James St APT 102, Boston, MA 02119","Est. $163,607",2 bds,1.5 ba,920 sqft,"$221,091 ",Condo,1988,Forced air,No Data,1 space,$286/month,Great solar potentialSun Number™: 84.82,"$1,093 ",$635/mo,$115/mo,$57/mo,$286/mo
"112 Fulton St UNIT 1A, Boston, MA 02109","$1,569,000 ",3 bds,3 ba,"2,404 sqft","$1,524,957 ",Condo,1900,Forced air,Central,1 space,"$1,089/month",Great solar potentialSun Number™: 93.58,"$8,859 ","$6,123/mo","$1,098/mo",$549/mo,"$1,089/mo"
"464 Commonwealth Ave APT 43, Boston, MA 02215","$925,900 ",2 bds,2 ba,937 sqft,"$893,607 ",Condo,1910,Forced air,Central,No Data,$694/month,Great solar potentialSun Number™: 94.38,"$5,279 ","$3,613/mo",$648/mo,$324/mo,$694/mo
"15 Trenton St # 1, East Boston, MA 02128","$379,900 ",1 bd,1 ba,"1,564 sqft","$369,623 ",Condo,1900,Forced air,Central,No Data,$171/month,Great solar potentialSun Number™: 88.2,"$1,978 ","$1,408/mo",$266/mo,$133/mo,$171/mo
"23-25 Brayton Rd # 1, Boston, MA 01235","$999,998 ",5 bds,2 ba,#NAME?,"$989,500 ",Multi Family,1920,Baseboard,No Data,2 spaces,No Data,,"$4,952 ","$3,902/mo",$700/mo,$350/mo,$0/mo
"150 Staniford St APT 909, Boston, MA 02114","$729,000 ",2 bds,2 ba,"1,028 sqft","$719,502 ",Condo,1998,Forced air,Central,No Data,"$1,755/month",,"$5,211 ","$2,691/mo",$510/mo,$255/mo,"$1,755/mo"
"86 Worcester St APT 1, Boston, MA 02118","$1,050,000 ",1 bd,1 ba,974 sqft,"$1,022,462 ",Condo,1867,Heat pump,"Other, Wall",On street,$158/month,Great solar potentialSun Number™: 90.38,"$5,358 ","$4,097/mo",$735/mo,$368/mo,$158/mo
"87 Gainsborough St APT 201, Boston, MA 02115","$599,000 ",1 bd,1 ba,612 sqft,"$587,302 ",Condo,1910,Heat pump,Central,1 space,$387/month,Great solar potentialSun Number™: 87.18,"$3,227 ","$2,211/mo",$419/mo,$210/mo,$387/mo
"14 York St, Boston, MA 02121","$560,000 ",6 bds,2 ba,"4,265 sqft","$547,285 ",Multi Family,1890,Other,No Data,1 space,$131 ,Great solar potentialSun Number™: 91.18,"$2,664 ","$2,076/mo",$392/mo,$196/mo,$0/mo
"877 Harrison Ave APT 7, Boston, MA 02118","$698,000 ",2 bds,1 ba,"1,330 sqft","$688,126 ",Condo,2002,Forced air,Central,On street,$340/month,Great solar potentialSun Number™: 94.38,"$3,649 ","$2,576/mo",$489/mo,$244/mo,$340/mo
"9 Batchelder St, Boston, MA 02125","$520,000 ",5 bds,2 ba,"1,864 sqft","$506,773 ",Multi Family,1890,Forced air,None,No Data,$279 ,Candidate for a community solar programSun Number™: 22.38,"$2,474 ","$1,928/mo",$364/mo,$182/mo,$0/mo
"319 Dartmouth St, Boston, MA 02116","$4,499,000 ",5 bds,5 ba,"3,696 sqft","$4,272,776 ",Multi Family,1900,Forced air,Other,No Data,"$1,217 ",Great solar potentialSun Number™: 89.58,"$22,281 ","$17,557/mo","$3,149/mo","$1,575/mo",$0/mo
