Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"9125 211th St, Jamaica, NY 11428","$779,000 ",3 bds,3 ba,"1,854 sqft","$755,918 ",Multi Family,1925,No Data,No Data,Attached Garage,$420 ,Great solar potentialSun Number™: 91.01,"$3,840 ","$3,022/mo",$545/mo,$273/mo,$0/mo
"141 E 3rd St APT 4F, New York, NY 10009","$1,649,000 ",2 bds,1 ba,"1,535 sqft","$1,600,660 ",Cooperative,1929,No Data,No Data,No Data,"$1,074 ",Great solar potentialSun Number™: 94.98,"$10,696 ","$6,578/mo","$1,209/mo",$577/mo,"$2,332/mo"
"2909 Ocean Ave APT 4G, Brooklyn, NY 11235","$230,000 ",Studio,1 ba,#NAME?,,Cooperative,1957,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 95,"$1,164 ",$959/mo,$125/mo,$81/mo,$0/mo
"189 Schermerhorn St APT 9F, Brooklyn, NY 11201","$850,000 ",1 bd,1 ba,739 sqft,"$839,988 ",Condo,2007,No Data,No Data,No Data,$680/month,Great solar potentialSun Number™: 72.17,"$4,735 ","$3,297/mo",$460/mo,$298/mo,$680/mo
"91 Leonard St # 11C, New York, NY 10013","$3,990,000 ",3 bds,4 ba,"1,936 sqft","$3,818,123 ",Condo,2016,No Data,No Data,No Data,"$2,373/month",,"$22,612 ","$15,916/mo","$2,926/mo","$1,397/mo","$2,373/mo"
"2636 E 23rd St # 4, Brooklyn, NY 11235","$870,000 ",3 bds,2 ba,"1,500 sqft","$835,807 ",Condo,2000,No Data,Central,No Data,$100/month,,"$4,251 ","$3,375/mo",$471/mo,$305/mo,$100/mo
"181 Park Ave, Brooklyn, NY 11205","$2,495,000 ",4 bds,4 ba,"1,530 sqft","$2,390,532 ",Multi Family,1899,No Data,Central,No Data,"$1,631 ",Great solar potentialSun Number™: 83.85,"$12,177 ","$9,953/mo","$1,351/mo",$873/mo,$0/mo
"1652 E 14th St, Brooklyn, NY 11229","$3,200,000 ",6 bds,3 ba,"2,969 sqft","$3,043,381 ",Multi Family,1920,No Data,No Data,No Data,"$1,078 ",Limited solar potentialSun Number™: 46.25,"$15,618 ","$12,765/mo","$1,733/mo","$1,120/mo",$0/mo
"2305 E 14th St, Brooklyn, NY 11229","$1,380,000 ",5 bds,4 ba,"1,896 sqft","$1,312,312 ",Multi Family,1920,No Data,No Data,No Data,$728 ,Candidate for a community solar programSun Number™: 23,"$6,735 ","$5,505/mo",$748/mo,$483/mo,$0/mo
"657 E 26th St APT 4B, Brooklyn, NY 11210","$440,000 ",2 bds,1 ba,"118,398 sqft","$432,387 ",Cooperative,1941,No Data,No Data,No Data,$4 ,Great solar potentialSun Number™: 93.45,"$2,195 ","$1,802/mo",$238/mo,$154/mo,$0/mo
"2928 W 5th St APT 9L, Brooklyn, NY 11224","$459,000 ",2 bds,1 ba,"1,050 sqft","$451,220 ",Cooperative,1964,No Data,No Data,No Data,$437 ,Great solar potentialSun Number™: 95,"$3,112 ","$1,880/mo",$249/mo,$161/mo,$823/mo
"8 Saint Marks Pl # 3A, Brooklyn, NY 11217","$1,545,000 ",3 bds,2 ba,"1,276 sqft","$1,508,311 ",Condo,2019,No Data,No Data,No Data,$686/month,,"$8,227 ","$6,163/mo",$837/mo,$541/mo,$686/mo
"26 Beaver St APT 16, New York, NY 10004","$1,800,000 ",2 bds,1 ba,"2,350 sqft","$1,727,999 ",Cooperative,1909,No Data,No Data,No Data,$766 ,Candidate for a community solar programSun Number™: 21.86,"$12,802 ","$7,180/mo","$1,320/mo",$630/mo,"$3,672/mo"
"340 W 57th St APT 14D, New York, NY 10019","$2,395,000 ",1 bd,1 ba,"1,165 sqft","$2,287,224 ",Condo,1929,Forced air,Other,No Data,"$1,838/month",Great solar potentialSun Number™: 94.99,"$13,986 ","$9,554/mo","$1,756/mo",$838/mo,"$1,838/mo"
"505 W 43rd St # 3M, New York, NY 10036","$1,695,000 ",2 bds,2 ba,"1,042 sqft","$1,610,950 ",Condo,2019,No Data,No Data,No Data,"$1,119/month",,"$9,717 ","$6,762/mo","$1,243/mo",$593/mo,"$1,119/mo"
"88 Washington Pl APT 3A, New York, NY 10011","$3,600,000 ",2 bds,2 ba,"1,645 sqft","$3,443,478 ",Condo,1966,No Data,Central,No Data,"$1,291/month",Great solar potentialSun Number™: 89.42,"$19,552 ","$14,361/mo","$2,640/mo","$1,260/mo","$1,291/mo"
"50 E 89th St # 28C, New York, NY 10128","$1,100,000 ",1 bd,2 ba,#NAME?,"$1,067,647 ",Cooperative,1973,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.18,"$8,210 ","$4,388/mo",$807/mo,$385/mo,"$2,630/mo"
"40 Broad St APT 23F, New York, NY 10004","$975,000 ",1 bd,2 ba,962 sqft,"$935,000 ",Condo,1982,No Data,No Data,No Data,"$1,215/month",Limited solar potentialSun Number™: 49.06,"$6,161 ","$3,889/mo",$715/mo,$341/mo,"$1,215/mo"
"624 W 207th St APT 44, New York, NY 10034","$525,000 ",2 bds,1 ba,"18,520 sqft","$518,636 ",Cooperative,1916,No Data,No Data,No Data,$28 ,Great solar potentialSun Number™: 88.58,"$3,559 ","$2,150/mo",$385/mo,$184/mo,$840/mo
"205 E 78th St APT 4T, New York, NY 10075","$725,000 ",1 bd,1 ba,"233,483 sqft","$719,521 ",Cooperative,1931,No Data,No Data,No Data,$3 ,Great solar potentialSun Number™: 89.39,"$5,415 ","$2,812/mo",$532/mo,$254/mo,"$1,817/mo"
"624 W 207th St APT 34, New York, NY 10034","$550,000 ",2 bds,1 ba,"18,520 sqft","$543,333 ",Cooperative,1916,No Data,No Data,No Data,$30 ,Great solar potentialSun Number™: 88.58,"$3,809 ","$2,253/mo",$403/mo,$193/mo,$960/mo
"310 Lexington Ave APT 3J, New York, NY 10016","$735,000 ",1 bd,1 ba,#NAME?,,Cooperative,1959,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 74.19,"$5,190 ","$2,851/mo",$539/mo,$257/mo,"$1,543/mo"
"10010 103rd Ave, Ozone Park, NY 11417","$950,000 ",6 bds,3 ba,#NAME?,,Apartment,No Data,No Data,No Data,Off street,No Data,,"$4,787 ","$3,790/mo",$665/mo,$333/mo,$0/mo
"140-21 Burden Cres APT 502, Jamaica, NY 11435","$359,000 ",2 bds,1 ba,"1,100 sqft","$347,511 ",Cooperative,1952,Radiant,No Data,Attached Garage,$326 ,Great solar potentialSun Number™: 83.8,"$1,847 ","$1,470/mo",$251/mo,$126/mo,$0/mo
"3475 Greystone Ave APT 5E, Bronx, NY 10463","$179,000 ",1 bd,1 ba,910 sqft,"$175,022 ",Cooperative,1957,Radiant,Wall,No Data,$197 ,Great solar potentialSun Number™: 85.38,"$1,963 ",$747/mo,$142/mo,$63/mo,"$1,012/mo"
"630 E 230th St, Bronx, NY 10466","$799,000 ",6 bds,5 ba,"2,475 sqft","$752,107 ",Multi Family,1901,Other,No Data,Off street,$323 ,Great solar potentialSun Number™: 95,"$4,012 ","$3,099/mo",$633/mo,$280/mo,$0/mo
"676 Saint Marys St, Bronx, NY 10454","$749,000 ",5 bds,3 ba,"2,322 sqft",,Multi Family,1999,Forced air,No Data,No Data,$323 ,Great solar potentialSun Number™: 89.38,"$3,761 ","$2,905/mo",$593/mo,$262/mo,$0/mo
"4218 Edson Ave, Bronx, NY 10466","$765,000 ",9 bds,3 ba,"3,186 sqft",,Multi Family,1925,Baseboard,None,No Data,$240 ,Great solar potentialSun Number™: 88.6,"$3,841 ","$2,967/mo",$606/mo,$268/mo,$0/mo
"10914 Hannibal St # SINGLE-FAM, Saint Albans, NY 11412","$679,999 ",4 bds,3 ba,#NAME?,,Condo,1950,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 91.01,"$3,352 ","$2,638/mo",$476/mo,$238/mo,$0/mo
"13903 111th Ave, Jamaica, NY 11435","$699,000 ",6 bds,3 ba,"2,024 sqft","$679,028 ",Multi Family,1960,No Data,No Data,5 spaces,$345 ,Great solar potentialSun Number™: 86.19,"$3,445 ","$2,711/mo",$489/mo,$245/mo,$0/mo
"11 5th Ave # 16L, New York, NY 10003","$2,875,000 ",2 bds,2 ba,#NAME?,"$2,766,268 ",Cooperative,1955,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 92.58,"$17,835 ","$11,469/mo","$2,108/mo","$1,006/mo","$3,252/mo"
"221 W 21st St APT 5C, New York, NY 10011","$738,000 ",1 bd,1 ba,"10,015 sqft","$724,976 ",Cooperative,1920,No Data,No Data,No Data,$74 ,Great solar potentialSun Number™: 94.99,"$4,962 ","$2,863/mo",$541/mo,$258/mo,"$1,300/mo"
"30 E 95th St APT 2C, New York, NY 10128","$360,000 ",Studio,1 ba,"29,148 sqft","$355,736 ",Cooperative,1910,No Data,No Data,No Data,$12 ,Great solar potentialSun Number™: 82.99,"$2,846 ","$1,475/mo",$264/mo,$126/mo,$981/mo
"161 Hudson St APT 5B, New York, NY 10013","$5,500,000 ",3 bds,3 ba,"2,317 sqft","$5,227,396 ",Condo,1930,No Data,Central,No Data,"$1,634/month",,"$29,532 ","$21,940/mo","$4,033/mo","$1,925/mo","$1,634/mo"
"268 E Broadway APT A401, New York, NY 10002","$1,550,000 ",3 bds,2 ba,"1,275 sqft","$1,494,444 ",Cooperative,No Data,No Data,No Data,No Data,"$1,216 ",,"$8,889 ","$6,183/mo","$1,137/mo",$543/mo,"$1,027/mo"
"14033 34th Ave, Flushing, NY 11354","$358,000 ",2 bds,1 ba,"1,050 sqft","$344,942 ",Cooperative,1965,Other,No Data,Attached Garage,$341 ,Great solar potentialSun Number™: 92.6,"$1,842 ","$1,466/mo",$251/mo,$125/mo,$0/mo
"8710 149th Ave APT 3K, Jamaica, NY 11414","$499,900 ",3 bds,2 ba,"1,320 sqft","$490,378 ",Condo,1965,No Data,No Data,No Data,$812/month,Great solar potentialSun Number™: 92.59,"$3,384 ","$2,048/mo",$350/mo,$175/mo,$812/mo
"682 Willoughby Ave # 4F, Brooklyn, NY 11206","$949,000 ",2 bds,2 ba,965 sqft,"$949,001 ",Condo,2019,No Data,No Data,No Data,$530/month,,"$5,162 ","$3,786/mo",$514/mo,$332/mo,$530/mo
"854 Amsterdam Ave # RETAIL, New York, NY 10025","$150,000 ",Studio,#NAME?,#NAME?,,Condo,2000,No Data,No Data,No Data,No Data,Limited solar potentialSun Number™: 53.39,$788 ,$626/mo,$110/mo,$53/mo,$0/mo
"3238 97th St, Flushing, NY 11369","$999,000 ",5 bds,3 ba,"1,536 sqft","$943,822 ",Multi Family,1920,No Data,No Data,Attached Garage,$650 ,Candidate for a community solar programSun Number™: 23,"$5,034 ","$3,985/mo",$699/mo,$350/mo,$0/mo
"201 E 17th St APT 10B, New York, NY 10003","$1,635,000 ",2 bds,2 ba,"250,220 sqft","$1,601,575 ",Cooperative,1973,No Data,No Data,63 spaces,$7 ,Great solar potentialSun Number™: 87.78,"$9,976 ","$6,522/mo","$1,199/mo",$572/mo,"$1,683/mo"
"321 E 71st St APT 3A, New York, NY 10021","$270,000 ",Studio,1 ba,"19,040 sqft","$263,193 ",Cooperative,1940,No Data,No Data,No Data,$14 ,Great solar potentialSun Number™: 74.19,"$2,140 ","$1,106/mo",$198/mo,$95/mo,$742/mo
"3901 Independence Ave APT 3E, Bronx, NY 10463","$359,000 ",2 bds,2 ba,"1,048 sqft","$351,022 ",Cooperative,1963,No Data,No Data,No Data,$343 ,Great solar potentialSun Number™: 94.98,"$2,920 ","$1,470/mo",$284/mo,$126/mo,"$1,040/mo"
"8325 98th St APT 4M, Woodhaven, NY 11421","$269,000 ",2 bds,1 ba,"385,000 sqft","$263,851 ",Cooperative,1954,No Data,No Data,No Data,$1 ,Great solar potentialSun Number™: 88.59,"$1,930 ","$1,102/mo",$188/mo,$94/mo,$546/mo
"1840 211th St APT 2E, Bayside, NY 11360","$255,000 ",1 bd,1 ba,"373,772 sqft",,Cooperative,1959,Other,No Data,185 spaces,$1 ,Great solar potentialSun Number™: 76.61,"$1,312 ","$1,044/mo",$179/mo,$89/mo,$0/mo
"1047 50th St APT 1, Brooklyn, NY 11219","$4,200,000 ",24 bds,12 ba,#NAME?,,Multi Family,1931,No Data,No Data,No Data,No Data,,"$20,499 ","$16,754/mo","$2,275/mo","$1,470/mo",$0/mo
"400 E 54th St APT 25F, New York, NY 10022","$1,575,000 ",2 bds,2 ba,"1,003 sqft",,Condo,1972,No Data,No Data,No Data,$844/month,Great solar potentialSun Number™: 94.99,"$8,833 ","$6,283/mo","$1,155/mo",$551/mo,$844/mo
"24 5th Ave APT 708, New York, NY 10011","$420,000 ",Studio,1 ba,350 sqft,"$407,704 ",Cooperative,1926,No Data,No Data,No Data,"$1,200 ",Great solar potentialSun Number™: 94.99,"$3,257 ","$1,720/mo",$308/mo,$147/mo,"$1,082/mo"
"3524 78th St APT B39, Jackson Heights, NY 11372","$539,000 ",1 bd,1 ba,975 sqft,"$527,751 ",Cooperative,1938,No Data,No Data,No Data,$553 ,Great solar potentialSun Number™: 93.4,"$3,580 ","$2,208/mo",$377/mo,$189/mo,$806/mo
"288 Lexington Ave APT 4E, New York, NY 10016","$659,000 ",1 bd,1 ba,750 sqft,"$642,194 ",Cooperative,1955,No Data,No Data,No Data,$879 ,Candidate for a community solar programSun Number™: 38.99,"$4,937 ","$2,556/mo",$483/mo,$231/mo,"$1,667/mo"
"439 E 88th St # A, New York, NY 10128","$649,000 ",1 bd,1 ba,#NAME?,"$644,095 ",Cooperative,1915,No Data,No Data,No Data,No Data,Candidate for a community solar programSun Number™: 22.99,"$4,173 ","$2,518/mo",$476/mo,$227/mo,$952/mo
"250 E 30th St APT 14D, New York, NY 10016","$1,295,000 ",2 bds,2 ba,"1,487 sqft",,Condo,2001,Wall,Wall,Attached Garage,"$1,866/month",Great solar potentialSun Number™: 89.39,"$8,435 ","$5,166/mo",$950/mo,$453/mo,"$1,866/mo"
"400 E 54th St APT 25F, New York, NY 10022","$1,575,000 ",2 bds,2 ba,"1,003 sqft",,Condo,1972,No Data,No Data,No Data,$844/month,Great solar potentialSun Number™: 94.99,"$8,833 ","$6,283/mo","$1,155/mo",$551/mo,$844/mo
"1545 Unionport Rd APT 2A, Bronx, NY 10462","$175,000 ",1 bd,1 ba,675 sqft,"$178,532 ",Condo,No Data,No Data,No Data,No Data,$600/month,Great solar potentialSun Number™: 87.8,"$1,530 ",$730/mo,$139/mo,$61/mo,$600/mo
"2785 Ocean Pkwy APT 6C, Brooklyn, NY 11235","$365,000 ",2 bds,1 ba,900 sqft,"$350,521 ",Cooperative,1964,No Data,No Data,No Data,$406 ,Great solar potentialSun Number™: 95,"$2,804 ","$1,495/mo",$198/mo,$128/mo,$984/mo
"2909 Ocean Ave APT 6B, Brooklyn, NY 11235","$235,000 ",Studio,1 ba,500 sqft,"$226,705 ",Cooperative,1957,No Data,No Data,No Data,$470 ,Great solar potentialSun Number™: 95,"$1,689 ",$980/mo,$127/mo,$82/mo,$499/mo
"9524 Schenck St # 1, Brooklyn, NY 11236","$355,900 ",2 bds,1 ba,"1,400 sqft","$342,071 ",Condo,No Data,No Data,No Data,No Data,Yes,Great solar potentialSun Number™: 88.59,"$1,775 ","$1,458/mo",$193/mo,$125/mo,Unspecified fee required
"149 Marine Ave APT 1C, Brooklyn, NY 11209","$439,000 ",1 bd,1 ba,"88,530 sqft","$427,969 ",Cooperative,1962,No Data,No Data,Attached Garage,$5 ,Great solar potentialSun Number™: 83.8,"$2,820 ","$1,798/mo",$238/mo,$154/mo,$630/mo
"11102 14th Ave, Flushing, NY 11356","$1,250,000 ",7 bds,3 ba,940 sqft,"$1,173,604 ",Multi Family,1910,No Data,No Data,No Data,"$1,330 ",Great solar potentialSun Number™: 83.8,"$6,299 ","$4,986/mo",$875/mo,$438/mo,$0/mo
"130 W 79th St APT 5B, New York, NY 10024","$650,000 ",Studio,1 ba,480 sqft,"$634,543 ",Condo,1987,No Data,No Data,No Data,$637/month,Great solar potentialSun Number™: 94.99,"$3,863 ","$2,521/mo",$477/mo,$228/mo,$637/mo
"961 52nd St, Brooklyn, NY 11219","$1,550,000 ",5 bds,2 ba,"3,480 sqft","$1,499,999 ",Multi Family,1905,No Data,No Data,No Data,$445 ,Great solar potentialSun Number™: 87,"$7,565 ","$6,183/mo",$840/mo,$543/mo,$0/mo
"537 Correll Ave # B, Staten Island, NY 10309","$399,999 ",2 bds,1 ba,978 sqft,"$387,019 ",Condo,1985,Forced air,Central,No Data,No Data,,"$2,068 ","$1,638/mo",$290/mo,$140/mo,$0/mo
"301 Beach 84th St, Rockaway Beach, NY 11693","$649,900 ",6 bds,3 ba,"2,000 sqft","$514,734 ",Multi Family,2007,Other,No Data,No Data,$325 ,Candidate for a community solar programSun Number™: 23,"$3,203 ","$2,521/mo",$455/mo,$227/mo,$0/mo
"9032 153rd Ave, Howard Beach, NY 11414","$299,000 ",3 bds,1 ba,#NAME?,"$290,153 ",Cooperative,1960,Other,"Other, Wall",1 space,No Data,,"$2,174 ","$1,225/mo",$209/mo,$105/mo,$635/mo
"6628 53rd Dr, Flushing, NY 11378","$1,558,000 ",7 bds,4 ba,"3,762 sqft","$1,444,601 ",Multi Family,1930,No Data,No Data,Attached Garage,$414 ,Great solar potentialSun Number™: 95,"$7,851 ","$6,215/mo","$1,091/mo",$545/mo,$0/mo
"171 Wellington Ct APT 3J, Staten Island, NY 10314","$385,000 ",2 bds,2 ba,"1,080 sqft","$375,053 ",Condo,1988,Electric,No Data,No Data,No Data,Great solar potentialSun Number™: 81.42,"$1,991 ","$1,577/mo",$279/mo,$135/mo,$0/mo
"11811 Riverton St, Jamaica, NY 11412","$829,000 ",5 bds,3 ba,"1,972 sqft","$807,311 ",Multi Family,2004,No Data,No Data,No Data,$420 ,Great solar potentialSun Number™: 87.81,"$4,086 ","$3,216/mo",$580/mo,$290/mo,$0/mo
"8812 151st Ave APT 6G, Howard Beach, NY 11414","$179,000 ",1 bd,1 ba,"149,000 sqft","$176,613 ",Cooperative,1964,No Data,No Data,Attached Garage,$1 ,Great solar potentialSun Number™: 80.59,"$1,563 ",$747/mo,$125/mo,$63/mo,$628/mo
"26 Oliver St APT 3D, Brooklyn, NY 11209","$450,000 ",2 bds,1 ba,"16,500 sqft","$436,619 ",Cooperative,1979,No Data,No Data,No Data,$27 ,Great solar potentialSun Number™: 92.6,"$2,936 ","$1,843/mo",$244/mo,$158/mo,$692/mo
"23010 Edgewood Ave, Laurelton, NY","$1,039,000 ",6 bds,5 ba,"4,000 sqft","$997,439 ",Multi Family,2019,No Data,Central,No Data,$260 ,Great solar potentialSun Number™: 87.01,"$5,236 ","$4,145/mo",$727/mo,$364/mo,$0/mo
"1094 Bushwick Ave # FOUR-FAMIL, Brooklyn, NY 11221","$1,650,000 ",10 bds,5 ba,#NAME?,"$1,591,696 ",Multi Family,1931,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 95.05,"$8,053 ","$6,582/mo",$894/mo,$578/mo,$0/mo
"615 E 2nd St # THS, Brooklyn, NY 11218","$1,525,000 ",6 bds,5 ba,"3,000 sqft","$1,475,806 ",Multi Family,1910,No Data,Central,No Data,$508 ,Candidate for a community solar programSun Number™: 23.05,"$7,443 ","$6,083/mo",$826/mo,$534/mo,$0/mo
"785 Monroe St, Brooklyn, NY 11221","$2,100,000 ",5 bds,5 ba,"2,400 sqft","$2,020,578 ",Multi Family,1899,No Data,No Data,No Data,$875 ,Candidate for a community solar programSun Number™: 23.05,"$10,250 ","$8,377/mo","$1,138/mo",$735/mo,$0/mo
"505 E 79th St APT 8F, New York, NY 10075","$649,000 ",1 bd,1 ba,630 sqft,"$635,843 ",Cooperative,1963,No Data,Central,45 spaces,"$1,030 ",Great solar potentialSun Number™: 94.19,"$4,356 ","$2,518/mo",$476/mo,$227/mo,"$1,135/mo"
"306 Plan, The Belnord","$6,450,000+",3 bds,4 ba,"2,573 sqft","$6,149,991 ",Condo,2019,No Data,No Data,No Data,No Data,,"$32,717 ",,,,
"10 West St APT 18A, New York, NY 10004","$3,700,000 ",3 bds,4 ba,"1,944 sqft","$3,487,220 ",Condo,2003,No Data,Central,No Data,"$2,753/month",,"$21,521 ","$14,760/mo","$2,713/mo","$1,295/mo","$2,753/mo"
"783 Monroe St # DLX, Brooklyn, NY 11221","$1,450,000 ",3 bds,3 ba,"2,200 sqft","$1,422,001 ",Condo,1899,No Data,Central,No Data,$490/month,Limited solar potentialSun Number™: 54.25,"$7,567 ","$5,784/mo",$785/mo,$508/mo,$490/mo
"655 41st St APT 4A, Brooklyn, NY 11232","$710,000 ",3 bds,1 ba,850 sqft,"$710,002 ",Cooperative,No Data,No Data,No Data,No Data,$835 ,Great solar potentialSun Number™: 72.6,"$3,987 ","$2,754/mo",$385/mo,$249/mo,$600/mo
"235 Lincoln Pl APT 6B, Brooklyn, NY 11217","$792,500 ",1 bd,1 ba,#NAME?,"$792,506 ",Cooperative,1937,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 91.85,"$5,014 ","$3,074/mo",$429/mo,$277/mo,"$1,233/mo"
"25 Sutton Pl S APT 16M, New York, NY 10022","$1,875,000 ",2 bds,2 ba,"1,500 sqft","$1,821,428 ",Cooperative,1959,No Data,No Data,No Data,"$1,250 ",Great solar potentialSun Number™: 94.99,"$13,215 ","$7,480/mo","$1,375/mo",$656/mo,"$3,704/mo"
"303 W 66th St APT 2AW, New York, NY 10023","$750,000 ",2 bds,1 ba,750 sqft,"$733,239 ",Cooperative,1962,Radiant,Wall,Attached Garage,"$1,000 ",Great solar potentialSun Number™: 86.99,"$4,879 ","$2,909/mo",$550/mo,$263/mo,"$1,157/mo"
"44 W 62nd St # 23DE, New York, NY 10023","$3,795,000 ",4 bds,4 ba,"2,100 sqft","$3,617,663 ",Cooperative,1974,No Data,No Data,No Data,"$1,807 ",,"$24,164 ","$15,139/mo","$2,783/mo","$1,328/mo","$4,914/mo"
"2451 38th St # D8D9, Astoria, NY 11103","$975,000 ",2 bds,2 ba,#NAME?,"$961,004 ",Cooperative,1929,No Data,No Data,No Data,No Data,,"$5,808 ","$3,889/mo",$683/mo,$341/mo,$895/mo
"100 United Nations Plz APT 42B, New York, NY 10017","$2,700,000 ",2 bds,3 ba,"1,590 sqft","$1,552,554 ",Condo,1984,No Data,Central,No Data,"$2,331/month",Great solar potentialSun Number™: 94.98,"$16,027 ","$10,771/mo","$1,980/mo",$945/mo,"$2,331/mo"
"70 La Salle St APT 4C, New York, NY 10027","$807,000 ",2 bds,1 ba,904 sqft,"$794,432 ",Cooperative,No Data,No Data,No Data,No Data,$893 ,Great solar potentialSun Number™: 94.18,"$5,265 ","$3,130/mo",$592/mo,$282/mo,"$1,260/mo"
"2628 Broadway APT 5B, New York, NY 10025","$2,295,000 ",3 bds,2 ba,"1,725 sqft","$2,208,577 ",Condo,2006,No Data,Central,No Data,"$1,898/month",Candidate for a community solar programSun Number™: 22.99,"$13,539 ","$9,155/mo","$1,683/mo",$803/mo,"$1,898/mo"
"228 E 13th St APT 22, New York, NY 10003","$549,000 ",1 bd,1 ba,500 sqft,"$535,750 ",Cooperative,1900,No Data,No Data,No Data,"$1,098 ",Great solar potentialSun Number™: 80.59,"$3,897 ","$2,249/mo",$403/mo,$192/mo,"$1,054/mo"
"253 W 16th St APT 6E, New York, NY 10011","$499,000 ",Studio,1 ba,450 sqft,"$487,017 ",Cooperative,1930,No Data,No Data,No Data,"$1,109 ",Candidate for a community solar programSun Number™: 23.02,"$3,285 ","$2,044/mo",$366/mo,$175/mo,$701/mo
"440 E 79th St APT 8L, New York, NY 10075","$475,000 ",Studio,1 ba,"238,293 sqft","$471,410 ",Cooperative,1956,No Data,No Data,82 spaces,$2 ,Great solar potentialSun Number™: 90.98,"$3,363 ","$1,946/mo",$348/mo,$166/mo,$903/mo
"137 E 15th St APT 1B, New York, NY 10003","$2,175,000 ",2 bds,2 ba,"8,920 sqft","$2,093,335 ",Cooperative,1910,No Data,No Data,No Data,$244 ,Candidate for a community solar programSun Number™: 22.99,"$13,510 ","$8,676/mo","$1,595/mo",$761/mo,"$2,477/mo"
"337 E 50th St APT 1D, New York, NY 10022","$1,100,000 ",1 bd,2 ba,#NAME?,"$1,058,577 ",Cooperative,1960,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 74.99,"$7,606 ","$4,388/mo",$807/mo,$385/mo,"$2,026/mo"
"160 Central Park S # 401, New York, NY 10019","$4,600,000 ",3 bds,3 ba,"2,058 sqft","$4,373,854 ",Condo,1930,No Data,Central,No Data,"$5,985/month",Great solar potentialSun Number™: 87.78,"$29,318 ","$18,350/mo","$3,373/mo","$1,610/mo","$5,985/mo"
"330 E 75th St APT 5D, New York, NY 10021","$625,000 ",Studio,1 ba,505 sqft,"$604,166 ",Condo,1985,No Data,Central,No Data,$471/month,Great solar potentialSun Number™: 82.19,"$3,572 ","$2,424/mo",$458/mo,$219/mo,$471/mo
"515 W 29th St, New York, NY 10001","$8,500,000 ",2 bds,3 ba,"2,455 sqft","$8,036,707 ",Condo,2018,No Data,No Data,No Data,"$4,491/month",Great solar potentialSun Number™: 91.82,"$47,607 ","$33,907/mo","$6,233/mo","$2,975/mo","$4,491/mo"
"7840 81st St, Glendale, NY 11385","$899,000 ",5 bds,2 ba,"1,976 sqft","$876,155 ",Multi Family,1920,Other,No Data,No Data,$455 ,Great solar potentialSun Number™: 91,"$4,431 ","$3,487/mo",$629/mo,$315/mo,$0/mo
"220 E 87th St APT 5E, New York, NY 10128","$349,000 ",Studio,1 ba,425 sqft,,Cooperative,1960,No Data,No Data,No Data,$821 ,Great solar potentialSun Number™: 94.19,"$2,733 ","$1,429/mo",$256/mo,$122/mo,$925/mo
"165 Park Row APT 5B, New York, NY 10038","$930,000 ",2 bds,1 ba,"1,100 sqft","$903,907 ",Cooperative,1960,No Data,No Data,1 space,$845 ,,"$6,006 ","$3,710/mo",$682/mo,$326/mo,"$1,289/mo"
"278 Nassau Ave # 2B, Brooklyn, NY 11222","$1,299,000 ",2 bds,1 ba,"1,124 sqft","$1,270,133 ",Condo,2018,No Data,Central,No Data,$341/month,,"$6,681 ","$5,182/mo",$704/mo,$455/mo,$341/mo
"278 Nassau Ave # 2A, Brooklyn, NY 11222","$975,000 ",1 bd,2 ba,"1,094 sqft","$970,000 ",Condo,2018,No Data,Central,No Data,$237/month,,"$4,996 ","$3,889/mo",$528/mo,$341/mo,$237/mo
"40 Brighton 1 Rd # 3H, Brooklyn, NY 11235","$579,000 ",2 bds,1 ba,"1,200 sqft","$552,085 ",Cooperative,1963,No Data,Central,No Data,$482 ,,"$3,778 ","$2,246/mo",$314/mo,$203/mo,"$1,016/mo"
"180 Nostrand Ave # 2, Brooklyn, NY 11205","$1,250,000 ",6 bds,2 ba,"3,500 sqft","$1,175,510 ",Multi Family,1901,No Data,No Data,No Data,$357 ,,"$6,101 ","$4,986/mo",$677/mo,$438/mo,$0/mo
"4905 Colden St, Flushing, NY 11355","$1,388,888 ",3 bds,2 ba,"1,121 sqft","$1,322,750 ",Multi Family,1950,No Data,No Data,"Carport, On street, Attached Garage","$1,239 ",Great solar potentialSun Number™: 95,"$6,999 ","$5,540/mo",$972/mo,$486/mo,$0/mo
"70 W 139th St APT 8C, New York, NY 10037","$1,039,000 ",3 bds,2 ba,"1,114 sqft","$1,014,408 ",Condo,2018,No Data,No Data,1 space,$782/month,,"$6,052 ","$4,145/mo",$762/mo,$364/mo,$782/mo
