Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"1091 E Paces Ln NE, Atlanta, GA 30326","$515,000 ",3 bds,4 ba,"2,371 sqft","$502,490 ",Townhouse,2010,Forced air,Central,4 spaces,871 sqft,Great solar potentialSun Number™: 81.01,"$2,706 ","$1,892/mo",$459/mo,$180/mo,$175/mo
"Galen Plan, Hampshire Park","$218,100+",4 bds,3 ba,"2,338 sqft","$213,020 ",Single Family,2019,No Data,No Data,2 spaces,No Data,,"$1,110 ",,,,
"1135 Hilburn Dr SE, Atlanta, GA 30316","$339,900 ",3 bds,2 ba,"1,342 sqft","$326,380 ",Single Family,1962,Forced air,Central,Carport,0.3 acres,Great solar potentialSun Number™: 92.23,"$1,682 ","$1,249/mo",$314/mo,$119/mo,$0/mo
"525 Woodrow Ave, Atlanta, GA 30354","$285,000 ",3 bds,2 ba,"1,269 sqft",,Single Family,2002,Forced air,Central,6 spaces,"6,098 sqft",Great solar potentialSun Number™: 86.61,"$1,401 ","$1,047/mo",$254/mo,$100/mo,$0/mo
"226 Bolling Rd NE, Atlanta, GA 30305","$990,000 ",5 bds,4 ba,"3,000 sqft","$960,300 ",Single Family,1939,Forced air,"Central, Other",2 spaces,"10,454 sqft",Great solar potentialSun Number™: 92.21,"$5,099 ","$3,870/mo",$883/mo,$347/mo,$0/mo
"866 Welch St SW, Atlanta, GA","$399,000 ",4 bds,4 ba,"1,980 sqft","$385,860 ",Single Family,2019,Forced air,Central,2 spaces,"4,007 sqft",Candidate for a community solar programSun Number™: 20.22,"$1,961 ","$1,466/mo",$356/mo,$140/mo,$0/mo
"1790 Defoor Ave NW, Atlanta, GA 30318","$400,000 ",3 bds,2 ba,"1,324 sqft","$393,713 ",Single Family,1943,Forced air,Central,2 spaces,0.29 acres,Candidate for a community solar programSun Number™: 20.21,"$1,966 ","$1,469/mo",$357/mo,$140/mo,$0/mo
"953 Cummings St SE, Atlanta, GA 30316","$399,900 ",2 bds,2 ba,"1,535 sqft","$391,734 ",Single Family,1930,Forced air,Central,3 spaces,"4,299 sqft",Great solar potentialSun Number™: 76.23,"$1,966 ","$1,469/mo",$357/mo,$140/mo,$0/mo
"559 559: Morgan St, Atlanta, GA 30308","$474,999 ",3 bds,2 ba,"1,296 sqft",,Single Family,1960,Forced air,Central,On street,"3,301 sqft",Candidate for a community solar programSun Number™: 20.23,"$2,335 ","$1,745/mo",$424/mo,$166/mo,$0/mo
"1950 Pinedale Dr NW, Atlanta, GA 30314","$125,000 ",5 bds,2 ba,"1,874 sqft","$120,134 ",Single Family,1940,Forced air,Central,No Data,"7,492 sqft",Limited solar potentialSun Number™: 57.82,$669 ,$514/mo,$111/mo,$44/mo,$0/mo
"68 Peachtree Hills Ave NE, Atlanta, GA 30305","$659,000 ",4 bds,3 ba,"2,540 sqft","$638,974 ",Single Family,1920,Forced air,Central,Carport,1 acre,Great solar potentialSun Number™: 92.21,"$3,394 ","$2,576/mo",$588/mo,$231/mo,$0/mo
"208 Haralson Ln NE, Atlanta, GA","$1,170,000 ",6 bds,5 ba,"3,162 sqft",,Single Family,2019,"Forced air, Heat pump",Central,Detached Garage,"6,621 sqft",,"$6,026 ","$4,573/mo","$1,043/mo",$410/mo,$0/mo
"1393 Glenwood Ave SE, Atlanta, GA 30316","$300,000 ",4 bds,2 ba,"1,799 sqft","$290,310 ",Single Family,1935,Other,None,No Data,0.3 acres,Limited solar potentialSun Number™: 45.83,"$1,485 ","$1,102/mo",$278/mo,$105/mo,$0/mo
"20 Iron Bound Pl NW, Atlanta, GA 30318","$278,500 ",2 bds,3 ba,"1,320 sqft","$271,358 ",Townhouse,1979,No Data,Central,2 spaces,"1,306 sqft",Great solar potentialSun Number™: 92.21,"$1,652 ","$1,023/mo",$248/mo,$97/mo,$283/mo
"2384 Defoors Ferry Rd NW, Atlanta, GA 30318","$525,000 ",3 bds,4 ba,"2,224 sqft","$510,865 ",Single Family,1984,Gas,Central,Attached Garage,"4,138 sqft",Great solar potentialSun Number™: 74.61,"$2,801 ","$1,929/mo",$468/mo,$184/mo,$220/mo
"2189 Parkview Run NW, Atlanta, GA 30318","$389,900 ",4 bds,4 ba,"2,120 sqft","$379,804 ",Single Family,2003,Forced air,Central,2 spaces,"6,534 sqft",Great solar potentialSun Number™: 79.41,"$2,003 ","$1,432/mo",$348/mo,$136/mo,$87/mo
"717 Berne St SE, Atlanta, GA 30312","$699,000 ",5 bds,5 ba,"3,119 sqft","$688,246 ",Single Family,1938,Forced air,Central,No Data,"8,372 sqft",Great solar potentialSun Number™: 85.83,"$3,600 ","$2,732/mo",$623/mo,$245/mo,$0/mo
"1312 Dupont Commons Cir NW, Atlanta, GA 30318","$410,000 ",3 bds,3 ba,"2,486 sqft",,Single Family,2010,Forced air,Other,No Data,"4,094 sqft",Great solar potentialSun Number™: 89.01,"$2,131 ","$1,506/mo",$366/mo,$144/mo,$116/mo
"205 Lampkin St NE, Atlanta, GA 30312","$399,900 ",1 bd,2 ba,"1,224 sqft","$391,622 ",Single Family,2004,Forced air,Central,1 space,"1,306 sqft",Great solar potentialSun Number™: 92.23,"$2,071 ","$1,469/mo",$357/mo,$140/mo,$105/mo
"345 Sand Bay Dr SW # 293, Atlanta, GA 30331","$190,000 ",3 bds,4 ba,"1,744 sqft","$184,483 ",Townhouse,2015,No Data,No Data,No Data,"2,042 sqft",,"$1,117 ",$731/mo,$169/mo,$67/mo,$150/mo
"742 Hamilton Ave SE, Atlanta, GA 30312","$429,900 ",3 bds,2 ba,"1,500 sqft","$419,797 ",Single Family,1928,"Forced air, Heat pump",Central,2 spaces,"4,356 sqft",Limited solar potentialSun Number™: 57.03,"$2,113 ","$1,579/mo",$383/mo,$150/mo,$0/mo
"1357 Westminster Walk NW, Atlanta, GA 30327","$1,275,000 ",6 bds,8 ba,"6,532 sqft","$1,203,054 ",Single Family,1990,Forced air,Central,No Data,0.43 acres,Great solar potentialSun Number™: 92.21,"$6,567 ","$4,984/mo","$1,137/mo",$446/mo,$0/mo
"3391 Pinestream Rd NW, Atlanta, GA 30327","$1,285,000 ",5 bds,5 ba,"4,000 sqft","$1,241,325 ",Single Family,1960,Forced air,Central,2 spaces,0.54 acres,Great solar potentialSun Number™: 70.61,"$6,618 ","$5,023/mo","$1,146/mo",$450/mo,$0/mo
"1560 New St NE, Atlanta, GA 30307","$629,000 ",4 bds,3 ba,"2,249 sqft",,Single Family,2019,No Data,Other,No Data,"4,356 sqft",Great solar potentialSun Number™: 81.83,"$3,261 ","$2,459/mo",$582/mo,$220/mo,$0/mo
"3116 Benninger Trce SW, Atlanta, GA 30331","$185,000 ",3 bds,2.5 ba,"1,237 sqft","$180,874 ",Single Family,2007,Forced air,Central,No Data,"6,171 sqft",Great solar potentialSun Number™: 71.43,$992 ,$712/mo,$165/mo,$65/mo,$50/mo
"426 Macedonia Rd SE, Atlanta, GA 30354","$90,800 ",3 bds,1 ba,"1,300 sqft","$90,800 ",Single Family,1960,Forced air,Central,No Data,"9,348 sqft",Candidate for a community solar programSun Number™: 20.22,$486 ,$373/mo,$81/mo,$32/mo,$0/mo
"241 E Wesley Rd NE, Atlanta, GA 30305","$969,000 ",4 bds,4 ba,"3,179 sqft","$944,029 ",Single Family,1940,Forced air,Central,2 spaces,"9,099 sqft",Candidate for a community solar programSun Number™: 20.21,"$4,991 ","$3,788/mo",$864/mo,$339/mo,$0/mo
"469 Atlanta Ave SE, Atlanta, GA 30315","$672,950 ",4 bds,4 ba,"2,880 sqft","$658,872 ",Single Family,1950,Forced air,Central,2 spaces,"10,001 sqft",Great solar potentialSun Number™: 89.03,"$3,466 ","$2,630/mo",$600/mo,$236/mo,$0/mo
"4210 Club Dr, Atlanta, GA 30319","$2,299,000 ",5 bds,8 ba,"6,379 sqft","$2,170,084 ",Single Family,2012,Forced air,Central,No Data,0.68 acres,,"$11,841 ","$8,986/mo","$2,050/mo",$805/mo,$0/mo
"93 Inman Cir NE, Atlanta, GA 30309","$895,000 ",3 bds,3 ba,"2,700 sqft","$865,616 ",Single Family,1920,Forced air,Central,2 spaces,"6,838 sqft",Good solar potentialSun Number™: 61.03,"$4,610 ","$3,498/mo",$798/mo,$313/mo,$0/mo
"2340 Saint James Dr NW, Atlanta, GA 30318","$228,000 ",4 bds,3 ba,"1,650 sqft",,Single Family,1935,Other,Central,3 spaces,0.25 acres,Limited solar potentialSun Number™: 57.82,"$1,161 ",$878/mo,$203/mo,$80/mo,$0/mo
"835 Peachtree Battle Ave NW, Atlanta, GA 30327","$799,000 ",4 bds,4 ba,"4,160 sqft","$773,098 ",Single Family,1991,Forced air,Central,4 spaces,0.44 acres,Great solar potentialSun Number™: 92.21,"$4,115 ","$3,123/mo",$712/mo,$280/mo,$0/mo
"766 Berkeley Ave NW, Atlanta, GA 30318","$395,000 ",2 bds,2 ba,"1,113 sqft","$383,533 ",Single Family,1941,Forced air,Central,Carport,"6,359 sqft",Candidate for a community solar programSun Number™: 20.22,"$1,942 ","$1,451/mo",$352/mo,$138/mo,$0/mo
"2660 Morris St NW, Atlanta, GA 30318","$73,500 ",3 bds,2 ba,"1,108 sqft","$100,887 ",Single Family,1940,Other,None,No Data,"10,585 sqft",Limited solar potentialSun Number™: 52.22,$393 ,$302/mo,$66/mo,$26/mo,$0/mo
"1488 Sandrock Ln SW, Atlanta, GA 30331","$272,900 ",4 bds,3 ba,"2,786 sqft","$268,193 ",Single Family,2007,Forced air,Central,No Data,"10,288 sqft",Great solar potentialSun Number™: 92.21,"$1,382 ","$1,003/mo",$243/mo,$96/mo,$41/mo
"4131 Conway Valley Rd NW, Atlanta, GA 30327","$925,000 ",4 bds,4 ba,"4,915 sqft","$881,797 ",Single Family,1957,Forced air,Central,2 spaces,1.22 acres,Candidate for a community solar programSun Number™: 20.21,"$4,764 ","$3,616/mo",$825/mo,$324/mo,$0/mo
"1153 Bonview Ln NE, Atlanta, GA 30324","$619,900 ",7 bds,7 ba,"4,729 sqft",,Single Family,1964,Forced air,Central,2 spaces,0.42 acres,Candidate for a community solar programSun Number™: 20.21,"$3,193 ","$2,423/mo",$553/mo,$217/mo,$0/mo
"17 Louisburg Sq, Boston, MA 02108","$20,500,000 ",5 bds,5 ba,"7,610 sqft","$19,401,786 ",Single Family,1899,Heat pump,Central,2 spaces,"1,742 sqft",Great solar potentialSun Number™: 90.38,"$101,532 ","$80,007/mo","$14,350/mo","$7,175/mo",$0/mo
"12 Coleus Park, Boston, MA 02121","$286,434 ",5 bds,2 ba,"3,832 sqft","$280,720 ",Single Family,1970,Baseboard,Other,No Data,"4,356 sqft",Good solar potentialSun Number™: 68.78,"$1,359 ","$1,058/mo",$201/mo,$100/mo,$0/mo
"19 Carroll St, Boston, MA 02132","$520,000 ",3 bds,1 ba,"1,352 sqft","$535,055 ",Single Family,1930,Other,None,1 space,"8,276 sqft",Good solar potentialSun Number™: 69.34,"$2,467 ","$1,921/mo",$364/mo,$182/mo,$0/mo
"11 Walker St, Boston, MA 02129","$1,050,000 ",3 bds,3 ba,"1,769 sqft","$1,024,604 ",Single Family,2011,Forced air,Central,No Data,871 sqft,Great solar potentialSun Number™: 93.2,"$5,200 ","$4,098/mo",$735/mo,$368/mo,$0/mo
"5 Glenellen Rd, Boston, MA 02132","$469,000 ",2 bds,1 ba,"1,250 sqft","$469,093 ",Single Family,1928,Other,None,1 space,"3,484 sqft",Candidate for a community solar programSun Number™: 22.94,"$2,225 ","$1,733/mo",$328/mo,$164/mo,$0/mo
"114 Clare Ave, Boston, MA 02136","$625,000 ",4 bds,3 ba,"2,189 sqft","$625,083 ",Single Family,1990,Forced air,Central,3 spaces,"6,098 sqft",Great solar potentialSun Number™: 87.82,"$2,969 ","$2,312/mo",$438/mo,$219/mo,$0/mo
"8 Mount Vernon Pl, Boston, MA 02108","$25,000,000 ",5 bds,9 ba,"9,768 sqft","$23,813,612 ",Single Family,1899,Forced air,Central,Detached Garage,"3,484 sqft",Great solar potentialSun Number™: 90.38,"$123,820 ","$97,570/mo","$17,500/mo","$8,750/mo",$0/mo
"91 Standard St, Boston, MA 02126","$689,000 ",4 bds,3 ba,"2,090 sqft","$681,860 ",Single Family,2019,Forced air,Central,No Data,"6,098 sqft",,"$3,273 ","$2,549/mo",$482/mo,$241/mo,$0/mo
"96 Rockwood St, Boston, MA 02130","$3,950,000 ",8 bds,6 ba,"15,059 sqft","$3,938,298 ",Single Family,1895,Baseboard,Other,2 spaces,4.72 acres,Great solar potentialSun Number™: 94.38,"$19,564 ","$15,416/mo","$2,765/mo","$1,383/mo",$0/mo
"208 Beacon St, Boston, MA 02116","$11,995,000 ",7 bds,8 ba,"6,771 sqft","$11,282,801 ",Single Family,1863,Forced air,Central,Off street,"3,049 sqft",Great solar potentialSun Number™: 94.38,"$59,409 ","$46,814/mo","$8,397/mo","$4,198/mo",$0/mo
"40 Bournedale Rd, Boston, MA 02130","$799,999 ",3 bds,2 ba,"1,560 sqft","$855,232 ",Single Family,1915,Forced air,Central,3 spaces,"4,356 sqft",Great solar potentialSun Number™: 92.78,"$3,800 ","$2,960/mo",$560/mo,$280/mo,$0/mo
"14 Walnut St, Boston, MA 02108","$15,000,000 ",6 bds,9 ba,"7,122 sqft","$14,467,640 ",Single Family,1803,"Forced air, Radiant",Central,No Data,"5,662 sqft",Great solar potentialSun Number™: 86.38,"$74,292 ","$58,542/mo","$10,500/mo","$5,250/mo",$0/mo
"7 Willow St, Boston, MA 02108","$2,927,500 ",3 bds,3 ba,"2,065 sqft","$2,822,759 ",Single Family,1890,Baseboard,Central,No Data,871 sqft,Great solar potentialSun Number™: 88.78,"$14,499 ","$11,425/mo","$2,049/mo","$1,025/mo",$0/mo
"7 Willow St, Boston, MA 02108","$2,927,500 ",3 bds,3 ba,"2,065 sqft","$2,822,759 ",Single Family,1890,Baseboard,Central,No Data,871 sqft,Great solar potentialSun Number™: 88.78,"$14,499 ","$11,425/mo","$2,049/mo","$1,025/mo",$0/mo
"1137 Adams St, Boston, MA 02124","$899,000 ",4 bds,2 ba,"2,518 sqft","$880,139 ",Single Family,1925,Other,No Data,1 space,0.31 acres,Great solar potentialSun Number™: 81.8,"$4,453 ","$3,509/mo",$629/mo,$315/mo,$0/mo
"11 Rutland Sq, Boston, MA 02118","$6,750,000 ",5 bds,5 ba,"4,339 sqft","$6,514,010 ",Single Family,1860,"Other, Radiant",Central,2 spaces,"1,306 sqft",Great solar potentialSun Number™: 79.18,"$33,431 ","$26,344/mo","$4,725/mo","$2,363/mo",$0/mo
"95 Leland Rd, Boston, MA 02130","Est. $482,952",4 bds,3 ba,"1,824 sqft","$652,638 ",Single Family,1938,Other,None,2 spaces,"7,840 sqft",Great solar potentialSun Number™: 71.98,"$2,294 ","$1,787/mo",$338/mo,$169/mo,$0/mo
"2606 Centre St, Boston, MA 02132","$775,000 ",4 bds,3 ba,"2,500 sqft","$764,869 ",Single Family,2006,Forced air,Central,Attached Garage,"9,583 sqft",Candidate for a community solar programSun Number™: 22.94,"$3,681 ","$2,867/mo",$543/mo,$271/mo,$0/mo
"23 Mountain Ave # 23A, Dorchester, MA 02124","$300,000 ",3 bds,1 ba,"1,109 sqft","$345,078 ",Single Family,No Data,No Data,No Data,No Data,No Data,,"$1,423 ","$1,108/mo",$210/mo,$105/mo,$0/mo
"55 Bourne St # 55, Jamaica Plain, MA 02130","$655,900 ",4 bds,2 ba,"1,646 sqft","$998,825 ",Single Family,No Data,No Data,No Data,No Data,No Data,,"$3,115 ","$2,427/mo",$459/mo,$230/mo,$0/mo
"2496 Beacon St, Chestnut Hill, MA 02467","$1,850,000 ",5 bds,4 ba,"3,318 sqft","$1,850,002 ",Single Family,1925,Other,None,Detached Garage,0.31 acres,Great solar potentialSun Number™: 91.18,"$9,163 ","$7,220/mo","$1,295/mo",$648/mo,$0/mo
"36 Joy Ct, Boston, MA 02114","$2,299,000 ",3 bds,4 ba,"2,400 sqft","$2,216,745 ",Single Family,1850,Forced air,Other,No Data,"2,178 sqft",,"$11,387 ","$8,973/mo","$1,609/mo",$805/mo,$0/mo
"60 Melrose St # 1, Boston, MA 02116","$749,000 ",2 bds,2 ba,762 sqft,"$746,340 ",Townhouse,1900,Baseboard,Other,On street,762 sqft,Great solar potentialSun Number™: 90.38,"$3,838 ","$2,771/mo",$524/mo,$262/mo,$280/mo
"345 Beacon St, Boston, MA 02116","$6,690,000 ",5 bds,5 ba,"4,997 sqft","$6,302,174 ",Single Family,1873,Forced air,Central,1 space,"1,742 sqft",Great solar potentialSun Number™: 92.78,"$33,134 ","$26,110/mo","$4,683/mo","$2,342/mo",$0/mo
"56 Sturbridge St, Boston, MA 02126","$389,900 ",3 bds,2 ba,"1,190 sqft","$385,418 ",Single Family,1910,Baseboard,Other,No Data,"6,098 sqft",Great solar potentialSun Number™: 95.02,"$1,850 ","$1,440/mo",$273/mo,$136/mo,$0/mo
"3 Louders Ln, Boston, MA 02130","$845,000 ",4 bds,2 ba,"1,715 sqft","$861,857 ",Single Family,1965,Baseboard,None,1 space,"6,534 sqft",Candidate for a community solar programSun Number™: 22.38,"$4,014 ","$3,126/mo",$592/mo,$296/mo,$0/mo
"451A E.8th St, Boston, MA 02127","$749,000 ",2 bds,3 ba,"1,538 sqft","$730,644 ",Single Family,1992,Baseboard,Other,No Data,"1,306 sqft",,"$3,558 ","$2,771/mo",$524/mo,$262/mo,$0/mo
"20 W Cedar St, Boston, MA 02108","$5,495,000 ",5 bds,5 ba,"4,068 sqft","$5,176,449 ",Single Family,1830,Baseboard,Central,No Data,"1,742 sqft",Great solar potentialSun Number™: 91.18,"$27,216 ","$21,446/mo","$3,847/mo","$1,923/mo",$0/mo
"76 Moore St, East Boston, MA 02128","$510,000 ",3 bds,2 ba,"1,574 sqft","$496,354 ",Single Family,1900,Baseboard,None,1 space,"2,613 sqft",Candidate for a community solar programSun Number™: 21.8,"$2,420 ","$1,884/mo",$357/mo,$179/mo,$0/mo
"66 Montclair Ave, Boston, MA 02132","$1,050,000 ",5 bds,4 ba,"3,254 sqft","$1,029,411 ",Single Family,1882,Forced air,Other,1 space,"6,969 sqft",Great solar potentialSun Number™: 90.94,"$5,200 ","$4,098/mo",$735/mo,$368/mo,$0/mo
"54 Samoset St, Boston, MA 02124","$478,000 ",6 bds,2 ba,"2,379 sqft",,Single Family,1890,Baseboard,None,2 spaces,"3,049 sqft",Good solar potentialSun Number™: 68.2,"$2,268 ","$1,766/mo",$335/mo,$167/mo,$0/mo
"2 Lexington St, Boston, MA 02129","$1,399,000 ",3 bds,3 ba,"2,315 sqft","$1,384,502 ",Single Family,1900,Forced air,Central,No Data,871 sqft,Great solar potentialSun Number™: 90.8,"$6,929 ","$5,460/mo",$979/mo,$490/mo,$0/mo
"35 Meyer St, Boston, MA 02131","$585,000 ",3 bds,2 ba,"1,524 sqft","$596,779 ",Single Family,1960,Baseboard,None,2 spaces,"4,791 sqft",Great solar potentialSun Number™: 72.18,"$2,779 ","$2,164/mo",$410/mo,$205/mo,$0/mo
"108 Ellington St, Boston, MA 02121","$289,900 ",3 bds,2 ba,"1,381 sqft","$286,376 ",Single Family,1993,Other,No Data,1 space,"1,381 sqft",Great solar potentialSun Number™: 91.98,"$1,375 ","$1,071/mo",$203/mo,$101/mo,$0/mo
"79 W Cedar St, Boston, MA 02114","$2,650,000 ",3 bds,4 ba,"2,208 sqft","$2,563,003 ",Single Family,1880,Forced air,Central,On street,435 sqft,Great solar potentialSun Number™: 92.21,"$13,125 ","$10,342/mo","$1,855/mo",$928/mo,$0/mo
"32 Lime St, Boston, MA 02108","$6,350,000 ",5 bds,5 ba,"5,194 sqft","$6,049,380 ",Single Family,1890,"Baseboard, Forced air",Central,No Data,"1,306 sqft",Great solar potentialSun Number™: 90.38,"$31,450 ","$24,783/mo","$4,445/mo","$2,223/mo",$0/mo
"4 Wentworth St, Boston, MA 02124","$599,900 ",5 bds,3 ba,"1,972 sqft","$584,190 ",Single Family,1875,Forced air,Central,4 spaces,"5,662 sqft",Great solar potentialSun Number™: 93.8,"$2,849 ","$2,220/mo",$420/mo,$210/mo,$0/mo
"86 Chestnut St, Boston, MA 02108","$6,450,000 ",4 bds,5 ba,"3,607 sqft","$6,104,464 ",Single Family,2019,Forced air,Central,Detached Garage,"1,306 sqft",Great solar potentialSun Number™: 94.38,"$31,928 ","$25,155/mo","$4,515/mo","$2,258/mo",$0/mo
"42 Thompson St, Boston, MA 02136","$799,000 ",4 bds,3 ba,"2,350 sqft","$794,704 ",Single Family,2019,Forced air,Central,No Data,"5,662 sqft",,"$3,792 ","$2,953/mo",$559/mo,$280/mo,$0/mo
"280 Temple St, Boston, MA 02132","$538,500 ",3 bds,1 ba,"1,363 sqft","$544,094 ",Single Family,1924,Baseboard,None,Detached Garage,"6,098 sqft",Great solar potentialSun Number™: 91.74,"$2,558 ","$1,993/mo",$377/mo,$188/mo,$0/mo
"4 Cuthbert Rd, Boston, MA 02132","$769,500 ",4 bds,2 ba,"1,747 sqft","$769,502 ",Single Family,1930,Baseboard,None,2 spaces,"5,227 sqft",Great solar potentialSun Number™: 90.94,"$3,652 ","$2,844/mo",$539/mo,$269/mo,$0/mo
"45 Washington St, Boston, MA 02136","$425,000 ",2 bds,2 ba,"1,192 sqft","$429,732 ",Single Family,1900,Baseboard,No Data,2 spaces,"4,791 sqft",,"$2,019 ","$1,573/mo",$298/mo,$149/mo,$0/mo
"27A Hecla St, Boston, MA 02122","$359,000 ",2 bds,2 ba,"1,243 sqft",,Single Family,1910,Radiant,None,No Data,"3,484 sqft",,"$1,705 ","$1,328/mo",$251/mo,$126/mo,$0/mo
"152 W Newton St, Boston, MA 02118","$5,995,000 ",5 bds,4 ba,"4,026 sqft","$5,673,886 ",Single Family,1860,Forced air,Central,2 spaces,"1,742 sqft",Great solar potentialSun Number™: 79.98,"$29,675 ","$23,381/mo","$4,197/mo","$2,098/mo",$0/mo
"80 Everett St # 80, East Boston, MA 02128","$550,000 ",4 bds,3 ba,"1,785 sqft","$668,166 ",Single Family,No Data,No Data,No Data,No Data,No Data,,"$2,613 ","$2,035/mo",$385/mo,$193/mo,$0/mo
"86 Rockview St, Boston, MA 02130","$1,400,000 ",5 bds,3 ba,"2,864 sqft","$1,433,560 ",Single Family,1895,Forced air,Wall,1 space,"5,662 sqft",Great solar potentialSun Number™: 93.58,"$6,930 ","$5,460/mo",$980/mo,$490/mo,$0/mo
"95 Deforest St, Boston, MA 02136","$429,000 ",3 bds,1 ba,"1,526 sqft","$431,068 ",Single Family,1942,Forced air,No Data,No Data,"6,534 sqft",Limited solar potentialSun Number™: 56.18,"$2,038 ","$1,587/mo",$300/mo,$150/mo,$0/mo
"31 Crehore Rd, Chestnut Hill, MA 02467","$799,900 ",3 bds,2 ba,"2,000 sqft","$795,690 ",Single Family,1935,"Baseboard, Forced air",None,No Data,"4,791 sqft",,"$3,796 ","$2,956/mo",$560/mo,$280/mo,$0/mo
"20 Blanche St, Boston, MA 02122","$759,000 ",4 bds,2 ba,"2,088 sqft","$737,705 ",Single Family,1900,Other,No Data,2 spaces,"3,920 sqft",Candidate for a community solar programSun Number™: 22.38,"$3,602 ","$2,805/mo",$531/mo,$266/mo,$0/mo
"170 W Brookline St, Boston, MA 02118","$6,350,000 ",4 bds,5 ba,"4,022 sqft","$6,059,397 ",Single Family,1865,Forced air,Central,4 spaces,"1,306 sqft",Great solar potentialSun Number™: 94.38,"$31,433 ","$24,765/mo","$4,445/mo","$2,223/mo",$0/mo
"21 Brimmer St, Boston, MA 02108","$8,750,000 ",4 bds,5 ba,"5,111 sqft","$8,260,013 ",Single Family,1899,Forced air,Central,Detached Garage,"2,178 sqft",Great solar potentialSun Number™: 94.38,"$43,313 ","$34,125/mo","$6,125/mo","$3,063/mo",$0/mo
"60 Danny Rd, Boston, MA 02136","$610,000 ",4 bds,3 ba,"1,848 sqft","$610,000 ",Single Family,1900,Forced air,Central,5 spaces,"7,405 sqft",Great solar potentialSun Number™: 83.82,"$2,895 ","$2,254/mo",$427/mo,$214/mo,$0/mo
"1 Bay St, Boston, MA 02116","$1,699,000 ",2 bds,3 ba,"1,440 sqft","$1,649,945 ",Single Family,1830,Baseboard,Central,2 spaces,871 sqft,Candidate for a community solar programSun Number™: 22.38,"$8,410 ","$6,626/mo","$1,189/mo",$595/mo,$0/mo
"49 Kenneth St, Boston, MA 02132","$799,000 ",3 bds,2 ba,"2,200 sqft","$799,888 ",Single Family,1900,Forced air,None,No Data,"8,712 sqft",Great solar potentialSun Number™: 94.94,"$3,792 ","$2,953/mo",$559/mo,$280/mo,$0/mo
"101 Revere St, Boston, MA 02114","$2,850,000 ",4 bds,4 ba,"2,488 sqft","$2,735,983 ",Single Family,1890,"Baseboard, Radiant",Central,Detached Garage,871 sqft,Great solar potentialSun Number™: 93.01,"$14,108 ","$11,115/mo","$1,995/mo",$998/mo,$0/mo
"301 W 2nd St, South Boston, MA 02127","$1,125,000 ",4 bds,3 ba,"1,392 sqft","$1,093,749 ",Single Family,1900,Baseboard,None,No Data,"1,306 sqft",Great solar potentialSun Number™: 94.86,"$5,569 ","$4,388/mo",$788/mo,$394/mo,$0/mo
"17 June St # 17, Boston, MA 02131","$749,000 ",3 bds,4 ba,"2,522 sqft","$749,003 ",Single Family,2019,Forced air,Central,No Data,0.37 acres,,"$3,754 ","$2,768/mo",$524/mo,$262/mo,$200/mo
