Title,Title_link,list-card-price,list-card-type,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA/Lot,Price/sqft,Monthly cost
"2137 Main St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2137-Main-St-NW-Atlanta-GA-30318/283677273_zpid/,"$515,000",House for sale,4 bds,3 ba,"2,205 sqft","$500,240",Single Family,2018,No Data,No Data,2 spaces,"7,797 sqft",$234,"$2,530"
"1729 Westhaven Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1729-Westhaven-Dr-SW-Atlanta-GA-30311/35847625_zpid/,"$349,900",House for sale,3 bds,3 ba,"1,655 sqft","$340,906",Single Family,1945,Other,Other,No Data,"8,498 sqft",$211,"$1,719"
"The Camber Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434171_zpid/,"$829,900+",New construction,2 bds,4 ba,"2,643 sqft","$809,716",Townhouse,2019,No Data,No Data,No Data,No Data,$314,"$4,190"
"1729 Westhaven Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1729-Westhaven-Dr-SW-Atlanta-GA-30311/35847625_zpid/,"$349,900",House for sale,3 bds,3 ba,"1,655 sqft","$340,906",Single Family,1945,Other,Other,No Data,"8,498 sqft",$211,"$1,719"
"The Camber Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434171_zpid/,"$829,900+",New construction,2 bds,4 ba,"2,643 sqft","$809,716",Townhouse,2019,No Data,No Data,No Data,No Data,$314,"$4,190"
"2041 Joseph E Boone Blvd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/2041-Joseph-E-Boone-Blvd-NW-Atlanta-GA-30314/82615475_zpid/,"$190,000",House for sale,6 bds,3 ba,"2,448 sqft","$185,957",Single Family,2007,Forced air,Central,2 spaces,"7,579 sqft",$78,$973
"1790 NW Sanford Dr, Atlanta, GA",https://www.zillow.com/homedetails/1790-NW-Sanford-Dr-Atlanta-GA-30318/296370842_zpid/,"$511,900",New construction,4 bds,4 ba,"2,922 sqft","$498,311",Single Family,2019,No Data,No Data,No Data,0.3 acres,$175,"$2,624"
"567 Greenwood Ave NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/567-Greenwood-Ave-NE-Atlanta-GA-30308/35880206_zpid/,"$615,000",House for sale,4 bds,3 ba,"2,136 sqft","$604,576",Single Family,1987,Heat pump,Central,4 spaces,"5,880 sqft",$288,"$3,105"
"1261 Virginia Ave NE APT 4, Atlanta, GA",https://www.zillow.com/homedetails/1261-Virginia-Ave-NE-APT-4-Atlanta-GA-30306/2083794458_zpid/,"$1,195,900",New construction,4 bds,5 ba,"2,931 sqft","$1,153,305",Townhouse,2019,No Data,No Data,No Data,No Data,$408,"$6,343"
"1868 Joseph E Boone Blvd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1868-Joseph-E-Boone-Blvd-NW-Atlanta-GA-30314/65440927_zpid/,"$335,000",House for sale,8 bds,6 ba,"2,940 sqft","$326,672",Single Family,2003,Forced air,Other,4 spaces,0.44 acres,$114,"$1,646"
"1823 La Dawn Ln NW # 16, Atlanta, GA",https://www.zillow.com/homedetails/1823-La-Dawn-Ln-NW-16-Atlanta-GA-30318/2082346394_zpid/,"$489,900",New construction,3 bds,3 ba,"2,142 sqft","$474,198",Townhouse,No Data,No Data,No Data,No Data,No Data,$229,"$2,657"
"1861 La Dawn Ln NW # 3, Atlanta, GA",https://www.zillow.com/homedetails/1861-La-Dawn-Ln-NW-3-Atlanta-GA-30318/2082346395_zpid/,"$449,900",New construction,3 bds,3 ba,"2,142 sqft","$431,813",Townhouse,No Data,No Data,No Data,No Data,No Data,$210,"$2,460"
"1819 La Dawn Ln NW # 18, Atlanta, GA",https://www.zillow.com/homedetails/1819-La-Dawn-Ln-NW-18-Atlanta-GA-30318/2082346451_zpid/,"$464,900",New construction,3 bds,3 ba,"2,142 sqft","$449,999",Townhouse,No Data,No Data,No Data,No Data,No Data,$217,"$2,534"
"1853 La Dawn Ln NW # 7, Atlanta, GA",https://www.zillow.com/homedetails/1853-La-Dawn-Ln-NW-7-Atlanta-GA-30318/2082346472_zpid/,"$449,900",New construction,3 bds,3 ba,"2,142 sqft","$432,787",Townhouse,No Data,No Data,No Data,No Data,No Data,$210,"$2,460"
"1199 Ewing Pl SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1199-Ewing-Pl-SW-Atlanta-GA-30310/35835756_zpid/,"$169,888",House for sale,3 bds,2 ba,"1,123 sqft","$158,959",Single Family,1930,Forced air,Central,1 space,"10,018 sqft",$151,$870
"325 E Paces Ferry Rd NE APT 2211, Atlanta, GA 30305",https://www.zillow.com/homedetails/325-E-Paces-Ferry-Rd-NE-APT-2211-Atlanta-GA-30305/69380932_zpid/,"$439,000",Condo for sale,2 bds,2 ba,"1,344 sqft","$431,068",Condo,2004,Forced air,Central,2 spaces,$0/month,$327,"$2,157"
"972 Berne St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/972-Berne-St-SE-Atlanta-GA-30316/65460432_zpid/,"$245,000",Lot / Land for sale,"7,492 sqft lot",,,,,,,,,,,"$1,254"
"215 Stovall St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/215-Stovall-St-SE-Atlanta-GA-30316/35839208_zpid/,"$539,900",House for sale,3 bds,3 ba,"1,550 sqft","$524,609",Single Family,1925,Forced air,Central,Off street,"8,886 sqft",$348,"$2,652"
"1000 Margaret Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1000-Margaret-Pl-NW-Atlanta-GA-30318/35921180_zpid/,"$140,000",House for sale,3 bds,1 ba,"1,008 sqft","$135,503",Single Family,1965,Forced air,Central,No Data,0.27 acres,$139,$717
"1682 Abner Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1682-Abner-Ct-NW-Atlanta-GA-30318/35923480_zpid/,"$195,000",For sale by owner,4 bds,2 ba,"1,032 sqft",,Single Family,1960,Other,Central,Carport,0.28 acres,$189,$998
"1652 Gilstrap Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1652-Gilstrap-Ln-NW-Atlanta-GA-30318/98004269_zpid/,"$442,500",Townhouse for sale,3 bds,4 ba,"2,102 sqft","$433,993",Townhouse,2008,Forced air,Central,2 spaces,"2,134 sqft",$211,"$2,326"
"30 5th St NE UNIT 202, Atlanta, GA 30308",https://www.zillow.com/homedetails/30-5th-St-NE-UNIT-202-Atlanta-GA-30308/55016428_zpid/,"$299,000",Condo for sale,1 bd,1 ba,882 sqft,"$294,790",Condo,1999,Forced air,Central,No Data,$450/month,$339,"$1,919"
"867 Peachtree St NE # 802, Atlanta, GA 30308",https://www.zillow.com/homedetails/867-Peachtree-St-NE-802-Atlanta-GA-30308/249121027_zpid/,"$1,499,990",Condo for sale,3 bds,3 ba,"2,710 sqft","$1,425,763",Condo,2016,Forced air,Central,2 spaces,"$1,774/month",$554,"$9,347"
"794 Ralph Mcgill Blvd NE UNIT 8, Atlanta, GA 30312",https://www.zillow.com/homedetails/794-Ralph-Mcgill-Blvd-NE-UNIT-8-Atlanta-GA-30312/69378206_zpid/,"$395,000",Condo for sale,2 bds,2 ba,"1,253 sqft","$381,918",Condo,1936,Forced air,Central,1 space,$353/month,$315,"$2,293"
"3324 Peachtree Rd NE UNIT 1714, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-1714-Atlanta-GA-30326/82619813_zpid/,"$439,900",Condo for sale,2 bds,2 ba,"1,238 sqft","$431,237",Condo,2005,Forced air,Central,Attached Garage,$45/month,$355,"$2,206"
"114 Fairburn Rd SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/114-Fairburn-Rd-SW-Atlanta-GA-30331/35872665_zpid/,"$155,000",House for sale,5 bds,3 ba,"2,208 sqft","$148,708",Single Family,1950,Forced air,Central,"Carport, Attached Garage",0.71 acres,$70,$793
"2353 Rover Ct # 26, Atlanta, GA",https://www.zillow.com/homedetails/2353-Rover-Ct-26-Atlanta-GA-30317/2082354156_zpid/,"$492,900",New construction,4 bds,4 ba,"2,400 sqft","$476,256",Single Family,2019,Forced air,Central,Attached Garage,No Data,$205,"$2,558"
"3476 Rockhaven Cir NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/3476-Rockhaven-Cir-NE-Atlanta-GA-30324/35940319_zpid/,"$550,000",Make Me Move®,3 bds,2 ba,"1,634 sqft","$535,163",Single Family,1950,Forced air,Central,2 spaces,0.45 acres,$337,"$2,702"
"821 Ralph Mcgill Blvd NE APT 3309, Atlanta, GA 30306",https://www.zillow.com/homedetails/821-Ralph-Mcgill-Blvd-NE-APT-3309-Atlanta-GA-30306/82617217_zpid/,"$350,000",Condo for sale,2 bds,2 ba,"1,049 sqft","$345,446",Condo,2001,Heat pump,Central,2 spaces,$327/month,$334,"$2,046"
"1634 Ponce De Leon Ave NE UNIT 209, Atlanta, GA 30307",https://www.zillow.com/homedetails/1634-Ponce-De-Leon-Ave-NE-UNIT-209-Atlanta-GA-30307/2082354554_zpid/,"$375,000",Condo for sale,3 bds,3 ba,"1,702 sqft","$351,851",Condo,1970,"Forced air, Heat pump",Central,2 spaces,$407/month,$220,"$2,262"
"734 N Highland Ave NE APT 4, Atlanta, GA 30306",https://www.zillow.com/homedetails/734-N-Highland-Ave-NE-APT-4-Atlanta-GA-30306/35851184_zpid/,"$305,000",Condo for sale,2 bds,1 ba,"1,050 sqft","$299,361",Condo,1910,Forced air,Central,Off street,$260/month,$290,"$1,758"
"1321 Lorenzo Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1321-Lorenzo-Dr-SW-Atlanta-GA-30310/35840874_zpid/,"$229,900",House for sale,5 bds,2 ba,"2,192 sqft","$221,385",Single Family,1949,Forced air,Central,2 spaces,0.32 acres,$105,"$1,177"
"1475 Austin Rd SW, South Fulton, GA 30331",https://www.zillow.com/homedetails/1475-Austin-Rd-SW-South-Fulton-GA-30331/35892041_zpid/,"$110,000",House for sale,3 bds,2 ba,"1,540 sqft","$106,333",Single Family,1966,Forced air,Other,Carport,0.41 acres,$71,$587
"421 2nd Ave NE, Atlanta, GA 30317",https://www.zillow.com/homedetails/421-2nd-Ave-NE-Atlanta-GA-30317/14465762_zpid/,"$414,000",House for sale,3 bds,2 ba,"1,215 sqft","$397,610",Single Family,1936,Forced air,Central,Off street,"4,356 sqft",$341,"$2,048"
"2357 Rover Ct # 27, Atlanta, GA",https://www.zillow.com/homedetails/2357-Rover-Ct-27-Atlanta-GA-30317/2082354581_zpid/,"$489,900",New construction,3 bds,4 ba,"2,400 sqft","$473,366",Single Family,2019,Forced air,Central,Attached Garage,No Data,$204,"$2,543"
"749 Baliwick Dr SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/749-Baliwick-Dr-SE-Atlanta-GA-30312/69378574_zpid/,"$420,000",Townhouse for sale,3 bds,4 ba,"1,804 sqft","$414,913",Townhouse,2004,Forced air,Central,2 spaces,"1,001 sqft",$233,"$2,198"
"1719 Niskey Lake Rd SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/1719-Niskey-Lake-Rd-SW-Atlanta-GA-30331/35878540_zpid/,"$375,000",House for sale,5 bds,5 ba,"4,034 sqft","$365,020",Single Family,2004,Forced air,Central,Attached Garage,1.1 acres,$93,"$1,842"
"1138 Coleman St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1138-Coleman-St-SW-Atlanta-GA-30310/35891028_zpid/,"$240,000",House for sale,3 bds,2 ba,"1,200 sqft","$234,309",Single Family,1945,Forced air,Central,3 spaces,"4,007 sqft",$200,"$1,229"
"0 Epworth St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/0-Epworth-St-SW-Atlanta-GA-30310/2082357640_zpid/,"$70,000",Lot / Land for sale,0.35 acres lot,,,,,,,,,,,$374
"201 S Howard St SE UNIT 2, Atlanta, GA 30317",https://www.zillow.com/homedetails/201-S-Howard-St-SE-UNIT-2-Atlanta-GA-30317/97969025_zpid/,"$345,000",Townhouse for sale,2 bds,3 ba,"1,832 sqft","$335,052",Townhouse,2009,No Data,Central,Attached Garage,723 sqft,$188,"$1,856"
"Hayden Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898946_zpid/,"$229,600+",New construction,5 bds,3 ba,"2,511 sqft","$225,641",Single Family,2019,No Data,No Data,2 spaces,No Data,$91,"$1,175"
"474 Kelly St SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/474-Kelly-St-SE-Atlanta-GA-30312/35881857_zpid/,"$389,000",Apartment for sale,2 bds,2 ba,"1,368 sqft",,Multi Family,1920,Forced air,Central,"Off street, On street",$284,,"$1,911"
"2657 Lenox Rd NE # K147, Atlanta, GA 30324",https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-K147-Atlanta-GA-30324/2082358655_zpid/,"$149,000",Condo for sale,1 bd,1 ba,650 sqft,,Condo,1994,Forced air,Central,No Data,No Data,$229,$763
"224 Triumph Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/224-Triumph-Dr-NW-Atlanta-GA-30327/35915878_zpid/,"$295,900",Townhouse for sale,3 bds,3 ba,"1,402 sqft","$286,945",Townhouse,1970,Forced air,Central,Off street,0.7 acres,$211,"$1,499"
"1204 Barnes St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1204-Barnes-St-NW-Atlanta-GA-30318/35899593_zpid/,"$445,000",House for sale,2 bds,1 ba,"1,256 sqft","$429,829",Single Family,1940,Forced air,Central,4 spaces,"8,263 sqft",$354,"$2,186"
"2795 Peachtree Rd NE UNIT 708, Atlanta, GA 30305",https://www.zillow.com/homedetails/2795-Peachtree-Rd-NE-UNIT-708-Atlanta-GA-30305/88816896_zpid/,"$644,000",Condo for sale,2 bds,3 ba,"1,794 sqft",,Condo,2007,Forced air,Central,No Data,$632/month,$359,"$3,883"
"1006 Violet Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1006-Violet-Ave-SE-Atlanta-GA-30315/35882687_zpid/,"$275,000",House for sale,3 bds,2 ba,"1,250 sqft","$267,948",Single Family,1978,Forced air,Central,Off street,"6,011 sqft",$220,"$1,351"
"145 Flat Shoals Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/145-Flat-Shoals-Ave-SE-Atlanta-GA-30316/88828147_zpid/,"$585,000",House for sale,3 bds,3 ba,"2,652 sqft","$577,920",Single Family,2007,Forced air,Central,No Data,"8,799 sqft",$221,"$2,869"
"2357 Rover Ct, Atlanta, GA",https://www.zillow.com/homedetails/2357-Rover-Ct-Atlanta-GA-30317/2082366526_zpid/,"$489,900",New construction,3 bds,4 ba,"2,412 sqft","$481,430",Single Family,2019,No Data,No Data,No Data,No Data,$203,"$2,543"
"390 17th St NW UNIT 3040, Atlanta, GA 30363",https://www.zillow.com/homedetails/390-17th-St-NW-UNIT-3040-Atlanta-GA-30363/88826993_zpid/,"$189,000",Condo for sale,1 bd,1 ba,868 sqft,"$184,192",Condo,2007,"Forced air, Heat pump",Central,1 space,$437/month,$218,"$1,405"
"2353 Rover Ct, Atlanta, GA",https://www.zillow.com/homedetails/2353-Rover-Ct-Atlanta-GA-30317/2082367519_zpid/,"$492,900",New construction,4 bds,4 ba,"2,412 sqft","$483,478",Single Family,2018,No Data,No Data,No Data,No Data,$204,"$2,558"
"149 Stratford Dr NW, Atlanta, GA 30311",https://www.zillow.com/homedetails/149-Stratford-Dr-NW-Atlanta-GA-30311/35870783_zpid/,"$69,900",House for sale,4 bds,2 ba,"1,164 sqft","$66,493",Single Family,1940,Forced air,Central,No Data,0.26 acres,$60,$373
"2795 Peachtree Rd NE UNIT 901, Atlanta, GA 30305",https://www.zillow.com/homedetails/2795-Peachtree-Rd-NE-UNIT-901-Atlanta-GA-30305/2082367908_zpid/,"$639,000",Condo for sale,2 bds,3 ba,"1,680 sqft",,Condo,2007,Forced air,Central,No Data,No Data,$380,"$3,226"
"800 Peachtree St NE APT 2305, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-2305-Atlanta-GA-30308/65461991_zpid/,"$222,500",Condo for sale,1 bd,1 ba,775 sqft,"$220,563",Condo,2001,Forced air,Central,2 spaces,$306/month,$287,"$1,445"
"3275 Lenox Rd NE APT 205, Atlanta, GA 30324",https://www.zillow.com/homedetails/3275-Lenox-Rd-NE-APT-205-Atlanta-GA-30324/65465174_zpid/,"$275,000",Condo for sale,1 bd,2 ba,"1,166 sqft",,Condo,2001,Forced air,Central,Attached Garage,$426/month,$236,"$1,777"
"511 Ross St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/511-Ross-St-SW-Atlanta-GA-30315/69346836_zpid/,"$188,900",House for sale,4 bds,3 ba,"1,925 sqft","$184,064",Single Family,2007,Forced air,Other,No Data,"10,454 sqft",$98,$967
"700 Argonne Ave NE APT 6, Atlanta, GA 30308",https://www.zillow.com/homedetails/700-Argonne-Ave-NE-APT-6-Atlanta-GA-30308/2082432871_zpid/,"$189,900",Condo for sale,2 bds,1 ba,667 sqft,"$183,733",Condo,1965,Other,Central,1 space,$330/month,$285,"$1,302"
"750 Winton Way, Atlanta, GA",https://www.zillow.com/homedetails/750-Winton-Way-Atlanta-GA-30312/283677540_zpid/,"$499,900",New construction,3 bds,4 ba,"2,073 sqft","$495,336",Townhouse,2019,Gas,No Data,1 space,"3,223 sqft",$241,"$2,456"
"707 Taylor Ct NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/707-Taylor-Ct-NE-Atlanta-GA-30324/283677043_zpid/,"$511,900",Townhouse for sale,3 bds,4 ba,-- sqft,"$502,981",Townhouse,2017,Forced air,"Central, Other",2 spaces,"1,001 sqft",No Data,"$2,805"
"Blaire Plan, Cascades",https://www.zillow.com/community/cascades/2084012311_zpid/,"$215,900+",New construction,3 bds,3.5 ba,"1,685 sqft","$210,302",Townhouse,2019,No Data,No Data,2 spaces,No Data,$128,"$1,105"
"B-2 Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118309_zpid/,"$549,900+",New construction,2 bds,2 ba,"1,129 sqft","$532,980",Condo,2019,Heat pump,Central,Attached Garage,No Data,$487,"$2,701"
"955 Juniper St NE UNIT 2228, Atlanta, GA 30309",https://www.zillow.com/homedetails/955-Juniper-St-NE-UNIT-2228-Atlanta-GA-30309/65469240_zpid/,"$250,000",House for sale,1 bd,1 ba,821 sqft,,Single Family,1996,Forced air,Central,No Data,819 sqft,$305,"$5,120"
"1858 Devon Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1858-Devon-Dr-SW-Atlanta-GA-30311/71759056_zpid/,"Est. $81,085",Pre-foreclosure / Auction,3 bds,3 ba,"1,328 sqft","$81,085",Condo,2005,Forced air,Central,Attached Garage,$275/month,,$708
"1359 Elizabeth Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1359-Elizabeth-Ave-SW-Atlanta-GA-30310/35841057_zpid/,"Est. $103,106",Pre-foreclosure / Auction,3 bds,1 ba,"1,071 sqft","$103,106",Single Family,1950,Forced air,Central,No Data,"5,998 sqft",,$528
"165 Mathewson Pl SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/165-Mathewson-Pl-SW-Atlanta-GA-30314/35843828_zpid/,"Est. $218,259",Pre-foreclosure / Auction,2 bds,2 ba,"1,374 sqft","$218,259",Single Family,1940,Other,Central,No Data,"10,001 sqft",,"$1,072"
"1422 Willow Trl SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1422-Willow-Trl-SW-Atlanta-GA-30311/35848680_zpid/,$--,Pre-foreclosure / Auction,3 bds,1 ba,"1,546 sqft",,Single Family,1965,Forced air,Central,No Data,0.3 acres,,$0
"588 Hamilton E Holmes Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/588-Hamilton-E-Holmes-Dr-NW-Atlanta-GA-30318/35864425_zpid/,"Est. $142,832",Pre-foreclosure / Auction,4 bds,2 ba,"1,039 sqft","$142,832",Single Family,1955,Other,None,No Data,"9,147 sqft",,$731
"80 Howard St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/80-Howard-St-NW-Atlanta-GA-30314/35855205_zpid/,"Est. $119,005",Pre-foreclosure / Auction,2 bds,1 ba,"1,016 sqft","$119,005",Single Family,1953,Forced air,Central,No Data,"8,712 sqft",,$609
"2780 Glenlocke Way NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2780-Glenlocke-Way-NW-Atlanta-GA-30318/69374215_zpid/,"Est. $234,380",Pre-foreclosure / Auction,4 bds,3 ba,"2,612 sqft","$234,380",Single Family,2004,Forced air,Central,Attached Garage,"9,147 sqft",,"$1,189"
"2098 Morehouse Dr NW # 19, Atlanta, GA 30314",https://www.zillow.com/homedetails/2098-Morehouse-Dr-NW-19-Atlanta-GA-30314/2082371990_zpid/,"$70,000",House for sale,3 bds,3 ba,850 sqft,,Single Family,1945,Gas,None,1 space,"9,147 sqft",$82,$374
"1032 Seaboard Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1032-Seaboard-Ave-NW-Atlanta-GA-30318/35916060_zpid/,"$995,000",House for sale,6 bds,4 ba,"4,048 sqft","$969,410",Single Family,2015,Other,None,2 spaces,0.28 acres,$246,"$5,023"
"2528 Ryne St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2528-Ryne-St-NW-Atlanta-GA-30318/35864460_zpid/,"$209,900",House for sale,3 bds,2 ba,"1,200 sqft","$205,488",Single Family,1955,"Forced air, Other",Other,2 spaces,"8,698 sqft",$175,"$1,075"
"2559 Dale Creek Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2559-Dale-Creek-Dr-NW-Atlanta-GA-30318/35864299_zpid/,"$140,000",House for sale,3 bds,2 ba,"1,500 sqft","$136,271",Single Family,1955,Forced air,Central,Carport,"9,152 sqft",$93,$717
"45 Ivan Allen Jr Blvd NW UNIT 2604, Atlanta, GA 30308",https://www.zillow.com/homedetails/45-Ivan-Allen-Jr-Blvd-NW-UNIT-2604-Atlanta-GA-30308/108598095_zpid/,"$795,000",Condo for sale,2 bds,3 ba,"2,171 sqft","$781,735",Condo,2010,Forced air,Central,2 spaces,"$1,452/month",$366,"$5,466"
"1447 Akridge St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1447-Akridge-St-NW-Atlanta-GA-30314/35844538_zpid/,"$249,900",House for sale,4 bds,3 ba,"2,800 sqft","$245,335",Single Family,1955,Forced air,Central,No Data,"7,492 sqft",$89,"$1,279"
"3325 Piedmont Rd NE UNIT 1708, Atlanta, GA 30305",https://www.zillow.com/homedetails/3325-Piedmont-Rd-NE-UNIT-1708-Atlanta-GA-30305/92191522_zpid/,"$385,000",Condo for sale,1 bd,1 ba,928 sqft,"$378,803",Condo,2008,"Forced air, Other",Central,1 space,$450/month,$415,"$2,341"
"878 Peachtree St NE APT 633, Atlanta, GA 30309",https://www.zillow.com/homedetails/878-Peachtree-St-NE-APT-633-Atlanta-GA-30309/55016346_zpid/,"$299,000",Condo for sale,1 bd,1 ba,956 sqft,"$296,035",Condo,1951,Forced air,Central,1 space,$385/month,$313,"$1,854"
"742 Memorial Dr SE # 22, Atlanta, GA",https://www.zillow.com/homedetails/742-Memorial-Dr-SE-22-Atlanta-GA-30316/2082375246_zpid/,"$319,900",New construction,1 bd,1 ba,860 sqft,"$313,985",Condo,2019,No Data,No Data,1 space,$259/month,$372,"$1,831"
"425 Chapel St SW APT 2303, Atlanta, GA 30313",https://www.zillow.com/homedetails/425-Chapel-St-SW-APT-2303-Atlanta-GA-30313/2083960086_zpid/,"$179,900",Condo for sale,1 bd,1 ba,991 sqft,"$176,792",Condo,2006,No Data,No Data,1 space,$311/month,$182,"$1,232"
"751 Piedmont Ave NE APT 5, Atlanta, GA 30308",https://www.zillow.com/homedetails/751-Piedmont-Ave-NE-APT-5-Atlanta-GA-30308/35881028_zpid/,"$380,000",Townhouse for sale,2 bds,3 ba,"1,250 sqft","$376,771",Townhouse,1990,Forced air,Central,2 spaces,479 sqft,$304,"$1,883"
"1026 Saint Charles Ave NE APT 11, Atlanta, GA 30306",https://www.zillow.com/homedetails/1026-Saint-Charles-Ave-NE-APT-11-Atlanta-GA-30306/65460796_zpid/,"$215,000",Condo for sale,1 bd,1 ba,706 sqft,"$213,949",Condo,1920,Forced air,Central,2 spaces,$224/month,$305,"$1,325"
"1484 Mcpherson Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1484-Mcpherson-Ave-SE-Atlanta-GA-30316/14457014_zpid/,"$479,900",House for sale,3 bds,3 ba,"2,200 sqft","$473,773",Single Family,1959,"Forced air, Heat pump",Central,2 spaces,"4,356 sqft",$218,"$2,374"
"400 W Peachtree St NW UNIT 3007, Atlanta, GA 30308",https://www.zillow.com/homedetails/400-W-Peachtree-St-NW-UNIT-3007-Atlanta-GA-30308/2082379279_zpid/,"$249,900",Condo for sale,1 bd,1 ba,730 sqft,"$245,591",Condo,2007,No Data,No Data,1 space,$258/month,$342,"$1,537"
