Address,Title_link,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"792 Antone St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/792-Antone-St-NW-Atlanta-GA-30318/35909930_zpid/,Sold 11/08/2019,"$461,105 ",3 bds,2 ba,"1,934 sqft",Single Family,1950,1980,Heat pump,Central,1 space,"6,359 sqft",Candidate for a community solar programSun Number™: 20.22,"$461,203 ","$429,000 - $493,000","+$11,597 (+2.6 %)"
"1441 Dupont Commons Cir NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1441-Dupont-Commons-Cir-NW-Atlanta-GA-30318/123479020_zpid/,Sold 11/07/2019,"$500,000 ",3 bds,3 ba,"2,830 sqft",Single Family,2013,2013,Forced air,Central,Attached Garage,"4,573 sqft",Great solar potentialSun Number™: 89.81,"$500,124 ","$465,000 - $535,000","+$7,427 (+1.5 %)"
"1308 Pasadena Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1308-Pasadena-Ave-NE-Atlanta-GA-30306/14521334_zpid/,Sold 11/07/2019,"$767,000 ",3 bds,3 ba,"2,012 sqft",Single Family,1960,1960,Forced air,Central,1 space,"8,712 sqft",,"$767,228 ","$729,000 - $806,000","-$2,390 (-0.3 %)"
"2016 Dellwood Dr NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/2016-Dellwood-Dr-NW-Atlanta-GA-30309/35908408_zpid/,Sold 11/04/2019,"$395,000 ",3 bds,1 ba,"1,278 sqft",Single Family,1940,1980,Forced air,Central,Detached Garage,0.42 acres,,"$395,140 ","$367,000 - $423,000","-$134,465 (-25.4 %)"
"2227 Melante Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/2227-Melante-Dr-NE-Atlanta-GA-30324/35929422_zpid/,Sold 11/04/2019,"$624,000 ",3 bds,2 ba,"1,951 sqft",Single Family,2008,2008,Forced air,Central,2 spaces,"10,454 sqft",,"$624,222 ","$581,000 - $668,000","+$33,834 (+5.7 %)"
"3278 Ferncliff Ln, Atlanta, GA 30324",https://www.zillow.com/homedetails/3278-Ferncliff-Ln-Atlanta-GA-30324/121351650_zpid/,Sold 11/04/2019,"$467,000 ",3 bds,4 ba,"2,352 sqft",Townhouse,2012,2012,Forced air,Central,2 spaces,"1,002 sqft",,"$467,166 ","$434,000 - $500,000","-$1,276 (-0.3 %)"
"3695 Peachtree Rd NE APT C, Atlanta, GA 30319",https://www.zillow.com/homedetails/3695-Peachtree-Rd-NE-APT-C-Atlanta-GA-30319/2107241700_zpid/,Sold 11/01/2019,"$765,500 ",3 bds,4 ba,"3,750 sqft",Townhouse,2003,2003,Forced air,Central,Attached Garage,,,"$765,854 ","$712,000 - $819,000","-$12,993 (-1.7 %)"
"4055 N Stratford Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4055-N-Stratford-Rd-NE-Atlanta-GA-30342/35927934_zpid/,Sold 11/01/2019,"$365,000 ",3 bds,2 ba,"1,700 sqft",Single Family,1956,1980,Forced air,Central,1 space,0.67 acres,,"$365,168 ","$340,000 - $391,000","-$19,261 (-5.0 %)"
"1166 Cumberland Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1166-Cumberland-Rd-NE-Atlanta-GA-30306/35918449_zpid/,Sold 11/01/2019,"$627,000 ",3 bds,2 ba,"2,162 sqft",Single Family,1932,1980,Forced air,Central,Detached Garage,"8,624 sqft",Great solar potentialSun Number™: 92.23,"$627,290 ","$583,000 - $671,000","-$3,165 (-0.5 %)"
"508 Allen Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/508-Allen-Rd-NE-Atlanta-GA-30324/35931834_zpid/,Sold 11/01/2019,"$382,500 ",3 bds,2 ba,"1,134 sqft",Single Family,1955,1980,Forced air,Central,,"10,062 sqft",,"$382,676 ","$356,000 - $409,000","-$4,596 (-1.2 %)"
"1178 John Collier Rd, Atlanta, GA 30318",https://www.zillow.com/homedetails/1178-John-Collier-Rd-Atlanta-GA-30318/171603466_zpid/,Sold 11/01/2019,"$525,000 ",3 bds,4 ba,"2,519 sqft",Townhouse,2015,2015,Forced air,Central,2 spaces,"1,768 sqft",,"$525,242 ","$488,000 - $562,000","-$10,564 (-2.0 %)"
"2093 Dellwood Dr NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/2093-Dellwood-Dr-NW-Atlanta-GA-30309/35908427_zpid/,Sold 11/01/2019,"$625,000 ",3 bds,2 ba,"1,877 sqft",Single Family,1940,1980,Forced air,"Central, Other",3 spaces,0.29 acres,,"$625,289 ","$582,000 - $669,000","+$4,214 (+0.7 %)"
"1909 Bay Line Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1909-Bay-Line-Ln-NW-Atlanta-GA-30318/249123650_zpid/,Sold 10/31/2019,"$500,000 ",3 bds,4 ba,"2,320 sqft",Townhouse,2017,2017,Forced air,Central,2 spaces,0.41 acres,,"$500,240 ","$465,000 - $535,000","-$6,644 (-1.3 %)"
"72 Alden Ave NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/72-Alden-Ave-NW-Atlanta-GA-30309/35899759_zpid/,Sold 10/31/2019,"$650,000 ",3 bds,2 ba,"2,146 sqft",Single Family,1930,1970,Heat pump,"Central, Other",2 spaces,"10,497 sqft",,"$650,312 ","$605,000 - $696,000","+$14,243 (+2.2 %)"
"2463 Claude St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2463-Claude-St-NW-Atlanta-GA-30318/35923583_zpid/,Sold 10/30/2019,"$320,000 ",3 bds,2 ba,"1,278 sqft",Single Family,1961,2005,Forced air,Central,2 spaces,0.27 acres,"GreenEnergyEfficient:,Water Heater-gas,Candidate for a community solar programSun Number™: 20.21","$320,159 ","$298,000 - $343,000","-$9,208 (-2.8 %)"
"2686 Mango Cir NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2686-Mango-Cir-NW-Atlanta-GA-30318/35924492_zpid/,Sold 10/30/2019,"$129,000 ",3 bds,1 ba,"1,150 sqft",Single Family,1955,1955,Other,Central,3 spaces,"9,901 sqft",Great solar potentialSun Number™: 85.82,"$129,064 ","$120,000 - $138,000","+$3,765 (+3.0 %)"
"11 Scotland Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/11-Scotland-Pl-NW-Atlanta-GA-30318/35920616_zpid/,Sold 10/30/2019,"$345,000 ",3 bds,3 ba,"1,560 sqft",Townhouse,1979,1979,Forced air,Central,,"1,568 sqft",,"$345,172 ","$321,000 - $369,000","+$4,957 (+1.5 %)"
"241 Devin Pl NE # 35, Atlanta, GA 30305",https://www.zillow.com/homedetails/241-Devin-Pl-NE-35-Atlanta-GA-30305/2082904066_zpid/,Sold 10/30/2019,"$762,590 ",3 bds,4 ba,"2,430 sqft",Townhouse,2019,,,,4 spaces,,,"$762,970 ","$710,000 - $816,000","+$16,383 (+2.2 %)"
"1250 N Highland Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1250-N-Highland-Ave-NE-Atlanta-GA-30306/35918767_zpid/,Play video iconVideo Walkthrough,"$685,000 ",3 bds,3 ba,"2,842 sqft",Single Family,1982,,Forced air,Central,2 spaces,0.34 acres,,"$685,353 ","$637,000 - $733,000","+$12,672 (+1.9 %)"
"8 Honour Ave NW UNIT 4, Atlanta, GA 30305",https://www.zillow.com/homedetails/8-Honour-Ave-NW-UNIT-4-Atlanta-GA-30305/88817850_zpid/,Play video iconVideo Walkthrough,$1.07M,3 bds,4 ba,"4,049 sqft",Townhouse,2007,2007,Forced air,Central,2 spaces,"1,306 sqft",,"$1,075,555 ",$1.00M - $1.15M,"+$12,817 (+1.2 %)"
"755 Berkeley Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/755-Berkeley-Ave-NW-Atlanta-GA-30318/35909938_zpid/,Sold 10/28/2019,"$410,000 ",3 bds,2 ba,"1,555 sqft",Single Family,1940,1980,"Forced air, Other",Central,1 space,"5,880 sqft",,"$410,219 ","$382,000 - $439,000","+$4,355 (+1.1 %)"
"2402 N Main St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2402-N-Main-St-NW-Atlanta-GA-30318/35923040_zpid/,Sold 10/25/2019,"$95,000 ",3 bds,1 ba,962 sqft,Single Family,1971,,Forced air,Central,,"7,361 sqft",Limited solar potentialSun Number™: 50.62,"$95,055 ","$88,000 - $102,000","-$15,212 (-13.8 %)"
"3449 Landen Pine Ct NE # 21, Atlanta, GA 30305",https://www.zillow.com/homedetails/3449-Landen-Pine-Ct-NE-21-Atlanta-GA-30305/2085062501_zpid/,Sold 10/24/2019,"$685,000 ",3 bds,4 ba,"2,277 sqft",Townhouse,2018,,,,,,,"$685,415 ","$637,000 - $733,000","+$6,560 (+1.0 %)"
"88 Lakeland Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/88-Lakeland-Dr-NW-Atlanta-GA-30305/35942895_zpid/,Sold 10/23/2019,"$550,000 ",3 bds,2 ba,"1,491 sqft",Single Family,1945,1985,Forced air,Central,,"9,408 sqft",,"$550,343 ","$512,000 - $589,000","-$6,411 (-1.2 %)"
"1664 Gilstrap Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1664-Gilstrap-Ln-NW-Atlanta-GA-30318/123477880_zpid/,Sold 10/23/2019,"$435,000 ",3 bds,4 ba,"2,839 sqft",Townhouse,2013,2013,Forced air,Central,2 spaces,"2,919 sqft",,"$435,271 ","$405,000 - $466,000","-$5,547 (-1.3 %)"
"872 Westmoreland Cir NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/872-Westmoreland-Cir-NW-Atlanta-GA-30318/283677482_zpid/,3D Homes Icon3D Home,"$322,000 ",3 bds,3 ba,"1,590 sqft",Townhouse,2017,,Forced air,None,2 spaces,"1,742 sqft",,"$322,201 ","$300,000 - $345,000","+$1,785 (+0.6 %)"
"725 Brookridge Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/725-Brookridge-Dr-NE-Atlanta-GA-30306/35930565_zpid/,Sold 10/22/2019,"$552,000 ",3 bds,4 ba,"2,135 sqft",Townhouse,1935,1990,Forced air,Central,,"1,220 sqft",,"$552,354 ","$514,000 - $591,000","+$8,506 (+1.6 %)"
"4539 Wieuca Rd NE # 12, Atlanta, GA 30342",https://www.zillow.com/homedetails/4539-Wieuca-Rd-NE-12-Atlanta-GA-30342/2083279577_zpid/,Sold 10/22/2019,"$425,000 ",3 bds,3 ba,#NAME?,Townhouse,1997,1997,Forced air,Central,Attached Garage,"4,356 sqft","GreenEnergyEfficient:,Programmable Thermostat, Insulation-ceiling, Water Heater-gas","$425,273 ","$396,000 - $455,000","+$8,574 (+2.1 %)"
"4539 Wieuca Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4539-Wieuca-Rd-NE-Atlanta-GA-30342/35934019_zpid/,Sold 10/22/2019,"$425,000 ",3 bds,3 ba,"2,472 sqft",Townhouse,1997,1997,Forced air,Central,,"4,499 sqft",,"$425,273 ","$396,000 - $455,000","+$7,785 (+1.9 %)"
"8 Honour Ave NW UNIT 4, Atlanta, GA 30305",https://www.zillow.com/homedetails/8-Honour-Ave-NW-UNIT-4-Atlanta-GA-30305/88817850_zpid/,Play video iconVideo Walkthrough,$1.07M,3 bds,4 ba,"4,049 sqft",Townhouse,2007,2007,Forced air,Central,2 spaces,"1,306 sqft",,"$1,075,555 ",$1.00M - $1.15M,"+$12,817 (+1.2 %)"
"755 Berkeley Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/755-Berkeley-Ave-NW-Atlanta-GA-30318/35909938_zpid/,Sold 10/28/2019,"$410,000 ",3 bds,2 ba,"1,555 sqft",Single Family,1940,1980,"Forced air, Other",Central,1 space,"5,880 sqft",,"$410,219 ","$382,000 - $439,000","+$4,355 (+1.1 %)"
"2402 N Main St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2402-N-Main-St-NW-Atlanta-GA-30318/35923040_zpid/,Sold 10/25/2019,"$95,000 ",3 bds,1 ba,962 sqft,Single Family,1971,,Forced air,Central,,"7,361 sqft",Limited solar potentialSun Number™: 50.62,"$95,055 ","$88,000 - $102,000","-$15,212 (-13.8 %)"
"1046 N Virginia Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1046-N-Virginia-Ave-NE-Atlanta-GA-30306/35895659_zpid/,Sold 10/24/2019,"$874,900 ",3 bds,3 ba,"2,317 sqft",Single Family,1930,1965,Forced air,Central,2 spaces,"7,492 sqft",Great solar potentialSun Number™: 89.03,"$875,430 ","$814,000 - $937,000","+$26,912 (+3.2 %)"
"3449 Landen Pine Ct NE # 21, Atlanta, GA 30305",https://www.zillow.com/homedetails/3449-Landen-Pine-Ct-NE-21-Atlanta-GA-30305/2085062501_zpid/,Sold 10/24/2019,"$685,000 ",3 bds,4 ba,"2,277 sqft",Townhouse,2018,,,,,,,"$685,415 ","$637,000 - $733,000","+$6,560 (+1.0 %)"
"1209 Virginia Park Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1209-Virginia-Park-Dr-NE-Atlanta-GA-30306/240155141_zpid/,Sold 10/23/2019,"$625,000 ",3 bds,4 ba,"2,400 sqft",Townhouse,2016,,Forced air,Central,4 spaces,862 sqft,,"$625,427 ","$594,000 - $657,000","+$9,764 (+1.6 %)"
"313 10th St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/313-10th-St-NW-Atlanta-GA-30318/35899465_zpid/,Sold 10/21/2019,"$365,000 ",3 bds,3 ba,"1,800 sqft",Townhouse,1983,,Forced air,Central,"Off street, On street","1,263 sqft",,"$365,241 ","$340,000 - $391,000","-$2,555 (-0.7 %)"
"795 Amber Pl NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/795-Amber-Pl-NW-Atlanta-GA-30331/35850525_zpid/,Sold 10/18/2019,"$107,000 ",3 bds,2 ba,"1,188 sqft",Single Family,1959,1959,Forced air,Central,,"9,104 sqft",,"$110,932 ","$104,000 - $116,000","+$1,929 (+1.8 %)"
"648 Hamilton E Holmes Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/648-Hamilton-E-Holmes-Dr-NW-Atlanta-GA-30318/35864677_zpid/,Sold 10/18/2019,"$198,000 ",3 bds,2 ba,"1,645 sqft",Single Family,1940,1940,"Forced air, Other","Central, Other",5 spaces,0.45 acres,,"$198,141 ","$184,000 - $212,000",+$976 (+0.5 %)
"935 Fairburn Rd NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/935-Fairburn-Rd-NW-Atlanta-GA-30331/35871911_zpid/,Sold 10/18/2019,"$58,900 ",3 bds,1 ba,"1,000 sqft",Single Family,1961,1961,Forced air,Central,,"8,450 sqft",,We are unable to provide a Zestimate for this home,Unavailable,Unavailable
"120 Terrace Dr NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/120-Terrace-Dr-NE-Atlanta-GA-30305/35896410_zpid/,Sold 10/17/2019,"$640,000 ",3 bds,2 ba,"1,762 sqft",Single Family,1924,1990,Forced air,Central,,"10,319 sqft",,"$640,469 ","$596,000 - $685,000",+$909 (+0.1 %)
"1854 Greystone Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1854-Greystone-Rd-NW-Atlanta-GA-30318/35908460_zpid/,Sold 10/17/2019,"$612,500 ",3 bds,2 ba,"1,423 sqft",Single Family,1940,1960,"Forced air, Other",Central,,0.32 acres,,"$612,949 ","$570,000 - $656,000","+$13,242 (+2.2 %)"
"916 Dean Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/916-Dean-Dr-NW-Atlanta-GA-30318/35914977_zpid/,Sold 10/17/2019,"$740,000 ",3 bds,2 ba,"2,390 sqft",Single Family,1951,1990,Gas,Central,,0.44 acres,,"$740,542 ","$689,000 - $792,000","-$3,007 (-0.4 %)"
"1916 Main St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1916-Main-St-NW-Atlanta-GA-30318/65470972_zpid/,Sold 10/17/2019,"$250,000 ",3 bds,2 ba,990 sqft,Single Family,1957,1990,Forced air,Other,4 spaces,"8,502 sqft",,"$250,183 ","$233,000 - $268,000","-$6,168 (-2.4 %)"
"1538 Walthall Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1538-Walthall-Ct-NW-Atlanta-GA-30318/35908824_zpid/,Sold 10/17/2019,"$794,000 ",3 bds,3 ba,"2,750 sqft",Single Family,1960,2011,Forced air,Central,Attached Garage,0.31 acres,Great solar potentialSun Number™: 92.21,"$794,582 ","$739,000 - $850,000","+$7,489 (+1.0 %)"
"1393 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1393-Liberty-Pkwy-NW-Atlanta-GA-30318/82625947_zpid/,Sold 10/16/2019,"$277,500 ",3 bds,4 ba,"1,326 sqft",Townhouse,2006,2006,Forced air,Central,1 space,609 sqft,,"$277,708 ","$258,000 - $300,000","+$2,408 (+0.9 %)"
"1169 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1169-Liberty-Pkwy-NW-Atlanta-GA-30318/71753627_zpid/,Sold 10/16/2019,"$260,000 ",3 bds,4 ba,"1,432 sqft",Townhouse,2005,,Forced air,Central,1 space,653 sqft,,"$263,207 ","$245,000 - $284,000","+$1,173 (+0.4 %)"
"1169 Liberty Pkwy NW # 1169, Atlanta, GA 30318",https://www.zillow.com/homedetails/1169-Liberty-Pkwy-NW-1169-Atlanta-GA-30318/2083713328_zpid/,Sold 10/16/2019,"$260,000 ",3 bds,4 ba,"1,432 sqft",Townhouse,2005,,,,2 spaces,653 sqft,,"$260,195 ","$242,000 - $281,000",-$935 (-0.4 %)
"37 Old Ivy Sq NE # 37, Atlanta, GA 30342",https://www.zillow.com/homedetails/37-Old-Ivy-Sq-NE-37-Atlanta-GA-30342/2113234444_zpid/,Sold 10/16/2019,"$370,000 ",3 bds,3 ba,"1,612 sqft",Townhouse,1969,1969,"Forced air, Heat pump","Central, Other",2 spaces,"1,611 sqft",,"$370,277 ","$344,000 - $400,000","-$6,366 (-1.7 %)"
"2783 Oldknow Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2783-Oldknow-Dr-NW-Atlanta-GA-30318/35864834_zpid/,Sold 10/16/2019,"$135,500 ",3 bds,2 ba,"1,280 sqft",Single Family,1958,2018,Forced air,Central,8 spaces,0.44 acres,Candidate for a community solar programSun Number™: 20.22,"$135,601 ","$126,000 - $146,000","-$27,710 (-17.0 %)"
"85 East Andrews, Atlanta, GA 30305",https://www.zillow.com/homedetails/85-East-Andrews-Atlanta-GA-30305/2093823065_zpid/,Sold 10/15/2019,$1.55M,3 bds,4 ba,"3,760 sqft",Townhouse,,,,,,,,"$1,551,192 ",$1.44M - $1.68M,"+$91,255 (+6.3 %)"
"2597 Church St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2597-Church-St-NW-Atlanta-GA-30318/35923600_zpid/,Sold 10/15/2019,"$275,000 ",3 bds,2 ba,"1,177 sqft",Single Family,2007,1970,Forced air,Central,4 spaces,"9,060 sqft",,"$275,211 ","$256,000 - $297,000","+$2,645 (+1.0 %)"
"85 E Andrews Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/85-E-Andrews-Dr-NW-Atlanta-GA-30305/249124628_zpid/,Sold 10/15/2019,$1.55M,3 bds,4 ba,"4,000 sqft",Townhouse,2016,2016,Forced air,Central,Attached Garage,"1,481 sqft",,"$1,551,192 ",$1.44M - $1.68M,"-$125,438 (-7.5 %)"
"1312 Lenox Cir NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1312-Lenox-Cir-NE-Atlanta-GA-30306/14532611_zpid/,Sold 10/15/2019,"$475,000 ",3 bds,2 ba,"2,576 sqft",Single Family,1954,1954,,Central,Carport,"3,001 sqft",,"$442,053 ","$420,000 - $464,000","-$52,300 (-10.6 %)"
"4545 Wieuca Rd NE APT 22, Atlanta, GA 30342",https://www.zillow.com/homedetails/4545-Wieuca-Rd-NE-APT-22-Atlanta-GA-30342/35934261_zpid/,Sold 10/15/2019,"$315,000 ",3 bds,3 ba,"1,944 sqft",Townhouse,1972,1972,Heat pump,Central,2 spaces,"1,942 sqft",,"$315,242 ","$293,000 - $340,000","-$3,068 (-1.0 %)"
"700 Darlington Cir NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/700-Darlington-Cir-NE-Atlanta-GA-30305/35928967_zpid/,Sold 10/15/2019,"$575,000 ",3 bds,2 ba,"1,958 sqft",Single Family,1950,1950,Forced air,Central,1 space,0.33 acres,Candidate for a community solar programSun Number™: 20.21,"$575,442 ","$535,000 - $621,000","-$2,848 (-0.5 %)"
"3129 E Wood Valley Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3129-E-Wood-Valley-Rd-NW-Atlanta-GA-30327/35911296_zpid/,Sold 10/15/2019,"$585,000 ",3 bds,2 ba,"2,075 sqft",Single Family,1954,1985,Forced air,Central,4 spaces,0.51 acres,,"$631,379 ","$600,000 - $663,000","+$1,486 (+0.2 %)"
"629 Boulevard Ne, Atlanta, GA 30308",https://www.zillow.com/homedetails/629-Boulevard-Ne-Atlanta-GA-30308/98007397_zpid/,Sold 10/15/2019,"$838,000 ",3 bds,4 ba,"3,081 sqft",Single Family,2008,2008,Forced air,Central,3 spaces,"4,399 sqft",,"$838,644 ","$780,000 - $906,000","+$6,578 (+0.8 %)"
"2545 Forrest Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2545-Forrest-Ave-NW-Atlanta-GA-30318/35923926_zpid/,Sold 10/11/2019,"$329,000 ",3 bds,2 ba,"1,400 sqft",Single Family,1916,1916,Other,Central,4 spaces,0.34 acres,,"$329,276 ","$306,000 - $356,000",-$388 (-0.1 %)
"1100 Canter Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1100-Canter-Rd-NE-Atlanta-GA-30324/35938462_zpid/,Sold 10/11/2019,"$475,000 ",3 bds,2 ba,"1,463 sqft",Single Family,1952,1952,"Forced air, Heat pump",Central,Carport,0.6 acres,,"$475,399 ","$442,000 - $513,000","+$2,291 (+0.5 %)"
"3740 Powers Ferry Rd NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/3740-Powers-Ferry-Rd-NW-Atlanta-GA-30342/35942393_zpid/,Sold 10/11/2019,"$418,500 ",3 bds,1 ba,"1,460 sqft",Single Family,1954,1970,Forced air,Central,2 spaces,0.55 acres,,"$418,852 ","$390,000 - $452,000","-$9,238 (-2.2 %)"
"2390 Clarissa Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2390-Clarissa-Dr-NW-Atlanta-GA-30318/35922708_zpid/,Sold 10/11/2019,"$79,000 ",3 bds,1 ba,864 sqft,Single Family,1960,1970,Forced air,Central,,"10,802 sqft",,"$79,066 ","$74,000 - $85,000","-$3,694 (-4.5 %)"
"2166 Colvin Ct NW # 14, Atlanta, GA 30318",https://www.zillow.com/homedetails/2166-Colvin-Ct-NW-14-Atlanta-GA-30318/2084414166_zpid/,Sold 10/10/2019,"$350,150 ",3 bds,4 ba,"2,153 sqft",Townhouse,2018,2018,Heat pump,Central,,,,"$369,742 ","$344,000 - $399,000",+$126 (+0.0 %)
"2074 Telfair Cir NE # 108, Atlanta, GA 30324",https://www.zillow.com/homedetails/2074-Telfair-Cir-NE-108-Atlanta-GA-30324/2085906860_zpid/,Sold 10/10/2019,"$745,870 ",3 bds,3 ba,#NAME?,Townhouse,2018,2018,Forced air,Central,,,,"$746,511 ","$694,000 - $806,000","+$27,561 (+3.8 %)"
"1920 Red Eagle Walk, Atlanta, GA 30318",https://www.zillow.com/homedetails/1920-Red-Eagle-Walk-Atlanta-GA-30318/283676380_zpid/,Sold 10/09/2019,"$609,900 ",3 bds,4 ba,"2,869 sqft",Single Family,2019,,Gas,Central,,"2,614 sqft",,"$610,435 ","$568,000 - $659,000","+$24,529 (+4.2 %)"
"1121 Park Overlook Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1121-Park-Overlook-Dr-NE-Atlanta-GA-30324/65465016_zpid/,Sold 10/09/2019,"$720,000 ",3 bds,4.5 ba,"3,642 sqft",Single Family,2002,2002,Forced air,Central,2 spaces,"2,827 sqft",,"$720,631 ","$670,000 - $778,000","-$23,686 (-3.2 %)"
"818 Bolton Rd NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/818-Bolton-Rd-NW-Atlanta-GA-30331/35871933_zpid/,Sold 10/08/2019,"$1,000 ",3 bds,1 ba,"1,000 sqft",Single Family,1960,1985,Other,Central,,"10,158 sqft",,"$86,748 ","$63,000 - $129,000","-$3,936 (-4.3 %)"
"737 Alfred Rd NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/737-Alfred-Rd-NW-Atlanta-GA-30331/65449020_zpid/,Sold 10/08/2019,"$103,000 ",3 bds,1 ba,892 sqft,Single Family,1958,1958,Stove,Central,,0.35 acres,,"$98,583 ","$86,000 - $135,000","-$3,684 (-3.6 %)"
"838 Vedado Way NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/838-Vedado-Way-NE-Atlanta-GA-30308/35879889_zpid/,Sold 10/08/2019,"$768,000 ",3 bds,3 ba,"2,594 sqft",Single Family,1925,1965,Forced air,Central,2 spaces,"6,098 sqft",,"$768,687 ","$715,000 - $830,000",+$49 (+0.0 %)
"720 Hillpine Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/720-Hillpine-Dr-NE-Atlanta-GA-30306/35930285_zpid/,Sold 10/08/2019,$1.79M,3 bds,2 ba,"1,860 sqft",Single Family,1946,1970,Forced air,Central,,,,"$1,796,607 ",$1.67M - $1.94M,"+$605,500 (+50.8 %)"
"2708 Crescendo Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2708-Crescendo-Dr-NW-Atlanta-GA-30318/35864843_zpid/,Sold 10/08/2019,"$200,000 ",3 bds,2 ba,"1,882 sqft",Single Family,1963,1963,Forced air,Central,1 space,0.26 acres,,"$200,179 ","$186,000 - $216,000","+$3,119 (+1.6 %)"
"278 Goodson Way NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/278-Goodson-Way-NW-Atlanta-GA-30309/119315367_zpid/,Sold 10/04/2019,"$449,900 ",3 bds,3 ba,"1,457 sqft",Townhouse,2011,,Forced air,Central,1 space,435 sqft,,"$448,540 ","$426,000 - $471,000","+$1,500 (+0.3 %)"
"47 28th St NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/47-28th-St-NW-Atlanta-GA-30309/2084729283_zpid/,Sold 10/04/2019,$1.44M,3 bds,4 ba,"3,551 sqft",Single Family,1925,,,,1 space,0.33 acres,,"$1,436,388 ",$1.34M - $1.55M,"-$54,733 (-3.7 %)"
"47 8th St NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/47-8th-St-NE-Atlanta-GA-30309/35900081_zpid/,Sold 10/04/2019,$1.44M,3 bds,3.5 ba,"3,828 sqft",Single Family,1925,1980,Forced air,Central,Detached Garage,0.33 acres,,"$1,436,388 ",$1.34M - $1.55M,"+$6,320 (+0.4 %)"
"3537 Fairburn Pl NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3537-Fairburn-Pl-NW-Atlanta-GA-30331/35872108_zpid/,Sold 10/04/2019,"$211,000 ",3 bds,2 ba,"1,484 sqft",Single Family,1963,1963,Forced air,Other,2 spaces,0.31 acres,,"$211,204 ","$196,000 - $228,000","+$61,355 (+40.9 %)"
