Address,Bedrooms,Bathrooms,Area,Zestimate,Year Built,Parking,HL,Monthcost,PI,PT,HI,HF,lat,lng,Avgprice,Type_Single Family,Type_Townhouse,Heating_Baseboard,"Heating_Baseboard, Forced air","Heating_Baseboard, Radiant",Heating_Forced air,"Heating_Forced air, Heat pump","Heating_Forced air, Heat pump, Other","Heating_Forced air, Other",Heating_Gas,Heating_Heat pump,"Heating_Heat pump, Other, Stove",Heating_No Data,Heating_None,Heating_Other,Heating_Radiant,Cooling_Central,"Cooling_Central, Other","Cooling_Central, Solar",Cooling_No Data,Cooling_None,Cooling_Other,Cooling_Wall,"Cooling_Wall, Refrigeration"
2119.0,0.42495794246078505,0.44583856495500107,0.2802580726451635,0.5712478346247754,-1.836105296102267,-1.644039916712949e-14,-0.3788804809258217,-0.009826349316816838,0.24161628138987742,0.13234228885269997,0.3022957635913763,-0.041078579635787246,42.324028999999996,-71.08501700000001,0.46811172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30315.0,-0.5207817922313535,-0.407124291807648,-0.630495146717407,-0.9531268216743157,-0.1801724116404398,1.6988742524763454,0.37273006410004245,-0.11512606435324314,-0.6382661143834637,-0.6415383169027249,-0.6507338094431634,-0.041078579635787246,33.702829,-84.382515,-0.49801382,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10305.0,1.3706976771529236,-0.407124291807648,0.0552832795631851,0.6936500036615912,-0.30755186429134956,-1.644039916712949e-14,-0.3292609832127959,0.013388516183057671,0.4408660066960052,0.3140869765679891,0.43756447718337543,-0.041078579635787246,40.596691,-74.074866,0.3183953,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No Data,1.3706976771529236,0.44583856495500107,2.3178587205148364,-0.5851110842093131,1.4502845822912054,0.6411460301491085,-6.321543189388702e-17,-0.0867060720596748,0.0,3.332577228879655e-16,1.7475309421528827e-16,0.0,0,0,-0.2643676,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2124.0,1.3706976771529236,0.44583856495500107,0.8644031494194232,1.0226281909755337,-1.836105296102267,0.6411460301491085,-0.26500168271727187,0.02452748752156248,0.5237495012448352,0.4196161500800925,0.6035760802281017,-0.041078579635787246,42.285804999999996,-71.070571,0.46811172,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30331.0,1.3706976771529236,0.01935713657367655,1.160422614000974,-0.8862732804948001,1.1955256769893858,-1.644039916712949e-14,0.19052398696636266,-0.10955657868399074,-0.6157613244728543,-0.5799796323539979,-0.6015451863188,-0.039140626289550326,33.707454999999996,-84.544149,-0.9296833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30311.0,-0.5207817922313535,-0.407124291807648,-0.8722443761256733,-1.1887552516074582,-0.1801724116404398,-1.644039916712949e-14,0.09942094839952285,-0.13235503404036975,-0.7760393404215852,-0.811557540894447,-0.7921511009257081,-0.041078579635787246,33.723262,-84.475994,-1.0021195,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11692.0,0.42495794246078505,-0.407124291807648,0.08093829982691948,-0.17534183892259841,-1.0718285801968082,-1.644039916712949e-14,-0.4337807662693743,-0.051727620006052216,-0.07893975050758435,-0.2985685029883889,-0.1465504224184392,-0.041078579635787246,40.594095,-73.792896,0.4239927,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30318.0,-1.466521526923492,-0.407124291807648,-0.3423695345246978,-0.7848659504849556,0.533152523204655,-0.4165821921781283,-0.44951881618179595,-0.08248991935678279,-0.5515403386303833,-0.49497002035813686,-0.5339108295228006,-0.020127732649442162,33.792303000000004,-84.447862,-0.66111696,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10466.0,0.42495794246078505,0.01935713657367655,-0.191399607588107,-0.24212939136075548,0.43124896108392713,-1.644039916712949e-14,-0.4389570131631457,-7.574456385473366e-16,-0.12285153569901747,-0.21649025692341956,-0.18959046765225712,-0.041078579635787246,40.890964000000004,-73.846239,0.0062571927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30312.0,-0.5207817922313535,0.01935713657367655,-0.25060350050441715,-0.6171607739596674,1.093622114868658,-0.4165821921781283,-0.4907201653736492,-0.07811761285007997,-0.4505432326900871,-0.36598991939889935,-0.4293850053835284,-0.028560448561446062,33.744725,-84.375231,-0.49801382,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30316.0,-0.5207817922313535,-0.407124291807648,-0.741995811709791,-0.6673052712088672,-0.0018411779291661028,-1.644039916712949e-14,0.1449724676829427,-0.09248376280067495,-0.47030353602623204,-0.36012718753711587,-0.4478307390551647,-0.041078579635787246,33.711546000000006,-84.331796,-0.49801382,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30331.0,0.42495794246078505,0.44583856495500107,1.3439546820415351,-0.8474302234761653,1.3738569107006595,-1.644039916712949e-14,0.07664518875781287,-0.10632940007190056,-0.5921587399324589,-0.5477346071141885,-0.5769508747566184,-0.038931117819686875,33.707454999999996,-84.544149,-0.9296833,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2130.0,-0.5207817922313535,0.01935713657367655,-0.36901128633703734,2.280064496112674,1.4502845822912054,-1.644039916712949e-14,-0.1055818420747373,0.1332625862418267,1.3608179064565291,1.1319380712867904,1.3475540049840973,-0.030603156142614708,42.309174,-71.113835,0.46811172,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10460.0,-0.5207817922313535,-0.407124291807648,-0.929474805944773,-0.10510897956719475,0.6860078663857467,-1.644039916712949e-14,-0.40695798189692894,-7.574456385473366e-16,-0.030087889482115004,-0.11975518120399146,-0.10351037718462129,-0.041078579635787246,40.841758,-73.879571,0.0062571927,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30318.0,-1.466521526923492,-0.407124291807648,-0.9679573363403746,-0.46880766411068775,-0.5368348790629872,-1.644039916712949e-14,-0.20581386062116735,-0.07895043313707098,-0.3594262784178634,-0.24873528216322893,-0.33100775913480174,-0.041078579635787246,33.792303000000004,-84.447862,-0.66111696,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2136.0,0.42495794246078505,0.01935713657367655,0.09376580995878667,0.3701176240555546,0.7114837569159287,0.6411460301491085,-0.2194606402832871,-0.025493780965835284,0.11317430970493554,0.003362187893462491,0.16702704999937706,-0.041078579635787246,42.255083,-71.12921999999999,0.46811172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2131.0,-0.5207817922313535,-0.407124291807648,-0.5624106698636504,0.27181523798121254,-0.052792958989530014,-0.4165821921781283,-0.2877983960578522,-0.035383521873853574,0.031937507100784274,-0.07871605817150681,0.08094695953174123,-0.041078579635787246,42.284333000000004,-71.126228,0.46811172,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2136.0,0.42495794246078505,0.01935713657367655,-0.24270964811557577,0.31773298269181444,-1.5813463908004475,2.7566024748035822,-0.15112288450872205,-0.029345574793168724,0.08133826544114653,-0.028882837346346876,0.13628416054665,-0.041078579635787246,42.255083,-71.12921999999999,0.46811172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30306.0,-2.4122612616156305,-0.407124291807648,-1.0192673768678433,-0.8340414551636798,0.533152523204655,-1.4743104145053652,-0.48366150194549046,-0.10091606820645897,-0.5817296909494936,-0.5360091433906214,-0.5646537189755276,-0.03479332553988372,33.789322999999996,-84.35149799999999,0.31026712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30312.0,-0.5207817922313535,0.01935713657367655,-0.17166497661600366,-0.10781104487124521,1.144573895929022,0.6411460301491085,-0.433571457038267,-0.05240428648923242,-0.15029640144366316,0.023881749409704816,-0.10351037718462129,-0.041078579635787246,33.744725,-84.375231,-0.49801382,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30331.0,0.42495794246078505,0.01935713657367655,-4.487135577642987e-16,-1.4029060827742166,1.3483810201704776,-1.644039916712949e-14,1.5570695654689608,-0.14661708145509086,-0.885269906085275,-0.9669199352317103,-0.9212712366271618,-0.041078579635787246,33.707454999999996,-84.544149,-0.9296833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11414.0,-0.5207817922313535,-0.407124291807648,-0.9561165577571126,0.0903496723368408,-0.30755186429134956,-1.644039916712949e-14,-0.3292609832127959,-0.026118396181078547,0.12140776942832926,-0.0494023988625892,0.11168984898446832,-0.041078579635787246,40.657604,-73.84480400000001,0.4239927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30308.0,-0.5207817922313535,0.01935713657367655,-0.8327751141814665,-0.5245021618173069,0.7114837569159287,-0.4165821921781283,-0.5132554129935427,-0.07374530634337714,-0.400044679719939,-0.30149986891928066,-0.3740478043686197,-0.030603156142614708,33.771126,-84.378108,0.31026712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30318.0,0.42495794246078505,0.44583856495500107,0.3927454691861527,-0.382126242698752,1.3993328012308415,1.6988742524763454,-0.33333943849183695,-0.06349120655980028,-0.3199056717455736,-0.19597069540717724,-0.2879677139009838,-0.030603156142614708,33.792303000000004,-84.447862,-0.66111696,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30318.0,-0.5207817922313535,-0.8336057201889725,-1.2846981634426338,-1.2920067932836916,-0.052792958989530014,-0.4165821921781283,-0.08053693349992373,-0.14026682676678437,-0.8391625316342702,-0.8877730550976328,-0.8536368798311622,-0.041078579635787246,33.792303000000004,-84.447862,-0.66111696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30309.0,-0.5207817922313535,-0.407124291807648,-1.110046679339519,-0.4649664247452899,0.507676632674473,-0.4165821921781283,-0.14657388203548322,-0.07900248440500793,-0.35997517573275634,-0.24873528216322893,-0.33100775913480174,-0.041078579635787246,33.799884000000006,-84.385805,0.31026712,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30331.0,0.42495794246078505,0.01935713657367655,0.6828445444760722,-0.8693940550736122,1.144573895929022,-1.644039916712949e-14,-0.0003824303504502096,-0.10809914318175647,-0.6053322754898889,-0.5682541686304309,-0.5892480305377092,-0.038931117819686875,33.707454999999996,-84.544149,-0.9296833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2132.0,1.3706976771529236,0.01935713657367655,0.08883215221576082,0.6820672430073399,-1.0718285801968082,-1.644039916712949e-14,-0.2900465912920853,-0.04948941548476387,-0.08387982634162058,-0.19597069540717724,-0.042024598279167116,-0.041078579635787246,42.280454999999996,-71.162017,0.46811172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10314.0,0.42495794246078505,0.01935713657367655,0.2723642202563222,0.7144954997475932,0.558628413734837,-1.644039916712949e-14,-0.4048664838890307,0.013128259843372979,0.43867041743643354,0.31115561063709735,0.43141589929283003,-0.041078579635787246,40.599263,-74.165748,0.3183953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10309.0,4.207916881229339,0.8723199933363256,0.8940050958775783,2.3427676927699017,0.4567248516141091,-1.644039916712949e-14,-0.04158377954230359,0.21539948704631545,2.129274147306609,1.9058186770422152,2.0484918845062747,-0.041078579635787246,40.531346,-74.21985699999999,0.37059745,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30331.0,1.3706976771529236,1.2988014217176502,2.771755232873214,-0.47761195144457896,1.144573895929022,-1.644039916712949e-14,1.2154331708433113,-0.0808763300507377,-0.3885178361071878,-0.2839116733339301,-0.3617506485875288,-0.03935013475941378,33.707454999999996,-84.544149,-0.9296833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30327.0,-0.5207817922313535,-0.407124291807648,-0.050296996137567926,0.36969737996585017,-0.052792958989530014,-1.644039916712949e-14,0.37273006410004245,-0.006182760561231153,0.23502951361116245,0.41668478414920074,0.2162156731237404,-0.041078579635787246,33.869694,-84.4173,1.1184897,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30327.0,1.3706976771529236,1.7252828500989748,2.602037406513125,2.0607075005618904,0.6605319758555648,-1.4743104145053652,4.927881992442035,0.13284617609833121,1.347644370899099,1.7709758442211943,1.3352568492030064,-0.041078579635787246,33.869694,-84.4173,1.1184897,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30327.0,-0.5207817922313535,-0.407124291807648,-0.021681781228018043,0.2115397323876496,-0.8170696748949887,-0.4165821921781283,0.2588512658914925,-0.026743011396321806,0.052246707751822094,0.2847733172590715,0.11168984898446832,-0.041078579635787246,33.869694,-84.4173,1.1184897,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30331.0,-0.5207817922313535,9.401948560962817,-0.8456026243133338,-1.172660944899272,1.144573895929022,-1.644039916712949e-14,-0.2156436507249329,-0.12839913767716243,-0.7650613941237269,-0.7969007112399882,-0.7798539451446173,-0.03845972376249411,33.707454999999996,-84.544149,-0.9296833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11040.0,-0.5207817922313535,-0.8336057201889725,-0.8653372552854371,0.5608876022314824,-0.30755186429134956,-1.644039916712949e-14,-0.3001900036061173,-7.574456385473366e-16,0.33218433834720823,0.1528618503689423,0.32689007515355795,-0.041078579635787246,40.745346999999995,-73.68029200000001,0.5393337,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30310.0,-0.5207817922313535,-0.407124291807648,-1.0360418131941311,-1.0381585245522875,-0.8170696748949887,1.6988742524763454,-0.22855841747216818,-0.12043529368281086,-0.6805312076302181,-0.6913715377278848,-0.6937738546769814,-0.041078579635787246,33.726586,-84.425995,-1.0021195,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2130.0,-0.5207817922313535,-0.8336057201889725,-0.6216145627799605,1.185405050448833,-1.5813463908004475,-1.644039916712949e-14,-0.42442152335980643,0.02702594838253552,0.544058701895873,0.44013571159633486,0.6281703917902833,-0.041078579635787246,42.309174,-71.113835,0.46811172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11366.0,-0.5207817922313535,-0.8336057201889725,1.6833903347617132,0.9188174815435777,-0.6896902222440789,-1.644039916712949e-14,-0.33971824549469065,-7.574456385473366e-16,0.5665634918064825,0.3785770270476079,0.5605360349942838,-0.041078579635787246,40.728152,-73.78501899999999,0.5393337,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30310.0,-1.466521526923492,-0.8336057201889725,-0.8604035975424112,-1.1369124125411882,-1.5813463908004475,-0.4165821921781283,0.23607550624978266,-0.1280868300695408,-0.7436543988429032,-0.761724320069287,-0.7491110556918901,-0.041078579635787246,33.726586,-84.425995,-1.0021195,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2126.0,-1.466521526923492,-0.8336057201889725,-1.1899719347765376,-0.38836391530296055,-0.5623107695931692,-1.4743104145053652,-0.33333943849183695,-0.08347889344758462,-0.362170764992328,-0.48031319070367806,-0.34330491491589255,-0.041078579635787246,42.274227,-71.09742299999999,0.46811172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30318.0,-0.5207817922313535,-0.407124291807648,-1.35080917719918,-1.5404127273988404,-0.43493131694225934,-1.644039916712949e-14,-0.1055818420747373,-0.15504938686087485,-0.9533331731319964,-1.046066815365788,-0.9889055934231614,-0.041078579635787246,33.792303000000004,-84.447862,-0.66111696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11420.0,-0.5207817922313535,-0.407124291807648,-4.487135577642987e-16,0.1504411040729299,-0.8170696748949887,-1.644039916712949e-14,-0.4285521351284269,-0.032520702137321965,0.0681647298837166,-0.09923561968774913,0.05635264796955956,-0.041078579635787246,40.673583,-73.81773000000001,0.4239927,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
