Address,Soldprice,Bedrooms,Bathrooms,Area,Year built,LRY,Parking,Lot,Zestimate,lat,lng,label,Avgprice,Type_Single Family,Type_Townhouse,Heating_Baseboard,Heating_Electric,Heating_Forced air,"Heating_Forced air, Heat pump","Heating_Forced air, Other","Heating_Forced air, Radiant",Heating_Gas,Heating_Heat pump,"Heating_Heat pump, Other",Heating_No Data,Heating_None,Heating_Other,Heating_Radiant,Heating_Stove,Cooling_Central,"Cooling_Central, Other","Cooling_Central, Refrigeration",Cooling_No Data,Cooling_None,Cooling_Other
30318,-1.5471000711885896,0.0,-0.6423048385336961,-1.220423834684211,-0.4663319846529723,-5.804995925067511e-13,-1.6118562897931037,0.09291576709203758,-1.4329994778601165,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,0.9493887161404414,0.0,-0.3866937293213068,1.5735013314964985,0.9600068885091743,0.9268281427927115,1.1400511632580099e-14,-0.7274049544379653,0.9941260568976189,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30331,-1.2260301868363903,0.0,-0.6423048385336961,-1.4048542880697352,-0.2842461710578047,-1.3003129744069912,1.1400511632580099e-14,0.09291576709203758,-1.296639003732073,33.707454681396484,-84.54415130615234,2,-1.4018317,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30318,-0.884832564536935,0.0,-0.3866937293213068,-0.9823646679028958,1.1724403377035366,1.3070717481682705,-1.6118562897931037,-0.9412355913954586,-0.940543501259242,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30342,0.4299632207273791,0.0,1.402584035165418,0.1948509920047065,-0.04146508626424781,-0.865748853977781,-0.3282727912850851,3.3972952178383418,0.4435521139847149,33.882179260253906,-84.37528991699219,3,0.2691243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.5439595831721129,0.0,-0.3866937293213068,0.1582265048075811,1.0813974309059526,1.1441102030073167,-0.3282727912850851,-0.6845674311743607,-0.5834338005882499,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30318,-1.128313265511808,0.0,1.402584035165418,0.0012644168199007976,1.1117450665051474,0.2749819621488961,1.1400511632580099e-14,-0.05128604559407175,-1.195192048178193,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30305,0.5760516413123028,0.0,-0.47189743239210324,1.5774253836961905,-0.6787654338473346,-0.2682231883876168,1.1400511632580099e-14,0.8315417619647408,0.5985853676474686,33.835697174072266,-84.38911437988281,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,0.25141070667913884,0.0,-0.5571011354628996,-0.6004235871328737,-1.3767610526288105,-1.0830309141923862,1.1400511632580099e-14,-0.4086223854846406,0.25978550601886785,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,-0.3329429756605563,0.0,-0.5571011354628996,-0.4709298645430374,-1.6802374086207568,-1.0830309141923862,1.1400511632580099e-14,-0.20835696422728878,-0.36203670830667645,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
