Address,Soldprice,Bedrooms,Bathrooms,Area,Year built,LRY,Parking,Lot,Zestimate,lat,lng,label,Avgprice,Type_Single Family,Type_Townhouse,Heating_Baseboard,Heating_Electric,Heating_Forced air,"Heating_Forced air, Heat pump","Heating_Forced air, Other","Heating_Forced air, Radiant",Heating_Gas,Heating_Heat pump,"Heating_Heat pump, Other",Heating_No Data,Heating_None,Heating_Other,Heating_Radiant,Heating_Stove,Cooling_Central,"Cooling_Central, Other","Cooling_Central, Refrigeration",Cooling_No Data,Cooling_None,Cooling_Other
30324,-0.13622355491024424,0.0,2.254621065873382,-0.1556976711677795,1.4759166936954826,-5.804995925067511e-13,1.1400511632580099e-14,-0.1792631463440907,-0.15550660834129454,33.81840515136719,-84.3581771850586,1,0.525583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30318,-0.41442785025348045,0.0,-0.47189743239210324,-0.5219425431390335,1.0207021597075636,1.035469172900014,1.1400511632580099e-14,-0.4708260390569999,-0.44841654547850696,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,-0.09191006733281755,0.0,2.254621065873382,-0.1556976711677795,1.4759166936954826,-5.804995925067511e-13,0.9553107072229334,1.078999455387287e-15,-0.10614670138596281,33.81840515136719,-84.3581771850586,1,0.525583,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,0.3647103928661131,0.0,-0.3866937293213068,0.5244713767788352,1.3848737868978989,1.6873153535438297,1.1400511632580099e-14,-0.9217802162465716,0.3660558389566457,33.78932189941406,-84.35150146484375,1,0.525583,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30324,-0.03265011112487961,0.0,1.402584035165418,0.14122227860891573,1.3848737868978989,1.6873153535438297,-0.3282727912850851,-0.9178534432807411,-0.04188927440947821,33.81840515136719,-84.3581771850586,1,0.525583,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,0.6474726469315989,0.0,-0.47189743239210324,-0.35844036815186653,-0.9215465186408914,-0.5398257636558732,-0.3282727912850851,-0.25699540209950666,0.6619066116718042,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30309,0.3910063085713994,0.0,-0.47189743239210324,-0.39114080314929994,1.2027879733027311,1.361392263221922,0.9553107072229334,-0.843958715651023,0.3980217380184273,33.79988479614258,-84.38580322265625,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.43682807474316876,0.0,1.402584035165418,-0.4957821951410868,0.9296592529099796,0.8725076277390603,-0.3282727912850851,-0.6744827642393871,-0.4684223681298639,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.4204901066816555,0.0,-0.6423048385336961,-1.6102130198536169,-0.6180701626489454,-5.804995925067511e-13,-1.6118562897931037,-0.02370938999312622,-1.4564684990409809,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.6373100839258788,0.0,2.254621065873382,-0.060212400975273986,1.445569058096288,-5.804995925067511e-13,2.238894205730952,1.078999455387287e-15,-0.6772861415411823,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30309,0.47865936092235367,0.0,-0.5571011354628996,-0.5834193609342083,-0.951894154240086,-0.5398257636558732,1.1400511632580099e-14,-0.18702744743561892,0.49502860848403557,33.79988479614258,-84.38580322265625,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30308,0.12122969189124011,0.0,-0.3866937293213068,0.0,1.4759166936954826,-5.804995925067511e-13,0.9553107072229334,1.078999455387287e-15,0.11243505810472788,33.77112579345703,-84.37810516357422,1,0.525583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30331,-1.5113895683789416,0.0,-0.6423048385336961,-1.306752983077435,-0.31459380665699926,-1.3546334894606427,-0.3282727912850851,-0.02370938999312622,-1.6474633891482389,33.707454681396484,-84.54415130615234,2,-1.4018317,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30318,-0.05699818122236691,0.0,-0.47189743239210324,-0.23025466296192765,0.6868781681164228,0.43794350730985,-0.3282727912850851,0.1706658718154799,-0.06759360198695923,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,-0.16096119412929133,0.0,2.254621065873382,0.0,1.445569058096288,-5.804995925067511e-13,2.238894205730952,1.078999455387287e-15,-0.17859233722653284,33.81840515136719,-84.3581771850586,1,0.525583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,0.8537819608909746,0.0,-0.47189743239210324,0.3191126449949534,0.5047923545212551,1.578674323436527,1.1400511632580099e-14,0.4039161859858073,0.8858578552684797,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30305,1.0467809965303907,0.0,2.254621065873382,1.7997883416787375,1.445569058096288,-5.804995925067511e-13,2.238894205730952,1.078999455387287e-15,1.0932698667105236,33.835697174072266,-84.38911437988281,4,0.67727894,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,-0.1706225083439745,0.0,-0.5571011354628996,-0.7011409269249685,-0.5573748914505562,-1.7891976098898528,1.1400511632580099e-14,1.3369174426671169,-0.1940698836419519,33.81840515136719,-84.3581771850586,1,0.525583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,0.9526351254867731,0.0,1.402584035165418,-0.18709008876531555,-1.5284992306247835,1.2527512331146193,-1.6118562897931037,-0.23718304759008946,0.9855918673773045,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.4546833261479928,0.0,1.402584035165418,0.38320549758992284,1.1117450665051474,1.198430718060968,-0.3282727912850851,-0.10144164574854228,-0.48339451142981127,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.1932414524384407,0.0,-0.6423048385336961,-1.458483001465526,-0.4663319846529723,-0.5398257636558732,-1.6118562897931037,-0.33472765785492264,-1.2621019935190996,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30318,-0.6770623663717101,0.0,-0.47189743239210324,-0.32835596795422783,1.1117450665051474,1.198430718060968,-1.6118562897931037,-0.9178534432807411,-0.7201538232413941,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.2584942802997068,0.0,-0.5571011354628996,-1.220423834684211,0.04957782053333602,-0.702787308816827,0.9553107072229334,-0.2192448347234549,-1.3632368880889298,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30342,-0.2842468354655815,0.0,-0.47189743239210324,-0.08768076637311804,-0.6180701626489454,-0.2682231883876168,0.9553107072229334,2.7364193276890814,-0.31861274398272393,33.882179260253906,-84.37528991699219,3,0.2691243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.20308660180729068,0.0,1.402584035165418,0.8907162487500891,1.0813974309059526,-5.804995925067511e-13,2.238894205730952,-0.5318695097076366,-0.2212700687625405,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.0146889383902007,0.0,-0.5571011354628996,-0.8358667191143941,-1.2250228746328375,-0.2682231883876168,1.1400511632580099e-14,-0.774080005827268,-1.0282903012198987,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30318,-0.4335816653968371,0.0,-0.47189743239210324,-0.10076094037209139,1.0510497953067581,1.0897896879536655,2.238894205730952,-0.6457459257167191,-0.4611974779556709,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,-0.04433069195298085,0.0,-0.3866937293213068,-0.1556976711677795,1.4759166936954826,-5.804995925067511e-13,2.238894205730952,-0.1792631463440907,-0.059402001155655894,33.81840515136719,-84.3581771850586,1,0.525583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.5373608431495946,0.0,-0.5571011354628996,-1.4192424794686058,0.44409708332286596,0.0033793868806396574,1.1400511632580099e-14,0.015165662368595047,-1.4237156635846393,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30342,-0.2193186485389489,0.0,-0.5571011354628996,-0.8541789627129568,-0.8305036118433077,1.0897896879536655,1.1400511632580099e-14,0.24841597653892245,-0.24447112453318845,33.882179260253906,-84.37528991699219,3,0.2691243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.44656730278216367,0.0,1.402584035165418,0.5453996551771925,1.0813974309059526,-5.804995925067511e-13,1.1400511632580099e-14,-0.6068351754189447,-0.47726522666701,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,0.20271456648416428,0.0,-0.5571011354628996,-0.23417871516161964,-0.5877225270497508,-5.804995925067511e-13,-1.6118562897931037,0.5594163954326924,0.1977871292095253,33.81840515136719,-84.3581771850586,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.362054738447686,0.0,-0.6423048385336961,-1.052997607497352,-1.5284992306247835,-1.3546334894606427,1.1400511632580099e-14,-0.10304805287092741,-1.285425160109593,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.8328900149956292,0.0,-0.3866937293213068,-0.9823646679028958,1.1724403377035366,1.3070717481682705,-1.6118562897931037,-0.9412355913954586,-0.8856173760992856,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.112405859714783,0.0,-0.5571011354628996,-1.0399174334983785,-1.5284992306247835,-0.8114283389241297,2.238894205730952,-0.568013669961303,-1.1787579670073174,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30309,0.5273555011173282,0.0,-0.47189743239210324,-0.39114080314929994,1.2027879733027311,1.361392263221922,-1.6118562897931037,-0.843958715651023,0.5370584742814184,33.79988479614258,-84.38580322265625,1,0.525583,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30319,0.39749912726406267,0.0,-0.5571011354628996,0.15561047000778644,-0.16285562866102624,-0.8114283389241297,1.1400511632580099e-14,0.8704168143264621,0.4041137111418313,33.875953674316406,-84.33476257324219,3,0.2691243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30318,0.19297533844516934,0.0,-0.47189743239210324,1.229492755323499,1.4759166936954826,1.8502768987047835,0.9553107072229334,-0.5485582948124158,0.18667843657080133,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.5764236766354293,0.0,2.254621065873382,0.3858215323897175,1.445569058096288,-5.804995925067511e-13,0.9553107072229334,1.078999455387287e-15,-0.6143990693207418,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.6413518635620621,0.0,-0.47189743239210324,-0.4957821951410868,0.9296592529099796,0.8725076277390603,1.1400511632580099e-14,-0.29590615239728085,-0.679613031052683,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30305,1.2513047853492838,0.0,2.254621065873382,2.183037439848657,-0.9215465186408914,0.0033793868806396574,1.1400511632580099e-14,4.6024218410517,1.293636762240925,33.835697174072266,-84.38911437988281,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30305,1.7609910527233514,0.0,-0.3866937293213068,2.681392069209542,1.1117450665051474,1.198430718060968,-0.3282727912850851,-0.8790319378230994,1.841639594002637,33.835697174072266,-84.38911437988281,4,0.67727894,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,-0.08459266066618584,0.0,2.254621065873382,-0.03405205297732727,1.4759166936954826,1.8502768987047835,-0.3282727912850851,-0.9050021863016596,-0.10222897924925253,33.81840515136719,-84.3581771850586,1,0.525583,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30318,-0.9919640729658792,0.0,-0.5571011354628996,-0.8280186147150101,-0.6180701626489454,-0.2682231883876168,1.1400511632580099e-14,-0.3261601532022017,-1.0520340717454157,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30319,0.21894661321582248,0.0,-0.5571011354628996,-0.4565416731441667,-0.8608512474425023,0.2749819621488961,0.9553107072229334,2.1144184899015417,0.2219447197356298,33.875953674316406,-84.33476257324219,3,0.2691243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30305,1.2577976040419472,0.0,-0.47189743239210324,1.7919402372793536,-1.4374563238271998,-5.804995925067511e-13,-0.3282727912850851,-0.14427916901214674,1.3030121596312862,33.835697174072266,-84.38911437988281,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.965992798195226,0.0,-0.5571011354628996,-0.8908034499100822,-1.0732846966368645,-2.7126463658019246,-0.3282727912850851,0.24841597653892245,-1.0255936872816436,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30324,0.007930005704265887,0.0,-0.5571011354628996,0.0012644168199007976,-0.6180701626489454,-0.2682231883876168,-0.3282727912850851,2.231043646986705,-0.004163815011649779,33.81840515136719,-84.3581771850586,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30318,-0.6673231383327148,0.0,-0.47189743239210324,-0.5350227171380069,1.4152214224970934,-5.804995925067511e-13,-0.3282727912850851,-0.8401211875253252,-0.7137124774945431,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30318,1.043534587184059,0.0,1.402584035165418,0.16999866140665712,-0.7698083406449184,-0.2682231883876168,1.1400511632580099e-14,0.365041133624086,1.07663565947379,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.8364610652765936,0.0,2.254621065873382,-0.8803393107109035,1.1724403377035366,1.3070717481682705,-0.3282727912850851,-0.9412355913954586,-0.8883173820047586,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.9338533456665428,0.0,-0.6423048385336961,-1.2701284958803096,-0.6787654338473346,-2.006479670104458,-1.6118562897931037,0.28729102890064373,-0.9917248946106026,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30342,0.39749912726406267,0.0,-0.3866937293213068,0.7337541607624088,0.3834018121244767,-0.10526164322666293,-0.3282727912850851,-0.766226459895607,0.4083129665576299,33.882179260253906,-84.37528991699219,3,0.2691243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30305,0.754604155360543,0.0,1.402584035165418,-0.26033906315956634,-0.0111174506650532,-0.8114283389241297,1.1400511632580099e-14,0.09291576709203758,0.5243555570502669,33.835697174072266,-84.38911437988281,4,0.67727894,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.3978711625871891,0.0,-0.47189743239210324,-0.26033906315956634,0.41374944772367134,-0.05094112817301163,-0.3282727912850851,-0.6135285384288829,-0.4310361054538286,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30305,0.27372977093516887,0.0,-0.5571011354628996,0.09544166961250898,-0.9822417898392807,0.2749819621488961,-1.6118562897931037,-0.3929152936213189,0.2710875407890139,33.835697174072266,-84.38911437988281,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30305,-0.09595509337834658,0.0,-0.47189743239210324,-0.2145584541631596,-0.3449414422561939,-0.2682231883876168,-0.3282727912850851,0.4039161859858073,-0.11549496303858062,33.835697174072266,-84.38911437988281,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,0.6247477815072774,0.0,3.1066580965813464,2.1490289874513264,0.9600068885091743,0.9268281427927115,-0.3282727912850851,-0.743290535981552,0.6377490211456998,33.81840515136719,-84.3581771850586,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30324,0.07253355169626552,0.0,-0.3866937293213068,-0.019663861578456576,1.445569058096288,-5.804995925067511e-13,-0.3282727912850851,1.078999455387287e-15,0.06087715639217689,33.81840515136719,-84.3581771850586,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30309,1.2740296507736053,0.0,-0.5571011354628996,0.09936572181220099,-2.1657995782078703,-5.804995925067511e-13,1.1400511632580099e-14,0.9481669190499046,1.3173635729303521,33.79988479614258,-84.38580322265625,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.5749790244763117,0.0,2.254621065873382,0.0,1.445569058096288,-5.804995925067511e-13,1.1400511632580099e-14,1.078999455387287e-15,-0.6114718016116674,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30305,-0.3978711625871891,0.0,-0.6423048385336961,-0.8136304233161394,-0.8911988830416968,-0.2682231883876168,1.1400511632580099e-14,-0.2814484882958143,-0.4308258034863168,33.835697174072266,-84.38911437988281,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.1706225083439745,0.0,1.402584035165418,-0.024895931178045918,-0.5573748914505562,-1.0830309141923862,0.9553107072229334,0.9092918666881833,-0.1901046739641906,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.4303352560505055,0.0,-0.47189743239210324,0.29426031439690403,0.41374944772367134,-0.05094112817301163,-0.3282727912850851,-0.6624347108214983,-0.46494560173148464,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30327,1.2902616975052636,0.0,-0.3866937293213068,0.7442182999615875,0.3530541765252821,-0.15958215828031422,0.9553107072229334,-0.7685468257390523,1.3430712924750512,33.869693756103516,-84.41729736328125,4,0.67727894,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,-0.1868545550756325,0.0,1.402584035165418,-0.971900528703717,0.6868781681164228,0.43794350730985,-0.3282727912850851,-0.8637710701604402,-0.20776664726795724,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.8199043776103027,0.0,-0.3866937293213068,-0.8803393107109035,1.0510497953067581,1.0897896879536655,-1.6118562897931037,-0.9373088184296282,-0.8722598091950734,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30331,-1.5113895683789416,0.0,-0.6423048385336961,-1.3590736790733284,-0.2538985354586101,-5.804995925067511e-13,1.1400511632580099e-14,-0.12785811842776515,-1.5951117671066921,33.707454681396484,-84.54415130615234,2,-1.4018317,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30318,-0.2112026251731198,0.0,-0.5571011354628996,-0.6161197959316417,-1.5284992306247835,1.6873153535438297,-0.3282727912850851,-0.6387848281863833,-0.2306081545135045,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30342,-0.30697170088990317,0.0,-0.5571011354628996,-0.9601283721046411,-0.9215465186408914,0.818187112685409,-1.6118562897931037,0.13179081945375865,-0.33587446515477476,33.882179260253906,-84.37528991699219,3,0.2691243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.5178823870716047,0.0,-0.6423048385336961,-1.2021115910856481,-1.2250228746328375,-0.8114283389241297,1.1400511632580099e-14,-0.3261601532022017,-1.5775481608522455,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.4367221534133139,0.0,-0.6423048385336961,-1.4519429144660394,-0.7698083406449184,-2.1694412152654117,1.1400511632580099e-14,-0.3269633567633943,-1.5180089602759028,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30324,1.3032473348905902,0.0,-0.47189743239210324,1.0437542845380774,-2.1354519426086758,1.6873153535438297,1.1400511632580099e-14,0.32616608126236496,1.357622831839975,33.81840515136719,-84.3581771850586,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.5633321179202477,0.0,-0.6423048385336961,-0.940508111106181,-1.2250228746328375,-2.9842489410701813,1.1400511632580099e-14,1.1814172332202322,-1.3494688931513479,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30318,-1.209473499170099,0.0,1.402584035165418,-0.48270202114211347,0.9600068885091743,-5.804995925067511e-13,0.9553107072229334,-0.9178534432807411,-1.278553034526065,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30309,2.962162510866058,0.0,-0.3866937293213068,2.0299994040606686,-1.3767610526288105,-5.804995925067511e-13,-1.6118562897931037,0.28729102890064373,3.0655733011503288,33.79988479614258,-84.38580322265625,1,0.525583,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30306,0.2757587767766262,0.0,-0.5571011354628996,-0.5140944387396496,-1.2857181458312268,-1.0830309141923862,1.1400511632580099e-14,0.24841597653892245,0.3130631351109099,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30342,-0.5114954897087964,0.0,-0.47189743239210324,-0.32573993315443317,0.01923018493414141,-0.7571078238704784,-0.3282727912850851,-0.8393179839641326,-0.5496667669337468,33.882179260253906,-84.37528991699219,3,0.2691243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,0.020915643089592446,0.0,-0.5571011354628996,-0.6226598829311284,-0.49667962025216694,0.0033793868806396574,1.1400511632580099e-14,2.3087937517101476,0.016449169771716825,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30309,-0.2517827420022653,0.0,-0.47189743239210324,-0.17924198436593156,1.2634832445011204,1.4700332933292244,0.9553107072229334,-0.9178534432807411,-0.2786418022866252,33.79988479614258,-84.38580322265625,1,0.525583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.5114954897087964,0.0,-0.3866937293213068,1.1130792067326363,1.3848737868978989,-5.804995925067511e-13,0.9553107072229334,-0.8401211875253252,-0.5498092295569,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.4367221534133139,0.0,-0.6423048385336961,-1.4519429144660394,-0.7698083406449184,-2.1694412152654117,1.1400511632580099e-14,-0.3269633567633943,-1.5180089602759028,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30327,-1.7052002063549405,0.0,-0.5571011354628996,-0.6527442831287671,-0.07181272186344241,-0.9200693690314322,1.1400511632580099e-14,-0.8618969285176574,-0.8930457843065545,33.869693756103516,-84.41729736328125,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-1.154284540282461,0.0,-0.47189743239210324,0.11636994801086635,0.9903545241083689,0.9811486578463628,1.1400511632580099e-14,-0.6842104518138306,-1.222314218052769,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30327,0.06595957276994395,0.0,2.254621065873382,-0.1295373231698328,-0.43598434905377775,-5.804995925067511e-13,4.80606120274699,0.8704168143264621,0.06231874245979756,33.869693756103516,-84.41729736328125,4,0.67727894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30318,-0.8199043776103027,0.0,2.254621065873382,-1.0189891551000212,1.0813974309059526,1.1441102030073167,-1.6118562897931037,-0.9411463465553261,-0.869525883617421,33.792301177978516,-84.44786071777344,0,-0.60014594,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30342,-0.3329429756605563,0.0,-0.47189743239210324,0.6186486295714433,0.8082687105132013,0.6552255675244552,1.1400511632580099e-14,-0.5940731632799958,-0.36409563240796056,33.882179260253906,-84.37528991699219,3,0.2691243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30306,1.0808682946668728,0.0,1.402584035165418,0.6748933777670287,-1.0732846966368645,-2.7126463658019246,-0.3282727912850851,0.1706658718154799,1.1140219221498253,33.78932189941406,-84.35150146484375,1,0.525583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30318,-0.18198494105613502,0.0,1.402584035165418,0.4590705067839683,1.1420927021043419,1.7416358685974809,-0.3282727912850851,-0.7079495792890782,-0.20380143759019592,33.792301177978516,-84.44786071777344,0,-0.60014594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
