Title,Title_link,list-card-price,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price/sqft,Monthly cost
"2209 River Green Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2209-River-Green-Dr-NW-Atlanta-GA-30327/65470729_zpid/,"$182,900",1 bd,1 ba,820 sqft,"$165,828",Single Family,1991,Forced air,Central,No Data,827 sqft,$223,"$1,190"
"Opus Place C Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110477_zpid/,"$1,307,900+",2 bds,3 ba,"1,777 sqft","$1,266,285",Condo,2019,No Data,No Data,2 spaces,No Data,$736,"$6,647"
"42 W Brookhaven Dr NE, Atlanta, GA 30319",https://www.zillow.com/homedetails/42-W-Brookhaven-Dr-NE-Atlanta-GA-30319/35900506_zpid/,"$6,600,000",5 bds,7 ba,"10,000 sqft",,Single Family,1929,Forced air,Central,No Data,1.44 acres,$660,"$33,543"
"860 Peachtree St NE UNIT 2001, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-2001-Atlanta-GA-30308/2088103402_zpid/,"$465,000",2 bds,2 ba,"1,168 sqft","$452,260",Condo,2005,Forced air,Central,Attached Garage,No Data,$398,"$2,288"
"B-1 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118302_zpid/,"$619,900+",2 bds,3 ba,"1,345 sqft","$603,038",Condo,2019,Heat pump,Central,Attached Garage,No Data,$461,"$3,150"
"761 Springlake Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/761-Springlake-Ln-NW-Atlanta-GA-30318/65470159_zpid/,"$850,000",4 bds,5 ba,"4,140 sqft","$827,808",Single Family,2003,Forced air,Central,2 spaces,"4,325 sqft",$205,"$4,570"
"1601 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1601-Liberty-Pkwy-NW-Atlanta-GA-30318/88821244_zpid/,"Est. $205,627",2 bds,3.5 ba,"1,326 sqft",,,,,,,,,
"The Lockland 27-33 Plan, Landen Pine",https://www.zillow.com/community/landen-pine/2082434149_zpid/,"$839,900+",4 bds,4 ba,"2,806 sqft","$818,225",Townhouse,2019,No Data,No Data,No Data,No Data,$299,"$4,269"
"3435 Kingsboro Rd NE APT 904, Atlanta, GA 30326",https://www.zillow.com/homedetails/3435-Kingsboro-Rd-NE-APT-904-Atlanta-GA-30326/35928442_zpid/,"$395,000",2 bds,2 ba,"1,870 sqft","$387,229",Condo,1991,Forced air,Central,No Data,$704/month,$211,"$2,646"
"The Lockland 27-33 Plan, Landen Pine",https://www.zillow.com/community/landen-pine/2082434152_zpid/,"$859,900+",4 bds,4 ba,"2,806 sqft","$837,709",Townhouse,2019,No Data,No Data,No Data,No Data,$306,"$4,371"
"3324 Peachtree Rd NE UNIT 1319, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-1319-Atlanta-GA-30326/2082311769_zpid/,"$424,900",2 bds,2 ba,"1,245 sqft","$412,524",Condo,2005,No Data,No Data,4 spaces,$544/month,$341,"$2,633"
"3707 Randall Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3707-Randall-Mill-Rd-NW-Atlanta-GA-30327/35913892_zpid/,"$1,100,000",4 bds,5 ba,"3,160 sqft","$1,046,759",Single Family,1954,"Forced air, Other","Central, Other",2 spaces,1.74 acres,$348,"$5,591"
"693 Gary Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/693-Gary-Rd-NW-Atlanta-GA-30318/2082314121_zpid/,"$82,000",2 bds,1 ba,"1,083 sqft",,Single Family,1951,No Data,No Data,No Data,0.37 acres,$76,$438
"The Bishop Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434179_zpid/,"$749,900+",3 bds,4 ba,"2,643 sqft","$732,856",Townhouse,2019,No Data,No Data,No Data,No Data,$284,"$3,812"
"2153 Colvin Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2153-Colvin-Ct-NW-Atlanta-GA-30318/2083677172_zpid/,"$339,000",3 bds,4 ba,"1,953 sqft","$329,886",Townhouse,2018,No Data,No Data,No Data,No Data,$174,"$1,667"
"3324 Peachtree Rd NE UNIT 1215, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-1215-Atlanta-GA-30326/82612303_zpid/,"$249,999",1 bd,1 ba,698 sqft,"$246,045",Condo,2005,Forced air,Central,1 space,$305/month,$358,"$1,595"
"199 14th St NE APT 1503, Atlanta, GA 30309",https://www.zillow.com/homedetails/199-14th-St-NE-APT-1503-Atlanta-GA-30309/35898391_zpid/,"$294,900",1 bd,1 ba,805 sqft,"$289,679",Condo,1992,Heat pump,Central,1 space,$357/month,$366,"$1,807"
"3325 Piedmont Rd NE UNIT 2506, Atlanta, GA 30305",https://www.zillow.com/homedetails/3325-Piedmont-Rd-NE-UNIT-2506-Atlanta-GA-30305/92191412_zpid/,"$429,900",1 bd,1 ba,930 sqft,"$419,953",Condo,2008,Forced air,Central,1 space,$596/month,$462,"$2,710"
"1502 River Green Dr NW # 1502, Atlanta, GA 30327",https://www.zillow.com/homedetails/1502-River-Green-Dr-NW-1502-Atlanta-GA-30327/2082321328_zpid/,"$247,500",2 bds,2 ba,"1,300 sqft","$242,024",Condo,1991,"Forced air, Heat pump",Central,2 spaces,$391/month,$190,"$1,668"
"1077 Mantissa St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1077-Mantissa-St-NW-Atlanta-GA-30318/35916117_zpid/,"$680,000",3 bds,3 ba,"2,076 sqft","$656,949",Single Family,1940,Forced air,Central,Attached Garage,"10,802 sqft",$328,"$3,457"
"26 S Prado NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/26-S-Prado-NE-Atlanta-GA-30309/35931532_zpid/,"$1,397,000",4 bds,3 ba,"4,022 sqft","$1,361,179",Single Family,1920,Forced air,Central,2 spaces,"7,884 sqft",$347,"$7,101"
"2464 Woodward Way NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2464-Woodward-Way-NW-Atlanta-GA-30305/35901483_zpid/,"$2,895,000",4 bds,7 ba,"5,508 sqft","$2,745,258",Single Family,1947,Forced air,Central,2 spaces,0.65 acres,$526,"$14,716"
"2870 Pharr Court South NW APT 2004, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Court-South-NW-APT-2004-Atlanta-GA-30305/55019182_zpid/,"$184,000",1 bd,1 ba,807 sqft,"$179,511",Condo,1988,Forced air,"Central, Other","Carport, On street, Attached Garage",$345/month,$228,"$1,294"
"2828 Peachtree Rd NE APT 1003, Atlanta, GA 30305",https://www.zillow.com/homedetails/2828-Peachtree-Rd-NE-APT-1003-Atlanta-GA-30305/65468133_zpid/,"$395,000",2 bds,2 ba,"1,094 sqft","$387,118",Condo,2002,Forced air,Central,No Data,$605/month,$361,"$2,547"
"Chastain Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390380_zpid/,"$874,900+",4 bds,5 ba,"3,355 sqft","$849,417",Single Family,2019,No Data,No Data,No Data,No Data,$261,"$4,447"
"1012 Battle Creek Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1012-Battle-Creek-Way-NW-Atlanta-GA-30327/2082324045_zpid/,"$1,995,000",5 bds,7 ba,"4,825 sqft","$1,896,784",Single Family,2019,No Data,No Data,No Data,0.48 acres,$413,"$10,182"
"1807 Willow Way NW, Atlanta, GA",https://www.zillow.com/homedetails/1807-Willow-Way-NW-Atlanta-GA-30318/2082324086_zpid/,"$420,675",3 bds,3 ba,"1,930 sqft","$409,640",Single Family,2019,No Data,No Data,No Data,0.3 acres,$218,"$2,177"
"1006 Battle Creek Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1006-Battle-Creek-Way-NW-Atlanta-GA-30327/2082324149_zpid/,"$1,775,000",5 bds,7 ba,"4,859 sqft","$1,687,615",Single Family,2019,No Data,No Data,No Data,0.51 acres,$365,"$9,023"
"1000 Battle Creek Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1000-Battle-Creek-Way-NW-Atlanta-GA-30327/2082324188_zpid/,"$1,725,000",5 bds,7 ba,"4,881 sqft","$1,635,403",Single Family,2019,No Data,No Data,No Data,0.68 acres,$353,"$8,809"
"1796 Sanford Ln NW, Atlanta, GA",https://www.zillow.com/homedetails/1796-Sanford-Ln-NW-Atlanta-GA-30318/2082324439_zpid/,"$434,900",3 bds,3 ba,"1,980 sqft","$423,455",Single Family,2019,No Data,No Data,No Data,0.3 acres,$220,"$2,247"
"2060 Old Georgian Ter NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2060-Old-Georgian-Ter-NW-Atlanta-GA-30318/82619948_zpid/,"$410,000",4 bds,3 ba,"2,344 sqft","$401,084",Single Family,2006,Forced air,Central,No Data,"5,227 sqft",$175,"$2,081"
"1751 Stone Hedge Dr NW, Atlanta, GA",https://www.zillow.com/homedetails/1751-Stone-Hedge-Dr-NW-Atlanta-GA-30318/2082324633_zpid/,"$429,900",3 bds,3 ba,"1,980 sqft","$418,697",Single Family,2019,No Data,No Data,No Data,0.3 acres,$217,"$2,222"
"860 Peachtree St NE UNIT 1515, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-1515-Atlanta-GA-30308/71756198_zpid/,"$289,500",1 bd,1 ba,701 sqft,"$283,707",Condo,2005,Forced air,Central,1 space,$334/month,$413,"$1,758"
"1759 Stone Hedge Dr NW, Atlanta, GA",https://www.zillow.com/homedetails/1759-Stone-Hedge-Dr-NW-Atlanta-GA-30318/2082325079_zpid/,"$419,320",3 bds,3 ba,"1,930 sqft","$408,357",Single Family,2019,No Data,No Data,No Data,0.3 acres,$217,"$2,171"
"6 Pendleton Pl NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/6-Pendleton-Pl-NE-Atlanta-GA-30342/35941875_zpid/,"$379,000",3 bds,3 ba,"1,400 sqft","$366,006",Townhouse,1975,Forced air,Central,2 spaces,"1,398 sqft",$271,"$2,253"
"918 Highland Vw NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/918-Highland-Vw-NE-Atlanta-GA-30306/35895781_zpid/,"$745,000",2 bds,2 ba,"1,749 sqft","$734,074",Single Family,1930,Forced air,Central,Detached Garage,"3,850 sqft",$426,"$3,787"
"2091 Northside Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2091-Northside-Dr-NW-Atlanta-GA-30305/35908226_zpid/,"$559,000",4 bds,2 ba,"2,153 sqft","$544,140",Single Family,1977,Forced air,Central,Carport,"9,583 sqft",$260,"$2,749"
"2161 Peachtree Rd NE APT 102, Atlanta, GA 30309",https://www.zillow.com/homedetails/2161-Peachtree-Rd-NE-APT-102-Atlanta-GA-30309/35901291_zpid/,"$225,000",2 bds,2 ba,"1,301 sqft","$221,579",Condo,1986,Forced air,Central,2 spaces,$456/month,$173,"$1,617"
"145 15th St NE APT 629, Atlanta, GA 30309",https://www.zillow.com/homedetails/145-15th-St-NE-APT-629-Atlanta-GA-30309/35898698_zpid/,"$450,000",2 bds,3 ba,"1,780 sqft","$441,865",Condo,1974,Forced air,Central,No Data,"$1,241/month",$253,"$3,454"
"B-4 Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118297_zpid/,"$636,900+",2 bds,2 ba,"1,129 sqft","$616,360",Condo,2019,Heat pump,Central,Attached Garage,No Data,$564,"$3,237"
"1820 Peachtree St NW UNIT 410, Atlanta, GA 30309",https://www.zillow.com/homedetails/1820-Peachtree-St-NW-UNIT-410-Atlanta-GA-30309/112433505_zpid/,"$599,900",2 bds,3 ba,"1,834 sqft","$585,515",Condo,2010,Forced air,Central,2 spaces,$673/month,$327,"$3,633"
"1001 Chastain Park Ct NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/1001-Chastain-Park-Ct-NE-Atlanta-GA-30342/65467789_zpid/,"$215,000",2 bds,2 ba,913 sqft,"$210,310",Condo,1987,Forced air,Central,2 spaces,$357/month,$235,"$1,466"
"71 Maddox Dr NE APT 1, Atlanta, GA 30309",https://www.zillow.com/homedetails/71-Maddox-Dr-NE-APT-1-Atlanta-GA-30309/2082646327_zpid/,"$289,900",1 bd,1 ba,772 sqft,"$277,295",Condo,1930,Forced air,Other,Off street,$330/month,$376,"$1,756"
"800 Peachtree St NE APT 8517, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-8517-Atlanta-GA-30308/65462086_zpid/,"$314,000",2 bds,2 ba,"1,187 sqft","$307,943",Condo,1927,Other,Central,4 spaces,$458/month,$265,"$2,002"
"2230 Cheshire Bridge Rd NE UNIT 116, Atlanta, GA 30324",https://www.zillow.com/homedetails/2230-Cheshire-Bridge-Rd-NE-UNIT-116-Atlanta-GA-30324/2082331618_zpid/,"$135,000",1 bd,1 ba,755 sqft,"$128,250",Condo,1947,Forced air,Central,2 spaces,$313/month,$179,"$1,009"
"1445 Monroe Dr NE APT F36, Atlanta, GA 30324",https://www.zillow.com/homedetails/1445-Monroe-Dr-NE-APT-F36-Atlanta-GA-30324/2082331985_zpid/,"$250,000",2 bds,2 ba,"1,060 sqft","$240,740",Condo,1975,No Data,No Data,2 spaces,$297/month,$236,"$1,587"
"136 Peachtree Memorial Dr NW # NC2, Atlanta, GA 30309",https://www.zillow.com/homedetails/136-Peachtree-Memorial-Dr-NW-NC2-Atlanta-GA-30309/108603761_zpid/,"$260,000",2 bds,2 ba,"1,108 sqft","$255,859",Townhouse,1975,Forced air,Central,2 spaces,"1,089 sqft",$235,"$1,604"
"1091 Saint Charles Pl NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1091-Saint-Charles-Pl-NE-Atlanta-GA-30306/35850941_zpid/,"$750,000",5 bds,5 ba,"1,692 sqft","$737,502",Single Family,1920,Forced air,Central,3 spaces,"6,969 sqft",$443,"$3,812"
"711 E Morningside Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/711-E-Morningside-Dr-NE-Atlanta-GA-30324/35929897_zpid/,"$1,174,900",4 bds,3 ba,"2,893 sqft","$1,134,053",Single Family,1928,Forced air,Central,2 spaces,0.29 acres,$406,"$5,972"
"2561 Bohler Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2561-Bohler-Rd-NW-Atlanta-GA-30327/35917362_zpid/,"$7,750,000",4 bds,6 ba,-- sqft,,Single Family,2012,Forced air,Central,2 spaces,9.16 acres,No Data,"$39,394"
"B-1B Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118303_zpid/,"$668,900+",2 bds,3 ba,"1,493 sqft","$648,377",Condo,2019,Heat pump,Central,Attached Garage,No Data,$448,"$3,400"
"1455 Lanier Pl NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1455-Lanier-Pl-NE-Atlanta-GA-30306/35918401_zpid/,"$675,000",4 bds,2 ba,"1,394 sqft","$661,500",Single Family,1945,Forced air,Central,3 spaces,0.29 acres,$484,"$3,431"
"3048 Stone Gate Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/3048-Stone-Gate-Dr-NE-Atlanta-GA-30324/69367635_zpid/,"$689,000",4 bds,5 ba,"2,484 sqft","$674,850",Townhouse,2005,Forced air,Central,2 spaces,"1,176 sqft",$277,"$3,502"
"0 Nash Rd, Atlanta, GA 30331",https://www.zillow.com/homedetails/0-Nash-Rd-Atlanta-GA-30331/2088872339_zpid/,"$25,000",1.07 acres lot,,,,,,,,,,,$133
"120 Peachtree Memorial Dr NW # 99-C1, Atlanta, GA",https://www.zillow.com/homedetails/120-Peachtree-Memorial-Dr-NW-99-C1-Atlanta-GA-30309/2082336771_zpid/,"$294,900",2 bds,2 ba,827 sqft,,Condo,2019,Forced air,Central,No Data,No Data,$357,"$1,450"
"346 Ardmore Ct NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/346-Ardmore-Ct-NW-Atlanta-GA-30309/121352733_zpid/,"$575,000",4 bds,4 ba,"2,340 sqft","$564,272",Townhouse,2012,"Forced air, Heat pump",Central,2 spaces,936 sqft,$246,"$3,162"
"3048 Stone Gate Dr NE # 3048, Atlanta, GA 30324",https://www.zillow.com/homedetails/3048-Stone-Gate-Dr-NE-3048-Atlanta-GA-30324/2082337387_zpid/,"$689,000",4 bds,5 ba,"2,484 sqft","$669,754",Townhouse,2005,Forced air,Central,4 spaces,"1,176 sqft",$277,"$3,502"
"887 Juniper St NE APT G, Atlanta, GA 30309",https://www.zillow.com/homedetails/887-Juniper-St-NE-APT-G-Atlanta-GA-30309/2082337493_zpid/,"$250,000",1 bd,1 ba,879 sqft,,Condo,1970,Forced air,Central,1 space,$275/month,$284,"$1,565"
"1705 Monroe Dr NE APT A06, Atlanta, GA 30324",https://www.zillow.com/homedetails/1705-Monroe-Dr-NE-APT-A06-Atlanta-GA-30324/2082337588_zpid/,"$75,000",2 bds,1 ba,900 sqft,,Condo,1958,No Data,No Data,1 space,$900/month,$83,"$1,300"
"800 Peachtree St NE APT 1128, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-1128-Atlanta-GA-30308/65461880_zpid/,"$338,500",2 bds,2 ba,"1,181 sqft","$333,231",Condo,2001,Forced air,Central,2 spaces,$459/month,$287,"$2,124"
"1445 Monroe Dr NE APT C6, Atlanta, GA 30324",https://www.zillow.com/homedetails/1445-Monroe-Dr-NE-APT-C6-Atlanta-GA-30324/69364400_zpid/,"$249,000",2 bds,2 ba,"1,060 sqft","$245,612",Condo,1975,Forced air,Central,2 spaces,$421/month,$235,"$1,705"
"4620 Wieuca Rd NE APT 59, Atlanta, GA 30342",https://www.zillow.com/homedetails/4620-Wieuca-Rd-NE-APT-59-Atlanta-GA-30342/35941561_zpid/,"$445,000",2 bds,3 ba,"2,265 sqft","$433,891",Townhouse,1971,Forced air,Central,2 spaces,"1,942 sqft",$196,"$2,543"
"4620 Wieuca Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4620-Wieuca-Rd-NE-Atlanta-GA-30342/35941566_zpid/,"$445,000",2 bds,3 ba,"2,265 sqft","$434,805",Townhouse,1971,Forced air,Central,No Data,"1,742 sqft",$196,"$2,543"
"751 Piedmont Ave NE APT 14, Atlanta, GA 30308",https://www.zillow.com/homedetails/751-Piedmont-Ave-NE-APT-14-Atlanta-GA-30308/35881037_zpid/,"$375,000",3 bds,3 ba,"1,250 sqft","$366,976",Townhouse,1990,Forced air,Central,2 spaces,479 sqft,$300,"$2,044"
"865 Moores Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/865-Moores-Mill-Rd-NW-Atlanta-GA-30327/35911242_zpid/,"$695,000",3 bds,4 ba,"2,082 sqft","$671,034",Single Family,1957,Forced air,Central,2 spaces,0.5 acres,$334,"$3,533"
"70 Adrian Pl NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/70-Adrian-Pl-NW-Atlanta-GA-30327/35915552_zpid/,"$165,900",1 bd,1 ba,824 sqft,"$159,752",Condo,1970,"Forced air, Heat pump",Central,No Data,$414/month,$201,"$1,270"
"823 Canterbury Overlook, Atlanta, GA 30324",https://www.zillow.com/homedetails/823-Canterbury-Overlook-Atlanta-GA-30324/2082341206_zpid/,"$638,000",4 bds,4 ba,"2,319 sqft","$619,599",Townhouse,2015,Forced air,Central,4 spaces,"2,178 sqft",$275,"$3,543"
"998 Wildwood Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/998-Wildwood-Rd-NE-Atlanta-GA-30306/35925716_zpid/,"$1,450,000",4 bds,4 ba,"3,300 sqft",,Single Family,1951,Forced air,Central,2 spaces,0.39 acres,$439,"$7,371"
"3338 Peachtree Rd NE APT 3202, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-3202-Atlanta-GA-30326/2082341510_zpid/,"$385,000",2 bds,2 ba,"1,273 sqft","$373,786",Condo,2004,Forced air,Central,2 spaces,$512/month,$302,"$2,405"
"3475 Oak Valley Rd NE APT 2820, Atlanta, GA 30326",https://www.zillow.com/homedetails/3475-Oak-Valley-Rd-NE-APT-2820-Atlanta-GA-30326/35928407_zpid/,"$997,500",2 bds,3 ba,"2,100 sqft","$967,840",Condo,1992,Other,Central,6 spaces,$894/month,$475,"$5,964"
"The Stilby Plan, Landen Pine",https://www.zillow.com/community/landen-pine/2082434146_zpid/,"$699,900+",3 bds,4 ba,"2,277 sqft","$683,993",Townhouse,2019,No Data,No Data,No Data,No Data,$307,"$3,558"
"3338 Peachtree Rd NE APT 1006, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-1006-Atlanta-GA-30326/69372772_zpid/,"$279,900",1 bd,1 ba,997 sqft,,Condo,2004,Forced air,Central,1 space,$385/month,$281,"$1,761"
"70 Adrian Pl NW # 70, Atlanta, GA 30327",https://www.zillow.com/homedetails/70-Adrian-Pl-NW-70-Atlanta-GA-30327/2082346224_zpid/,"$165,900",1 bd,1 ba,824 sqft,"$158,402",Condo,1970,"Forced air, Heat pump",Central,No Data,$284/month,$201,"$1,140"
"44 Peachtree Pl NW UNIT 1021, Atlanta, GA 30309",https://www.zillow.com/homedetails/44-Peachtree-Pl-NW-UNIT-1021-Atlanta-GA-30309/82630633_zpid/,"$450,000",2 bds,2 ba,"1,196 sqft","$439,839",Condo,2006,Heat pump,Central,2 spaces,$321/month,$376,"$2,534"
"62 Blackland Rd NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/62-Blackland-Rd-NW-Atlanta-GA-30342/35902440_zpid/,"$1,150,000",4 bds,4 ba,"6,119 sqft","$1,092,864",Single Family,1960,Forced air,Central,Attached Garage,1 acre,$188,"$5,846"
"2657 Lenox Rd NE # G-95, Atlanta, GA 30324",https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-G-95-Atlanta-GA-30324/2097677700_zpid/,"$179,000",1 bd,1 ba,650 sqft,"$172,966",Condo,1994,No Data,No Data,No Data,$215/month,$275,"$1,138"
"2137 Main St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2137-Main-St-NW-Atlanta-GA-30318/283677273_zpid/,"$515,000",4 bds,3 ba,"2,205 sqft","$499,716",Single Family,2018,No Data,No Data,2 spaces,"7,797 sqft",$234,"$2,533"
"The Camber Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434171_zpid/,"$829,900+",2 bds,4 ba,"2,643 sqft","$808,483",Townhouse,2019,No Data,No Data,No Data,No Data,$314,"$4,219"
"1790 NW Sanford Dr, Atlanta, GA",https://www.zillow.com/homedetails/1790-NW-Sanford-Dr-Atlanta-GA-30318/296370842_zpid/,"$511,900",4 bds,4 ba,"2,922 sqft","$497,180",Single Family,2019,No Data,No Data,No Data,0.3 acres,$175,"$2,626"
"567 Greenwood Ave NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/567-Greenwood-Ave-NE-Atlanta-GA-30308/35880206_zpid/,"$615,000",4 bds,3 ba,"2,136 sqft","$604,576",Single Family,1987,Heat pump,Central,4 spaces,"5,880 sqft",$288,"$3,126"
"1261 Virginia Ave NE APT 4, Atlanta, GA",https://www.zillow.com/homedetails/1261-Virginia-Ave-NE-APT-4-Atlanta-GA-30306/2083794458_zpid/,"$1,195,900",4 bds,5 ba,"2,931 sqft","$1,150,484",Townhouse,2019,No Data,No Data,No Data,No Data,$408,"$6,385"
"1861 La Dawn Ln NW # 3, Atlanta, GA",https://www.zillow.com/homedetails/1861-La-Dawn-Ln-NW-3-Atlanta-GA-30318/2082346395_zpid/,"$443,310",3 bds,3 ba,"2,142 sqft","$428,533",Townhouse,No Data,No Data,No Data,No Data,No Data,$207,"$2,430"
"1823 La Dawn Ln NW # 16, Atlanta, GA",https://www.zillow.com/homedetails/1823-La-Dawn-Ln-NW-16-Atlanta-GA-30318/2082346394_zpid/,"$489,900",3 bds,3 ba,"2,142 sqft","$473,570",Townhouse,No Data,No Data,No Data,No Data,No Data,$229,"$2,659"
"1040 W Conway Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1040-W-Conway-Dr-NW-Atlanta-GA-30327/35913867_zpid/,"$10,600,000",8 bds,13 ba,"15,539 sqft",,Single Family,1999,No Data,No Data,No Data,17.3 acres,$682,"$53,881"
"1819 La Dawn Ln NW # 18, Atlanta, GA",https://www.zillow.com/homedetails/1819-La-Dawn-Ln-NW-18-Atlanta-GA-30318/2082346451_zpid/,"$464,900",3 bds,3 ba,"2,142 sqft","$449,403",Townhouse,No Data,No Data,No Data,No Data,No Data,$217,"$2,536"
"1853 La Dawn Ln NW # 7, Atlanta, GA",https://www.zillow.com/homedetails/1853-La-Dawn-Ln-NW-7-Atlanta-GA-30318/2082346472_zpid/,"$444,310",3 bds,3 ba,"2,142 sqft","$429,499",Townhouse,No Data,No Data,No Data,No Data,No Data,$207,"$2,435"
"325 E Paces Ferry Rd NE APT 2211, Atlanta, GA 30305",https://www.zillow.com/homedetails/325-E-Paces-Ferry-Rd-NE-APT-2211-Atlanta-GA-30305/69380932_zpid/,"$439,000",2 bds,2 ba,"1,344 sqft","$430,330",Condo,2004,Forced air,Central,2 spaces,$0/month,$327,"$2,159"
"1000 Margaret Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1000-Margaret-Pl-NW-Atlanta-GA-30318/35921180_zpid/,"$140,000",3 bds,1 ba,"1,008 sqft","$134,626",Single Family,1965,Forced air,Central,No Data,0.27 acres,$139,$722
"1682 Abner Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1682-Abner-Ct-NW-Atlanta-GA-30318/35923480_zpid/,"$195,000",4 bds,2 ba,"1,032 sqft",,Single Family,1960,Other,Central,Carport,0.28 acres,$189,"$1,006"
"1652 Gilstrap Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1652-Gilstrap-Ln-NW-Atlanta-GA-30318/98004269_zpid/,"$442,500",3 bds,4 ba,"2,102 sqft","$433,993",Townhouse,2008,Forced air,Central,2 spaces,"2,134 sqft",$211,"$2,328"
"30 5th St NE UNIT 202, Atlanta, GA 30308",https://www.zillow.com/homedetails/30-5th-St-NE-UNIT-202-Atlanta-GA-30308/55016428_zpid/,"$299,000",1 bd,1 ba,882 sqft,"$294,486",Condo,1999,Forced air,Central,No Data,$450/month,$339,"$1,920"
